Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.279559,1.386890,0.003164,-0.001895
1.278353,1.386424,0.003160,-0.001975
1.279109,1.386410,0.003157,-0.001935
1.280735,1.386473,0.003154,-0.001902
1.282798,1.386565,0.003153,-0.001773
1.283202,1.386617,0.003152,-0.001798
1.283574,1.387051,0.003151,-0.001695
1.283858,1.387212,0.003181,-0.001640
1.284336,1.387296,0.003185,-0.001490
1.287598,1.387547,0.003189,-0.001409
1.287847,1.387784,0.003192,-0.001328
1.288410,1.387852,0.003196,-0.001107
1.289057,1.387786,0.003199,-0.000956
1.289604,1.388087,0.003203,-0.000874
1.291332,1.388149,0.003206,-0.000758
1.293400,1.388220,0.003210,-0.000641
1.294099,1.388525,0.003213,-0.000490
1.294968,1.388458,0.003217,-0.000444
1.295461,1.388631,0.003220,-0.000363
1.295971,1.388885,0.003224,-0.000480
1.296279,1.388877,0.003227,-0.000482
1.298315,1.388843,0.003231,-0.000600
1.300480,1.390375,0.003204,-0.000600
1.301812,1.390082,0.003178,-0.000600
1.302653,1.390168,0.003181,-0.000683
1.303446,1.390139,0.003185,-0.000766
1.304571,1.389348,0.003189,-0.000919
1.306779,1.389915,0.003223,-0.000919
1.307666,1.389983,0.003227,-0.000919
1.308653,1.390191,0.003230,-0.000955
1.309437,1.390419,0.003234,-0.001073
1.309974,1.390920,0.003268,-0.001109
1.311384,1.390120,0.003343,-0.001038
1.313208,1.390343,0.003378,-0.001157
1.313624,1.390658,0.003381,-0.001075
1.314656,1.390701,0.003385,-0.000957
1.315681,1.390753,0.003419,-0.000923
1.316214,1.391692,0.003454,-0.000852
1.316789,1.391991,0.003489,-0.000888
1.318331,1.392581,0.003492,-0.000961
1.320490,1.392976,0.003527,-0.000842
1.321034,1.393382,0.003603,-0.000760
1.322415,1.394363,0.003649,-0.000867
1.323566,1.394315,0.003684,-0.000760
1.324619,1.394678,0.003687,-0.000843
