Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.279559,1.386890,0.002552,-0.001156
1.280488,1.385883,0.002549,-0.001067
1.280748,1.385817,0.002606,-0.000995
1.281123,1.386058,0.002653,-0.001096
1.281605,1.386573,0.002693,-0.001136
1.282051,1.387018,0.002680,-0.001171
1.282716,1.387955,0.002713,-0.001112
1.284873,1.389647,0.002741,-0.001062
1.285323,1.391369,0.002812,-0.001063
1.285817,1.393364,0.002884,-0.001065
1.286237,1.393722,0.002887,-0.001030
1.286805,1.393952,0.002890,-0.001100
1.287251,1.394294,0.002932,-0.001066
1.287920,1.394969,0.002974,-0.001020
1.289322,1.395231,0.003016,-0.000939
1.290310,1.395606,0.003088,-0.000904
1.290613,1.395937,0.003130,-0.000904
1.291121,1.396301,0.003133,-0.001023
1.291385,1.396182,0.003135,-0.000942
1.291729,1.396110,0.003138,-0.000943
1.292382,1.397537,0.003180,-0.000945
1.293532,1.398123,0.003183,-0.001064
1.294585,1.399174,0.003186,-0.001100
1.295175,1.400385,0.003188,-0.000982
1.295349,1.401450,0.003161,-0.001019
1.295988,1.402040,0.003163,-0.001020
1.296803,1.402584,0.003166,-0.001104
1.297165,1.402995,0.003311,-0.001104
1.298539,1.403467,0.003344,-0.001033
1.298711,1.403862,0.003346,-0.000998
1.299755,1.404198,0.003349,-0.001082
1.300095,1.404939,0.003352,-0.001118
1.300102,1.406530,0.003354,-0.001000
1.300681,1.407452,0.003357,-0.001001
1.301574,1.407793,0.003360,-0.000918
1.302111,1.408774,0.003362,-0.000955
1.303047,1.409878,0.003365,-0.000837
1.303476,1.410578,0.003368,-0.000838
1.303450,1.411114,0.003370,-0.000838
1.304849,1.411684,0.003373,-0.000840
1.304691,1.412144,0.003376,-0.000961
1.305324,1.413903,0.003378,-0.000962
1.305261,1.415555,0.003270,-0.000962
1.306245,1.416933,0.003242,-0.001120
1.306678,1.417919,0.003245,-0.001277
1.307347,1.419193,0.003248,-0.001194
1.307929,1.420321,0.003281,-0.001122
1.308256,1.420958,0.003284,-0.001122
1.308383,1.421599,0.003287,-0.001086
1.309405,1.422648,0.003290,-0.001245
1.309716,1.423653,0.003323,-0.001210
1.310293,1.425543,0.003357,-0.001247
1.310490,1.427060,0.003432,-0.001211
1.311170,1.428926,0.003435,-0.001333
1.311721,1.429928,0.003437,-0.001408
1.312312,1.432010,0.003440,-0.001374
1.312671,1.432610,0.003515,-0.001326
1.312837,1.433613,0.003560,-0.001363
1.313583,1.434856,0.003594,-0.001402
1.313932,1.435843,0.003596,-0.001404
1.313526,1.437700,0.003630,-0.001441
1.313988,1.439353,0.003717,-0.001441
1.314730,1.441447,0.003792,-0.001441
1.314997,1.442202,0.003795,-0.001565
1.315210,1.444661,0.003798,-0.001493
1.315329,1.445841,0.003843,-0.001494
1.315577,1.447614,0.003961,-0.001458
1.316180,1.448613,0.003965,-0.001496
1.316694,1.450798,0.003968,-0.001460
1.317018,1.451406,0.004002,-0.001352
1.318098,1.452941,0.004078,-0.001353
1.318425,1.454074,0.004155,-0.001317
1.319296,1.456631,0.004159,-0.001367
1.319542,1.459456,0.004130,-0.001295
