Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002312,0.000704
0.999866,1.000133,0.002309,0.000729
1.000932,1.002941,0.002307,0.000750
1.001354,1.003960,0.002409,0.000767
1.002166,1.005042,0.002400,0.000737
1.002311,1.006115,0.002392,0.000784
1.005467,1.009580,0.002440,0.000757
1.006433,1.010332,0.002482,0.000733
1.007456,1.012627,0.002537,0.000771
1.007583,1.014856,0.002515,0.000776
1.007707,1.015849,0.002546,0.000806
1.008569,1.020593,0.002600,0.000780
1.009245,1.022662,0.002656,0.000719
1.009326,1.024956,0.002711,0.000785
1.010620,1.027987,0.002767,0.000853
1.010572,1.029219,0.002797,0.000919
1.011740,1.033218,0.002853,0.000885
1.011860,1.036710,0.002996,0.000888
1.012987,1.039356,0.002976,0.000891
1.013288,1.041700,0.003058,0.000893
1.013366,1.042582,0.003175,0.000803
1.013969,1.047757,0.003294,0.000871
1.013951,1.051538,0.003360,0.000910
1.014065,1.054640,0.003532,0.000913
1.014237,1.057506,0.003755,0.000889
1.013986,1.060270,0.003874,0.000865
1.014958,1.064082,0.004046,0.000961
1.014567,1.067791,0.004193,0.001058
1.014756,1.071403,0.004393,0.001102
1.014475,1.075840,0.004539,0.001147
1.015169,1.077823,0.004766,0.001152
1.015402,1.082094,0.005047,0.001330
1.015703,1.086590,0.005304,0.001540
1.015875,1.090388,0.005648,0.001750
1.016577,1.094787,0.005966,0.001999
1.017290,1.097361,0.006250,0.002317
1.018031,1.105060,0.006617,0.002541
1.018296,1.107899,0.007090,0.002825
1.018204,1.112702,0.007656,0.003249
1.019270,1.119354,0.008251,0.003716
1.020384,1.123871,0.009098,0.004255
1.021446,1.131546,0.010001,0.004939
1.021988,1.139058,0.011051,0.005736
1.022303,1.145098,0.012221,0.006712
1.023572,1.151315,0.013755,0.007765
1.024528,1.154097,0.015439,0.009188
1.026582,1.164477,0.017410,0.010724
1.028029,1.170950,0.019632,0.012412
1.029734,1.177134,0.022369,0.014624
1.030658,1.182619,0.025678,0.017208
1.031463,1.185796,0.029707,0.020346
1.033292,1.194426,0.034409,0.024093
1.034604,1.199376,0.040040,0.028779
1.036003,1.205584,0.046505,0.034203
1.037224,1.211464,0.048785,0.036074
1.037941,1.214162,0.051185,0.038150
1.039889,1.219864,0.053881,0.040354
1.041283,1.225415,0.056867,0.042803
1.042529,1.232500,0.060188,0.045415
1.044209,1.238829,0.063729,0.048414
1.045486,1.242880,0.067722,0.051615
