Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.289950,1.199045,0.002206,0.001555
1.288881,1.198178,0.002178,0.001509
1.289391,1.199120,0.002156,0.001514
1.289744,1.199325,0.002138,0.001518
1.289322,1.202291,0.002124,0.001522
1.289932,1.202658,0.002152,0.001525
1.293904,1.202853,0.002139,0.001497
1.294492,1.202878,0.002163,0.001530
1.294996,1.203162,0.002192,0.001616
1.295755,1.203339,0.002195,0.001617
1.296425,1.203522,0.002197,0.001561
1.296993,1.203836,0.002199,0.001591
1.297551,1.203900,0.002236,0.001592
1.298241,1.204198,0.002274,0.001593
1.300984,1.204496,0.002277,0.001679
1.302253,1.204630,0.002279,0.001708
1.302804,1.204893,0.002317,0.001738
1.303704,1.205117,0.002319,0.001767
1.304990,1.205131,0.002383,0.001739
1.305556,1.205622,0.002421,0.001683
1.306172,1.205766,0.002388,0.001655
1.307092,1.206338,0.002390,0.001713
1.310173,1.207362,0.002420,0.001743
1.310547,1.208069,0.002396,0.001744
1.312092,1.208778,0.002364,0.001745
1.312943,1.209627,0.002401,0.001746
1.314637,1.210136,0.002466,0.001747
1.315283,1.210302,0.002532,0.001777
1.315951,1.210493,0.002535,0.001778
1.316537,1.210775,0.002502,0.001780
1.318612,1.211168,0.002469,0.001809
1.319721,1.211356,0.002472,0.001897
1.320326,1.211592,0.002537,0.001927
1.322179,1.211910,0.002540,0.002014
1.322777,1.212633,0.002507,0.002159
1.324840,1.212856,0.002545,0.002246
1.326036,1.213824,0.002647,0.002276
1.326439,1.213979,0.002713,0.002278
1.327243,1.214163,0.002780,0.002221
1.328133,1.215288,0.002818,0.002309
1.329136,1.216588,0.002848,0.002396
1.329765,1.217492,0.002888,0.002427
1.330788,1.217939,0.002892,0.002457
1.331771,1.219549,0.002922,0.002545
1.333005,1.220156,0.002924,0.002643
1.333684,1.220564,0.002991,0.002703
1.335017,1.220772,0.003058,0.002704
1.336375,1.221098,0.003098,0.002706
1.337473,1.221344,0.003074,0.002736
1.338902,1.221777,0.003076,0.002738
1.339987,1.222049,0.003106,0.002798
1.341766,1.222777,0.003138,0.002857
1.342132,1.223211,0.003115,0.002917
1.343485,1.223415,0.003054,0.003035
1.343964,1.224411,0.003122,0.003066
1.344280,1.225298,0.003190,0.003096
1.345021,1.225229,0.003258,0.003156
1.345441,1.226185,0.003355,0.003129
1.346289,1.227053,0.003423,0.003101
1.347275,1.227331,0.003592,0.003035
1.348029,1.228702,0.003726,0.003066
1.349435,1.229707,0.003888,0.003068
1.350413,1.231007,0.003985,0.003167
1.351508,1.231607,0.004146,0.003198
1.352421,1.231840,0.004447,0.003229
1.352949,1.232301,0.004647,0.003231
1.354156,1.232786,0.004755,0.003272
1.354620,1.233064,0.004918,0.003313
1.355181,1.233382,0.005145,0.003354
1.357105,1.233840,0.005309,0.003395
1.358567,1.234752,0.005445,0.003466
1.358900,1.235079,0.005544,0.003507
1.359881,1.235508,0.005615,0.003695
1.360259,1.235891,0.005752,0.003766
1.360562,1.237247,0.005889,0.003837
1.362200,1.239554,0.005998,0.003878
1.362748,1.240046,0.006043,0.003978
1.363250,1.241099,0.006115,0.003980
1.364164,1.241453,0.006225,0.004022
1.365313,1.243208,0.006260,0.004063
1.365845,1.243828,0.006372,0.004164
1.367135,1.244403,0.006473,0.004166
1.367682,1.244857,0.006518,0.004198
1.369506,1.245274,0.006592,0.004201
1.370355,1.245837,0.006704,0.004233
1.370963,1.246480,0.006844,0.004195
1.371519,1.249397,0.007023,0.004197
1.372375,1.250103,0.007202,0.004111
1.373261,1.251015,0.007448,0.004113
1.374758,1.251517,0.007628,0.004145
1.375291,1.251931,0.007809,0.004177
1.376688,1.252637,0.008018,0.004150
1.376907,1.252841,0.008304,0.004113
1.378459,1.254388,0.008485,0.004175
1.379834,1.254818,0.008705,0.004266
1.380928,1.257063,0.008887,0.004299
1.381849,1.257452,0.009108,0.004331
1.382329,1.261041,0.009357,0.004304
1.383686,1.262057,0.009578,0.004336
1.384735,1.262608,0.009791,0.004429
1.386311,1.263360,0.010043,0.004590
1.387056,1.263749,0.010297,0.004713
1.387502,1.264364,0.010647,0.004865
1.388946,1.264947,0.010862,0.005018
1.390224,1.266063,0.011078,0.005140
1.390906,1.266401,0.011391,0.005293
1.392189,1.269492,0.011714,0.005506
1.393603,1.270537,0.012000,0.005789
1.395616,1.271949,0.012353,0.005942
1.396348,1.272571,0.012708,0.006096
1.396593,1.273160,0.013103,0.006250
1.399591,1.274761,0.013596,0.006463
1.400605,1.275359,0.014061,0.006707
1.401269,1.276628,0.014594,0.006921
1.402473,1.277445,0.015169,0.007085
1.404399,1.280765,0.015676,0.007311
1.404818,1.281588,0.016145,0.007536
1.405823,1.282202,0.016617,0.007761
1.408096,1.282802,0.017157,0.008017
1.408845,1.283747,0.017837,0.008274
1.411588,1.284506,0.018488,0.008530
1.412937,1.285565,0.019101,0.008787
1.414432,1.286168,0.019754,0.009044
1.415719,1.286899,0.020507,0.009332
1.418624,1.291048,0.021262,0.009589
1.419468,1.291616,0.022020,0.009949
1.420694,1.292074,0.022819,0.010369
1.422742,1.292672,0.023759,0.010789
1.422548,1.292916,0.024702,0.011240
1.423722,1.294068,0.025676,0.011712
1.424712,1.294597,0.026763,0.012154
1.426763,1.295630,0.027961,0.012658
1.429321,1.295837,0.029162,0.013132
1.431673,1.298541,0.030506,0.013708
1.432914,1.300423,0.031812,0.014314
1.434376,1.301509,0.033234,0.014922
1.436207,1.302293,0.034799,0.015561
1.437630,1.303066,0.036468,0.016241
1.439254,1.304146,0.038149,0.016983
1.441045,1.304752,0.039943,0.017725
1.442094,1.305435,0.041872,0.018427
1.443634,1.306104,0.043846,0.019233
1.445630,1.307403,0.045855,0.020100
1.447972,1.309537,0.047979,0.021060
1.450667,1.310568,0.050261,0.021991
1.451701,1.311490,0.052680,0.022994
1.453102,1.312936,0.055216,0.024122
1.453870,1.313440,0.057869,0.025281
1.455537,1.314405,0.060568,0.026411
1.457521,1.314732,0.063446,0.027665
1.458685,1.315383,0.066515,0.028951
1.459929,1.315804,0.069704,0.030279
1.462902,1.316594,0.073043,0.031660
1.464527,1.319039,0.076564,0.033177
1.465788,1.319886,0.080279,0.034849
1.467617,1.320914,0.084145,0.036595
1.469526,1.321117,0.088018,0.038240
1.471197,1.322034,0.092079,0.039978
1.472102,1.322557,0.096324,0.041760
1.474791,1.322947,0.100796,0.043637
1.477392,1.324076,0.105434,0.045639
1.478396,1.325405,0.110256,0.047685
1.479838,1.327126,0.115348,0.049857
1.481997,1.327937,0.120783,0.052186
1.482513,1.328457,0.126488,0.054591
1.483809,1.328886,0.132456,0.057132
1.486395,1.329644,0.138729,0.059893
1.487739,1.329983,0.145243,0.062761
1.489209,1.330507,0.152106,0.065653
1.490582,1.331141,0.159350,0.068787
1.493102,1.332775,0.166839,0.072080
1.496756,1.334614,0.174856,0.075562
1.497742,1.335232,0.183229,0.079216
1.499317,1.336113,0.191881,0.082997
1.500834,1.337060,0.200434,0.086760
1.502683,1.338265,0.204630,0.088605
1.504496,1.338913,0.208991,0.090467
1.506879,1.339405,0.213468,0.092444
1.509185,1.339789,0.218029,0.094423
1.509918,1.340446,0.222721,0.096451
1.512207,1.341652,0.227388,0.098598
1.513787,1.342184,0.232155,0.100672
