Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.427471,1.585050,0.000818,0.001841
1.426530,1.585367,0.000828,0.001835
1.427037,1.585520,0.000898,0.001786
1.427242,1.585696,0.000900,0.001786
1.427228,1.586059,0.000902,0.001787
1.427758,1.586165,0.000903,0.001822
1.428534,1.586423,0.000871,0.001852
1.431087,1.586586,0.000844,0.001818
1.431973,1.586713,0.000957,0.001849
1.432601,1.586665,0.001141,0.001909
1.433631,1.586888,0.001142,0.001911
1.434222,1.586896,0.001143,0.001942
1.434908,1.587016,0.001185,0.002003
1.435409,1.587248,0.001228,0.002094
1.435993,1.587316,0.001230,0.002125
1.436891,1.587322,0.001231,0.002156
1.438727,1.587503,0.001274,0.002188
1.440595,1.587538,0.001276,0.002279
1.442374,1.587829,0.001277,0.002340
1.442804,1.587833,0.001319,0.002401
1.443453,1.587907,0.001362,0.002432
1.444586,1.587930,0.001477,0.002403
1.445199,1.588555,0.001508,0.002465
1.447152,1.589473,0.001542,0.002556
1.448180,1.589201,0.001585,0.002588
1.450351,1.589737,0.001628,0.002649
1.451049,1.590375,0.001744,0.002651
1.451976,1.590446,0.001788,0.002743
1.452734,1.590729,0.001749,0.002745
1.453416,1.591264,0.001793,0.002777
1.454279,1.591451,0.001794,0.002778
1.456157,1.591653,0.001796,0.002810
1.457262,1.592313,0.001840,0.002811
1.458499,1.592949,0.001925,0.002843
1.457950,1.592564,0.001969,0.002906
1.459242,1.592979,0.001971,0.002907
1.460325,1.593101,0.001931,0.002999
1.459451,1.593259,0.001974,0.003061
1.460061,1.593291,0.001903,0.003094
1.460901,1.594194,0.001863,0.003126
1.461733,1.594653,0.001865,0.003127
1.461749,1.595291,0.001910,0.003190
1.463009,1.596528,0.001913,0.003223
1.463398,1.596101,0.001915,0.003255
1.464272,1.596904,0.001874,0.003287
1.466100,1.597510,0.001919,0.003319
1.467380,1.597383,0.001964,0.003352
1.467863,1.597983,0.001998,0.003414
1.469324,1.598647,0.001958,0.003447
1.469979,1.598552,0.001918,0.003418
1.470654,1.598923,0.001919,0.003420
1.471467,1.598888,0.001964,0.003452
1.472785,1.599674,0.001966,0.003423
1.474195,1.599913,0.002011,0.003395
1.475850,1.601185,0.002056,0.003396
