Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.427471,1.585050,0.001723,0.001323
1.427045,1.585065,0.001700,0.001425
1.427186,1.585577,0.001743,0.001463
1.427284,1.586133,0.001723,0.001357
1.427046,1.586637,0.001706,0.001432
1.426816,1.587218,0.001692,0.001460
1.426949,1.587915,0.001680,0.001453
1.427629,1.588612,0.001669,0.001446
1.429278,1.589315,0.001741,0.001477
1.430197,1.591193,0.001702,0.001578
1.430298,1.593651,0.001743,0.001701
1.430386,1.594324,0.001744,0.001644
1.431121,1.594913,0.001745,0.001647
1.431473,1.595613,0.001746,0.001840
1.431198,1.597746,0.001818,0.002033
1.431943,1.599141,0.001789,0.002156
1.432168,1.600678,0.001831,0.002189
1.432467,1.601198,0.001832,0.002282
1.433205,1.601947,0.001874,0.002476
1.433564,1.602062,0.001915,0.002570
1.434279,1.602403,0.001957,0.002695
1.435766,1.603145,0.001958,0.002788
1.436369,1.605495,0.002000,0.002912
1.436641,1.605766,0.001971,0.003138
1.437480,1.606684,0.002043,0.003202
1.437636,1.607762,0.002116,0.003236
1.437828,1.608970,0.002158,0.003300
1.438100,1.611475,0.002200,0.003365
1.438050,1.611563,0.002201,0.003308
1.438619,1.612146,0.002172,0.003281
1.438921,1.613178,0.002132,0.003315
1.439307,1.613198,0.002164,0.003349
1.439454,1.614110,0.002196,0.003384
1.439874,1.614057,0.002197,0.003419
1.441258,1.614738,0.002229,0.003392
1.441575,1.616443,0.002230,0.003396
1.442989,1.617172,0.002273,0.003461
1.442256,1.617473,0.002274,0.003465
1.443320,1.617685,0.002275,0.003437
1.443686,1.618888,0.002277,0.003503
1.443761,1.619581,0.002247,0.003508
1.443858,1.620314,0.002248,0.003511
1.444543,1.621205,0.002249,0.003484
1.444285,1.623632,0.002282,0.003518
1.444248,1.626102,0.002283,0.003554
1.444552,1.628219,0.002325,0.003526
1.445144,1.629461,0.002327,0.003562
1.446145,1.630990,0.002256,0.003534
1.446398,1.631914,0.002288,0.003507
1.446848,1.633337,0.002331,0.003574
1.447014,1.634290,0.002332,0.003546
1.447291,1.635768,0.002292,0.003519
1.447539,1.637681,0.002251,0.003522
1.447637,1.638537,0.002284,0.003590
1.447216,1.639951,0.002327,0.003594
1.447260,1.640601,0.002401,0.003598
1.448231,1.642215,0.002361,0.003602
1.448049,1.643805,0.002362,0.003638
1.448175,1.646325,0.002364,0.003705
1.448121,1.648330,0.002438,0.003741
1.447979,1.650696,0.002397,0.003777
1.447553,1.651888,0.002326,0.003749
1.448530,1.653589,0.002400,0.003817
1.448579,1.654429,0.002443,0.003917
1.449588,1.656529,0.002477,0.003986
1.448978,1.658102,0.002509,0.003990
1.449591,1.660728,0.002510,0.003994
1.449399,1.664054,0.002585,0.004094
1.449467,1.665702,0.002628,0.004163
1.449463,1.666844,0.002588,0.004201
1.449804,1.668283,0.002474,0.004172
1.449881,1.669795,0.002517,0.004241
1.450021,1.671187,0.002550,0.004277
1.450314,1.674182,0.002594,0.004347
1.450042,1.675425,0.002522,0.004384
1.449306,1.676434,0.002522,0.004356
1.449904,1.677431,0.002566,0.004458
1.450010,1.678960,0.002609,0.004528
1.450390,1.681033,0.002643,0.004566
1.451592,1.685071,0.002571,0.004615
1.452070,1.687254,0.002498,0.004750
1.451781,1.687662,0.002573,0.004884
1.451549,1.689752,0.002617,0.004967
1.451346,1.692482,0.002651,0.004973
1.451975,1.695073,0.002695,0.005121
1.452013,1.696047,0.002696,0.005332
1.452453,1.697001,0.002772,0.005546
1.453324,1.700654,0.002847,0.005759
1.454008,1.702799,0.002881,0.005908
1.453737,1.704338,0.002957,0.006057
1.453493,1.705404,0.003000,0.006336
1.454194,1.707860,0.003151,0.006485
1.454164,1.709159,0.003227,0.006634
1.455303,1.710685,0.003272,0.006751
1.454814,1.712587,0.003508,0.006824
1.456308,1.713245,0.003776,0.006974
1.456597,1.716615,0.004012,0.007091
1.456660,1.718575,0.004207,0.007164
1.456910,1.720164,0.004369,0.007348
1.456875,1.721884,0.004563,0.007357
1.457488,1.725604,0.004875,0.007431
1.458554,1.727505,0.005027,0.007541
1.458683,1.729155,0.005147,0.007616
1.458561,1.730736,0.005310,0.007658
1.458978,1.734068,0.005505,0.007733
1.459394,1.735710,0.005806,0.007775
1.460832,1.737039,0.005927,0.007850
1.461508,1.738780,0.006048,0.007926
1.461620,1.743126,0.006125,0.007968
1.462020,1.743886,0.006129,0.008043
1.461908,1.745013,0.006207,0.008153
1.462391,1.746447,0.006318,0.008296
1.462202,1.746788,0.006430,0.008552
1.463738,1.751083,0.006433,0.008697
1.464347,1.752255,0.006437,0.008909
1.465422,1.753516,0.006472,0.009133
1.464605,1.755879,0.006627,0.009256
1.465050,1.759323,0.006857,0.009448
1.465179,1.761704,0.007131,0.009674
1.466438,1.762832,0.007405,0.009900
1.467423,1.765206,0.007647,0.010160
1.468030,1.767877,0.007878,0.010420
1.467909,1.770984,0.008152,0.010612
1.468569,1.773062,0.008502,0.010975
1.469266,1.774632,0.008809,0.011270
1.469528,1.777018,0.009160,0.011636
1.469741,1.780838,0.009360,0.011898
1.470538,1.782751,0.009604,0.012220
1.470963,1.785200,0.010151,0.012416
