Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.000769,0.000637
0.999023,0.999132,0.000752,0.000584
0.999612,0.999324,0.000801,0.000590
0.998967,0.999361,0.000784,0.000594
0.998896,0.999364,0.000822,0.000638
1.000654,0.999386,0.000807,0.000675
1.001810,0.998940,0.000838,0.000707
1.001677,0.999017,0.000896,0.000671
1.002316,0.999222,0.001010,0.000671
1.002692,0.999170,0.001051,0.000703
1.004212,0.999247,0.001084,0.000704
1.004987,0.998849,0.001014,0.000640
1.005404,1.000108,0.001015,0.000704
1.006070,1.000446,0.001057,0.000737
1.007102,1.000372,0.001059,0.000705
1.008412,1.001126,0.001142,0.000738
1.008923,1.002326,0.001185,0.000770
1.009448,1.001898,0.001260,0.000803
1.009893,1.002527,0.001302,0.000868
1.010704,1.003059,0.001409,0.000836
1.011799,1.003060,0.001483,0.000837
1.012255,1.003632,0.001485,0.000837
1.013212,1.003684,0.001529,0.000870
1.013612,1.003972,0.001530,0.000902
1.015011,1.004182,0.001573,0.000871
1.014833,1.004339,0.001575,0.000871
1.015700,1.004520,0.001608,0.000936
1.016237,1.004754,0.001610,0.000904
1.017164,1.004835,0.001611,0.000904
1.017161,1.005130,0.001644,0.000937
1.017734,1.005936,0.001646,0.000905
1.018355,1.006064,0.001679,0.000938
1.019362,1.006750,0.001639,0.000939
1.019100,1.007021,0.001673,0.000875
1.019307,1.007534,0.001601,0.000940
1.018935,1.008091,0.001603,0.000941
1.020070,1.008279,0.001637,0.000941
1.020415,1.008530,0.001564,0.000909
1.020547,1.008569,0.001598,0.000910
1.021514,1.009001,0.001599,0.000943
1.021768,1.009128,0.001601,0.001009
1.023082,1.009097,0.001603,0.001042
1.023743,1.010041,0.001637,0.001042
1.024384,1.010229,0.001746,0.001075
1.024780,1.011000,0.001748,0.001076
1.025418,1.011848,0.001782,0.001109
1.026308,1.012644,0.001827,0.001077
1.026817,1.012985,0.001797,0.001078
1.027512,1.013474,0.001799,0.001144
1.028625,1.013866,0.001877,0.001145
1.029692,1.015223,0.001922,0.001211
1.030225,1.015315,0.001892,0.001244
1.030407,1.015605,0.001893,0.001310
1.031359,1.015767,0.001895,0.001311
1.032040,1.016030,0.002006,0.001344
1.032975,1.016229,0.002084,0.001345
1.033110,1.016427,0.002086,0.001346
1.033787,1.017187,0.002055,0.001379
