Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.001533,0.000938
0.999356,0.998917,0.001500,0.000905
0.999686,0.999103,0.001519,0.000878
0.999753,0.999541,0.001493,0.000857
0.999998,1.000067,0.001509,0.000920
1.000191,1.000620,0.001488,0.000936
1.000026,1.001048,0.001503,0.000950
1.000107,1.001473,0.001516,0.000962
1.000759,1.001853,0.001517,0.000995
1.001228,1.002511,0.001518,0.000964
1.001901,1.004103,0.001663,0.000933
1.001397,1.005583,0.001664,0.000966
1.002109,1.007458,0.001736,0.000999
1.002236,1.007982,0.001696,0.001000
1.002715,1.008741,0.001739,0.001001
1.003068,1.009159,0.001843,0.001035
1.003667,1.009836,0.001874,0.001036
1.004276,1.010562,0.001875,0.001069
1.004463,1.011072,0.001948,0.001135
1.004369,1.011855,0.001949,0.001137
1.004892,1.011933,0.002023,0.001171
1.004854,1.012730,0.002024,0.001173
1.005599,1.015283,0.002066,0.001174
1.006367,1.017487,0.002067,0.001208
1.006798,1.018189,0.002068,0.001209
1.007092,1.018679,0.001997,0.001243
1.007458,1.019298,0.002071,0.001211
1.007297,1.019978,0.002145,0.001245
1.007922,1.020532,0.002219,0.001312
1.008426,1.022102,0.002178,0.001314
1.008563,1.022989,0.002107,0.001282
1.009123,1.025101,0.002150,0.001283
1.009875,1.025578,0.002150,0.001251
1.010079,1.026106,0.002110,0.001253
1.010270,1.027304,0.002111,0.001222
1.010405,1.029004,0.002112,0.001223
1.010740,1.029954,0.002155,0.001258
1.011236,1.031118,0.002115,0.001226
1.011342,1.031361,0.002116,0.001161
1.011838,1.032171,0.002117,0.001229
1.011989,1.033504,0.002150,0.001342
1.012609,1.034793,0.002151,0.001376
1.012585,1.035707,0.002121,0.001445
1.013386,1.036563,0.002049,0.001414
1.013497,1.037456,0.002124,0.001449
1.013842,1.039322,0.002240,0.001562
1.014289,1.041253,0.002242,0.001664
1.014560,1.042081,0.002211,0.001733
1.015083,1.043348,0.002254,0.001768
1.014954,1.044361,0.002371,0.001837
1.015738,1.045215,0.002404,0.001873
1.015632,1.046248,0.002363,0.001875
1.016167,1.046756,0.002364,0.001977
1.016217,1.047578,0.002407,0.002125
1.016429,1.049734,0.002440,0.002128
1.017036,1.050355,0.002442,0.002017
1.017066,1.050622,0.002369,0.002132
1.017153,1.051006,0.002328,0.002214
1.017355,1.051954,0.002403,0.002330
1.017395,1.053541,0.002447,0.002412
1.017699,1.054816,0.002407,0.002415
1.017879,1.057038,0.002334,0.002463
1.018050,1.057561,0.002366,0.002614
1.018094,1.058761,0.002474,0.002731
1.018263,1.059473,0.002476,0.002814
1.018277,1.061862,0.002403,0.002863
1.018420,1.063804,0.002404,0.003048
1.018520,1.065115,0.002479,0.003166
1.019035,1.065745,0.002555,0.003204
1.019288,1.066444,0.002599,0.003321
1.019825,1.068568,0.002569,0.003473
1.019816,1.070798,0.002676,0.003545
1.019889,1.071476,0.002827,0.003584
1.019943,1.072355,0.002871,0.003588
1.019679,1.073214,0.002905,0.003661
1.020322,1.074967,0.002981,0.003699
1.020379,1.076830,0.003089,0.003772
1.020480,1.077319,0.003283,0.003776
1.020406,1.078372,0.003328,0.003780
1.020597,1.079345,0.003447,0.003819
1.020706,1.081344,0.003641,0.003858
1.021117,1.083248,0.003792,0.003828
1.021203,1.083858,0.003955,0.003832
1.021233,1.084612,0.004075,0.003836
1.021675,1.085762,0.004195,0.003841
1.021731,1.087916,0.004390,0.003845
1.021920,1.090554,0.004585,0.003849
1.022439,1.093136,0.004706,0.003924
1.022053,1.094029,0.004858,0.004069
1.023382,1.094617,0.004979,0.004109
1.023470,1.095936,0.005100,0.004184
1.023579,1.096735,0.005296,0.004224
1.024033,1.098031,0.005374,0.004299
1.024592,1.098087,0.005452,0.004375
1.024655,1.101237,0.005487,0.004379
1.024707,1.103208,0.005566,0.004419
1.025289,1.104730,0.005687,0.004530
1.025263,1.106758,0.005765,0.004677
1.025502,1.107649,0.005877,0.004860
1.025683,1.108489,0.005912,0.005008
1.025716,1.111267,0.005948,0.005227
1.025931,1.112212,0.006027,0.005447
1.026547,1.113530,0.006106,0.005644
1.026829,1.115206,0.006153,0.005758
1.028011,1.115902,0.006156,0.005991
1.027558,1.117337,0.006203,0.006224
1.027874,1.119149,0.006326,0.006457
1.029034,1.120731,0.006449,0.006607
1.029107,1.122179,0.006495,0.006806
1.029569,1.123898,0.006542,0.007075
1.029469,1.126005,0.006622,0.007345
1.029737,1.125608,0.006745,0.007509
1.029964,1.128049,0.006858,0.007637
1.030295,1.129254,0.006938,0.007765
1.030611,1.130498,0.007138,0.007893
1.030719,1.131624,0.007294,0.008022
1.031596,1.132689,0.007462,0.008152
1.032851,1.134358,0.007586,0.008234
1.033242,1.136801,0.007820,0.008328
1.033255,1.138590,0.008097,0.008337
1.033072,1.139689,0.008331,0.008456
1.032359,1.140841,0.008412,0.008575
1.032993,1.142967,0.008537,0.008779
1.032967,1.144848,0.008771,0.008935
1.033506,1.146658,0.009005,0.009091
1.035153,1.148763,0.009207,0.009321
1.035265,1.149545,0.009409,0.009551
1.035494,1.151117,0.009579,0.009818
1.035896,1.152360,0.009749,0.010086
1.035843,1.153179,0.009875,0.010353
1.035881,1.154714,0.010045,0.010622
1.036351,1.156427,0.010160,0.010892
1.036891,1.158636,0.010397,0.011125
1.037398,1.160710,0.010557,0.011395
1.039156,1.162225,0.010839,0.011739
1.039128,1.164559,0.011076,0.012060
1.039703,1.165580,0.011358,0.012419
1.040045,1.167114,0.011629,0.012817
1.040660,1.169079,0.011867,0.013216
1.040893,1.170678,0.012194,0.013613
1.041114,1.173328,0.012521,0.013938
1.041579,1.175770,0.012838,0.014263
1.043313,1.178026,0.013154,0.014589
1.043956,1.179557,0.013471,0.014803
1.044364,1.181154,0.013910,0.015205
1.044562,1.182231,0.014383,0.015696
1.044807,1.184483,0.014823,0.016112
1.044963,1.186342,0.015230,0.016604
1.045448,1.187074,0.015683,0.017135
1.045654,1.188738,0.016014,0.017629
1.046296,1.191108,0.016467,0.018150
1.046808,1.193443,0.017032,0.018786
1.048357,1.195253,0.017564,0.019234
1.049221,1.196442,0.018174,0.019797
1.049196,1.197973,0.018652,0.020412
1.049065,1.201030,0.019220,0.021104
1.049537,1.202826,0.019788,0.021758
1.049716,1.204245,0.020401,0.022565
1.050264,1.206348,0.021048,0.023371
1.050665,1.209182,0.021651,0.024143
1.050980,1.210005,0.022345,0.024956
1.052658,1.212598,0.023117,0.025769
1.053317,1.214145,0.023890,0.026661
1.053562,1.216030,0.024698,0.027759
1.054082,1.217899,0.025585,0.028820
1.054253,1.220391,0.026394,0.029922
1.054384,1.222139,0.027328,0.031028
1.054314,1.223491,0.028421,0.032250
1.054896,1.225040,0.029514,0.033642
1.055800,1.227375,0.030777,0.035062
1.057279,1.228682,0.031996,0.036408
1.057996,1.230210,0.033295,0.038155
1.058715,1.233038,0.034709,0.039883
1.058810,1.234930,0.036293,0.041805
1.059405,1.237001,0.038048,0.043901
1.059731,1.240812,0.039681,0.045792
1.061073,1.241677,0.040413,0.046792
1.060595,1.243970,0.041205,0.047810
1.061256,1.246390,0.042029,0.048691
1.062692,1.247630,0.042893,0.049780
1.062884,1.249836,0.043929,0.050852
1.062716,1.252583,0.044856,0.051900
1.064218,1.255182,0.045716,0.053204
