Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.000480,0.000997
0.999578,0.998939,0.000496,0.001065
0.999715,0.999225,0.000446,0.001022
1.000027,0.999588,0.000462,0.001075
1.000269,1.000217,0.000616,0.001119
0.999502,1.000462,0.000617,0.001120
1.000237,1.000775,0.000661,0.001120
1.000570,1.001026,0.000617,0.001089
1.001143,1.001403,0.000618,0.001154
1.001392,1.001635,0.000659,0.001219
1.002093,1.003087,0.000660,0.001220
1.002378,1.004709,0.000774,0.001189
1.003531,1.005072,0.000774,0.001157
1.004044,1.005355,0.000742,0.001254
1.004407,1.005600,0.000660,0.001223
1.005163,1.006009,0.000661,0.001224
1.005974,1.006289,0.000704,0.001193
1.006713,1.006502,0.000704,0.001194
1.007364,1.006926,0.000631,0.001228
1.007066,1.009599,0.000518,0.001229
1.007572,1.009914,0.000592,0.001262
1.008057,1.010552,0.000593,0.001231
1.008452,1.011507,0.000677,0.001264
1.008772,1.011574,0.000719,0.001265
1.008357,1.012249,0.000761,0.001267
1.009795,1.012697,0.000762,0.001235
1.010128,1.013729,0.000764,0.001171
1.010633,1.016159,0.000921,0.001237
1.011144,1.017244,0.001068,0.001205
1.011145,1.017182,0.001152,0.001272
1.011332,1.017889,0.001153,0.001273
1.012018,1.018013,0.001154,0.001274
1.012155,1.018583,0.001239,0.001241
1.012950,1.021500,0.001354,0.001210
1.013571,1.022207,0.001397,0.001211
1.013659,1.022988,0.001367,0.001213
1.014230,1.023471,0.001368,0.001312
1.014306,1.023918,0.001369,0.001346
1.014536,1.024131,0.001370,0.001282
1.015240,1.026394,0.001371,0.001217
1.015497,1.027531,0.001372,0.001284
1.015301,1.027938,0.001373,0.001350
1.016439,1.028508,0.001301,0.001285
1.016690,1.029059,0.001270,0.001253
1.016473,1.030260,0.001271,0.001255
1.017620,1.032620,0.001272,0.001256
1.017798,1.032756,0.001274,0.001257
1.018699,1.033374,0.001275,0.001323
1.019108,1.034140,0.001276,0.001191
1.019306,1.034568,0.001309,0.001126
1.019633,1.034747,0.001342,0.001127
1.020049,1.037734,0.001343,0.000996
1.020284,1.038236,0.001344,0.000964
1.020942,1.038874,0.001345,0.000964
1.021178,1.039658,0.001379,0.000965
1.021251,1.040262,0.001412,0.000933
1.021372,1.040780,0.001488,0.000900
1.021684,1.041829,0.001489,0.000833
1.021899,1.042403,0.001490,0.000767
1.022332,1.043625,0.001567,0.000701
1.022825,1.045147,0.001644,0.000702
1.024028,1.046549,0.001677,0.000670
1.024146,1.047619,0.001678,0.000603
1.024285,1.048768,0.001712,0.000637
1.024669,1.049414,0.001757,0.000637
1.025299,1.050906,0.001878,0.000672
1.025882,1.051719,0.001911,0.000672
1.026473,1.052555,0.001912,0.000606
1.027410,1.053231,0.001989,0.000606
1.027586,1.053972,0.002067,0.000641
1.028004,1.054850,0.002145,0.000721
1.028197,1.055725,0.002071,0.000654
1.028799,1.056693,0.002072,0.000721
1.029702,1.058658,0.002105,0.000823
1.029736,1.059212,0.002184,0.000892
1.030411,1.059996,0.002219,0.001007
1.030546,1.060823,0.002188,0.001110
1.030756,1.061804,0.002221,0.001178
1.031903,1.062546,0.002300,0.001212
1.032385,1.064327,0.002379,0.001281
1.032517,1.065096,0.002305,0.001283
1.033287,1.065402,0.002273,0.001352
1.033851,1.066500,0.002352,0.001604
1.034195,1.068199,0.002387,0.001753
1.035404,1.069086,0.002433,0.001868
1.036370,1.070145,0.002403,0.001871
1.036709,1.070709,0.002404,0.002088
1.037241,1.071217,0.002482,0.002226
1.037531,1.072647,0.002561,0.002296
1.037855,1.073237,0.002597,0.002344
1.038430,1.074474,0.002644,0.002381
1.039166,1.075183,0.002800,0.002463
1.039071,1.076633,0.002924,0.002579
1.040419,1.077568,0.002971,0.002764
1.040924,1.078429,0.003007,0.002881
1.040829,1.078982,0.003165,0.002999
1.041679,1.080038,0.003444,0.003185
1.042355,1.081734,0.003558,0.003153
1.043249,1.082220,0.003683,0.003190
1.044228,1.083019,0.003842,0.003228
1.045162,1.084760,0.004045,0.003370
1.045476,1.085734,0.004326,0.003407
1.046240,1.086967,0.004563,0.003490
1.046447,1.087997,0.004767,0.003573
1.047338,1.089057,0.004894,0.003611
1.048184,1.089689,0.005054,0.003614
1.049123,1.090841,0.005214,0.003616
1.049923,1.092166,0.005374,0.003654
1.050784,1.093651,0.005535,0.003692
1.051134,1.094600,0.005662,0.003730
1.052013,1.095221,0.005745,0.003698
1.052641,1.097015,0.005783,0.003701
1.053632,1.098094,0.005911,0.003774
1.054334,1.098898,0.005994,0.003848
1.055119,1.099853,0.005999,0.003886
1.055492,1.100665,0.006037,0.003784
1.056862,1.101957,0.006076,0.003858
1.057908,1.102858,0.006081,0.003967
1.058828,1.104926,0.006132,0.004076
1.059575,1.105528,0.006137,0.004114
1.060283,1.106557,0.006142,0.004153
1.061529,1.108035,0.006227,0.004226
1.062232,1.109606,0.006357,0.004371
1.063131,1.111278,0.006442,0.004445
1.064095,1.112293,0.006447,0.004413
1.064843,1.113627,0.006532,0.004487
1.066042,1.114570,0.006662,0.004633
1.067493,1.116550,0.006827,0.004743
1.068044,1.117699,0.006958,0.004890
1.068216,1.117996,0.007009,0.005000
1.069346,1.118468,0.007094,0.005217
1.070600,1.119681,0.007260,0.005400
1.071059,1.121601,0.007426,0.005547
1.072140,1.123637,0.007466,0.005742
1.073126,1.124884,0.007758,0.006008
1.074410,1.125510,0.008097,0.006274
1.074607,1.126366,0.008276,0.006422
1.075427,1.127410,0.008364,0.006535
1.076951,1.129707,0.008578,0.006730
1.077648,1.131200,0.008871,0.007033
1.078641,1.132198,0.009085,0.007300
1.079534,1.133503,0.009253,0.007498
1.080748,1.135506,0.009388,0.007695
1.081807,1.136700,0.009557,0.007785
1.082741,1.138345,0.009852,0.007982
1.084448,1.139480,0.010113,0.008144
1.084981,1.140329,0.010329,0.008343
1.085055,1.140922,0.010511,0.008470
1.086567,1.141766,0.010807,0.008585
1.087388,1.143231,0.011026,0.008846
1.088430,1.145012,0.011233,0.009107
1.089316,1.146569,0.011439,0.009451
1.090438,1.148329,0.011774,0.009760
1.091651,1.149911,0.012121,0.010058
1.092208,1.150831,0.012423,0.010284
1.093065,1.152362,0.012771,0.010510
1.094439,1.153407,0.013155,0.010773
1.095267,1.154592,0.013538,0.011036
1.096453,1.155249,0.013969,0.011335
1.097096,1.157209,0.014353,0.011634
1.098673,1.157936,0.014774,0.011947
1.100485,1.160979,0.015242,0.012261
1.101427,1.162047,0.015874,0.012757
1.102220,1.162710,0.016437,0.013217
1.103353,1.164993,0.016908,0.013497
1.103733,1.165439,0.017392,0.013813
1.104666,1.166623,0.017993,0.014166
1.105382,1.168194,0.018513,0.014556
1.107083,1.168622,0.018987,0.015107
1.107320,1.169857,0.019461,0.015694
1.108116,1.171654,0.020019,0.016246
1.109050,1.173628,0.020589,0.016762
1.109598,1.175142,0.021244,0.017279
1.110453,1.176984,0.021972,0.018017
1.112038,1.178013,0.022747,0.018645
1.112422,1.178725,0.023114,0.018984
1.112688,1.179867,0.023441,0.019290
1.114333,1.181643,0.023660,0.019508
1.115429,1.183076,0.023965,0.019764
1.116233,1.185181,0.024277,0.020125
1.117651,1.186824,0.024577,0.020504
1.117912,1.188009,0.024883,0.020906
