Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.635721,1.377291,0.001533,0.000938
1.634668,1.375799,0.001500,0.000905
1.635207,1.376055,0.001519,0.000878
1.635317,1.376659,0.001493,0.000857
1.635718,1.377383,0.001509,0.000920
1.636033,1.378144,0.001488,0.000936
1.635764,1.378734,0.001503,0.000950
1.635896,1.379320,0.001516,0.000962
1.636963,1.379843,0.001517,0.000995
1.637729,1.380749,0.001518,0.000964
1.638830,1.382942,0.001663,0.000933
1.638006,1.384981,0.001664,0.000966
1.639171,1.387563,0.001736,0.000999
1.639379,1.388284,0.001696,0.001000
1.640161,1.389330,0.001739,0.001001
1.640740,1.389906,0.001843,0.001035
1.641719,1.390838,0.001874,0.001036
1.642716,1.391839,0.001875,0.001069
1.643021,1.392541,0.001948,0.001135
1.642868,1.393619,0.001949,0.001137
1.643723,1.393726,0.002023,0.001171
1.643661,1.394824,0.002024,0.001173
1.644879,1.398340,0.002066,0.001174
1.646136,1.401376,0.002067,0.001208
1.646841,1.402343,0.002068,0.001209
1.647321,1.403018,0.001997,0.001243
1.647921,1.403870,0.002071,0.001211
1.647657,1.404806,0.002145,0.001245
1.648679,1.405569,0.002219,0.001312
1.649503,1.407732,0.002178,0.001314
1.649727,1.408954,0.002107,0.001282
1.650643,1.411862,0.002150,0.001283
1.651874,1.412519,0.002150,0.001251
1.652207,1.413246,0.002110,0.001253
1.652520,1.414897,0.002111,0.001222
1.652741,1.417238,0.002112,0.001223
1.653289,1.418547,0.002155,0.001258
1.654100,1.420150,0.002115,0.001226
1.654273,1.420484,0.002116,0.001161
1.655084,1.421599,0.002117,0.001229
1.655332,1.423435,0.002150,0.001342
1.656345,1.425211,0.002151,0.001376
1.656306,1.426471,0.002121,0.001445
1.657617,1.427648,0.002049,0.001414
1.657798,1.428879,0.002124,0.001449
1.658363,1.431449,0.002240,0.001562
1.659094,1.434108,0.002242,0.001664
1.659537,1.435249,0.002211,0.001733
1.660393,1.436993,0.002254,0.001768
1.660181,1.438389,0.002371,0.001837
1.661463,1.439565,0.002404,0.001873
1.661290,1.440988,0.002363,0.001875
1.662165,1.441688,0.002364,0.001977
1.662248,1.442819,0.002407,0.002125
1.662595,1.445790,0.002440,0.002128
1.663587,1.446644,0.002442,0.002017
1.663636,1.447012,0.002369,0.002132
1.663778,1.447542,0.002328,0.002214
1.664108,1.448847,0.002403,0.002330
1.664175,1.451033,0.002447,0.002412
1.664671,1.452788,0.002407,0.002415
1.664967,1.455849,0.002334,0.002463
1.665246,1.456569,0.002366,0.002614
1.665317,1.458223,0.002474,0.002731
1.665594,1.459202,0.002476,0.002814
1.665617,1.462493,0.002403,0.002863
1.665851,1.465167,0.002404,0.003048
1.666014,1.466974,0.002479,0.003166
1.666857,1.467842,0.002555,0.003204
1.667270,1.468803,0.002599,0.003321
1.668149,1.471729,0.002569,0.003473
1.668134,1.474800,0.002676,0.003545
1.668254,1.475734,0.002827,0.003584
1.668342,1.476945,0.002871,0.003588
1.667911,1.478128,0.002905,0.003661
1.668962,1.480542,0.002981,0.003699
1.669055,1.483108,0.003089,0.003772
1.669220,1.483781,0.003283,0.003776
1.669100,1.485233,0.003328,0.003780
1.669412,1.486573,0.003447,0.003819
1.669590,1.489325,0.003641,0.003858
1.670263,1.491948,0.003792,0.003828
1.670402,1.492788,0.003955,0.003832
1.670452,1.493827,0.004075,0.003836
1.671176,1.495410,0.004195,0.003841
1.671266,1.498377,0.004390,0.003845
1.671576,1.502010,0.004585,0.003849
1.672425,1.505567,0.004706,0.003924
1.671793,1.506796,0.004858,0.004069
1.673967,1.507607,0.004979,0.004109
1.674111,1.509422,0.005100,0.004184
1.674289,1.510524,0.005296,0.004224
1.675031,1.512308,0.005374,0.004299
1.675946,1.512385,0.005452,0.004375
1.676050,1.516724,0.005487,0.004379
1.676134,1.519439,0.005566,0.004419
1.677086,1.521535,0.005687,0.004530
1.677044,1.524327,0.005765,0.004677
1.677435,1.525555,0.005877,0.004860
1.677732,1.526712,0.005912,0.005008
1.677784,1.530539,0.005948,0.005227
1.678137,1.531839,0.006027,0.005447
1.679144,1.533655,0.006106,0.005644
1.679605,1.535963,0.006153,0.005758
1.681538,1.536921,0.006156,0.005991
1.680799,1.538898,0.006203,0.006224
1.681315,1.541394,0.006326,0.006457
1.683212,1.543573,0.006449,0.006607
1.683332,1.545567,0.006495,0.006806
1.684088,1.547935,0.006542,0.007075
1.683924,1.550837,0.006622,0.007345
1.684362,1.550289,0.006745,0.007509
1.684734,1.553652,0.006858,0.007637
1.685274,1.555311,0.006938,0.007765
1.685792,1.557024,0.007138,0.007893
1.685969,1.558576,0.007294,0.008022
1.687404,1.560042,0.007462,0.008152
1.689456,1.562342,0.007586,0.008234
1.690095,1.565706,0.007820,0.008328
1.690116,1.568170,0.008097,0.008337
1.689818,1.569684,0.008331,0.008456
1.688652,1.571270,0.008412,0.008575
1.689689,1.574198,0.008537,0.008779
1.689646,1.576789,0.008771,0.008935
1.690527,1.579282,0.009005,0.009091
1.693222,1.582181,0.009207,0.009321
1.693405,1.583258,0.009409,0.009551
1.693780,1.585423,0.009579,0.009818
1.694436,1.587135,0.009749,0.010086
1.694350,1.588263,0.009875,0.010353
1.694411,1.590377,0.010045,0.010622
1.695181,1.592736,0.010160,0.010892
1.696063,1.595778,0.010397,0.011125
1.696893,1.598636,0.010557,0.011395
1.699769,1.600722,0.010839,0.011739
1.699723,1.603937,0.011076,0.012060
1.700664,1.605343,0.011358,0.012419
1.701224,1.607456,0.011629,0.012817
1.702229,1.610162,0.011867,0.013216
1.702610,1.612365,0.012194,0.013613
1.702971,1.616015,0.012521,0.013938
1.703732,1.619377,0.012838,0.014263
1.706568,1.622485,0.013154,0.014589
1.707621,1.624593,0.013471,0.014803
1.708288,1.626792,0.013910,0.015205
1.708612,1.628276,0.014383,0.015696
1.709012,1.631378,0.014823,0.016112
1.709268,1.633938,0.015230,0.016604
1.710062,1.634946,0.015683,0.017135
1.710398,1.637238,0.016014,0.017629
1.711448,1.640502,0.016467,0.018150
1.712286,1.643718,0.017032,0.018786
1.714820,1.646211,0.017564,0.019234
1.716233,1.647848,0.018174,0.019797
1.716191,1.649958,0.018652,0.020412
1.715977,1.654168,0.019220,0.021104
1.716749,1.656642,0.019788,0.021758
1.717042,1.658596,0.020401,0.022565
1.717938,1.661492,0.021048,0.023371
1.718595,1.665395,0.021651,0.024143
1.719109,1.666529,0.022345,0.024956
1.721855,1.670100,0.023117,0.025769
1.722932,1.672232,0.023890,0.026661
1.723334,1.674827,0.024698,0.027759
1.724183,1.677401,0.025585,0.028820
1.724463,1.680833,0.026394,0.029922
1.724678,1.683241,0.027328,0.031028
1.724563,1.685103,0.028421,0.032250
1.725515,1.687236,0.029514,0.033642
1.726994,1.690453,0.030777,0.035062
1.729413,1.692253,0.031996,0.036408
1.730586,1.694358,0.033295,0.038155
1.731763,1.698253,0.034709,0.039883
1.731918,1.700858,0.036293,0.041805
1.732891,1.703710,0.038048,0.043901
1.733424,1.708960,0.039681,0.045792
1.735619,1.710151,0.040413,0.046792
1.734837,1.713309,0.041205,0.047810
1.735919,1.716642,0.042029,0.048691
1.738267,1.718349,0.042893,0.049780
1.738582,1.721388,0.043929,0.050852
1.738307,1.725171,0.044856,0.051900
1.740764,1.728750,0.045716,0.053204
