Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.635721,1.377291,0.000480,0.000997
1.635030,1.375829,0.000496,0.001065
1.635254,1.376224,0.000446,0.001022
1.635765,1.376724,0.000462,0.001075
1.636161,1.377589,0.000616,0.001119
1.634905,1.377927,0.000617,0.001120
1.636109,1.378358,0.000661,0.001120
1.636653,1.378705,0.000617,0.001089
1.637591,1.379223,0.000618,0.001154
1.637997,1.379543,0.000659,0.001219
1.639144,1.381543,0.000660,0.001220
1.639611,1.383777,0.000774,0.001189
1.641496,1.384276,0.000774,0.001157
1.642336,1.384666,0.000742,0.001254
1.642930,1.385004,0.000660,0.001223
1.644165,1.385567,0.000661,0.001224
1.645493,1.385952,0.000704,0.001193
1.646702,1.386246,0.000704,0.001194
1.647767,1.386830,0.000631,0.001228
1.647279,1.390512,0.000518,0.001229
1.648106,1.390946,0.000592,0.001262
1.648899,1.391824,0.000593,0.001231
1.649546,1.393140,0.000677,0.001264
1.650069,1.393232,0.000719,0.001265
1.649391,1.394162,0.000761,0.001267
1.651742,1.394778,0.000762,0.001235
1.652287,1.396200,0.000764,0.001171
1.653113,1.399546,0.000921,0.001237
1.653949,1.401042,0.001068,0.001205
1.653952,1.400956,0.001152,0.001272
1.654257,1.401929,0.001153,0.001273
1.655378,1.402100,0.001154,0.001274
1.655603,1.402885,0.001239,0.001241
1.656903,1.406902,0.001354,0.001210
1.657919,1.407876,0.001397,0.001211
1.658063,1.408953,0.001367,0.001213
1.658997,1.409617,0.001368,0.001312
1.659121,1.410232,0.001369,0.001346
1.659497,1.410527,0.001370,0.001282
1.660650,1.413643,0.001371,0.001217
1.661070,1.415209,0.001372,0.001284
1.660749,1.415770,0.001373,0.001350
1.662610,1.416555,0.001301,0.001285
1.663021,1.417314,0.001270,0.001253
1.662666,1.418967,0.001271,0.001255
1.664543,1.422219,0.001272,0.001256
1.664833,1.422406,0.001274,0.001257
1.666308,1.423257,0.001275,0.001323
1.666977,1.424312,0.001276,0.001191
1.667300,1.424902,0.001309,0.001126
1.667834,1.425148,0.001342,0.001127
1.668515,1.429262,0.001343,0.000996
1.668900,1.429953,0.001344,0.000964
1.669976,1.430832,0.001345,0.000964
1.670362,1.431912,0.001379,0.000965
1.670481,1.432743,0.001412,0.000933
1.670679,1.433456,0.001488,0.000900
1.671190,1.434901,0.001489,0.000833
1.671541,1.435692,0.001490,0.000767
1.672251,1.437376,0.001567,0.000701
1.673056,1.439472,0.001644,0.000702
1.675025,1.441402,0.001677,0.000670
1.675217,1.442876,0.001678,0.000603
1.675445,1.444458,0.001712,0.000637
1.676072,1.445349,0.001757,0.000637
1.677104,1.447403,0.001878,0.000672
1.678056,1.448523,0.001911,0.000672
1.679024,1.449674,0.001912,0.000606
1.680556,1.450606,0.001989,0.000606
1.680844,1.451626,0.002067,0.000641
1.681528,1.452836,0.002145,0.000721
1.681844,1.454041,0.002071,0.000654
1.682828,1.455374,0.002072,0.000721
1.684304,1.458081,0.002105,0.000823
1.684360,1.458843,0.002184,0.000892
1.685465,1.459923,0.002219,0.001007
1.685685,1.461062,0.002188,0.001110
