Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.187975,1.395339,0.004376,0.004742
1.188913,1.396017,0.004531,0.004768
1.190305,1.396644,0.004488,0.004790
1.192279,1.396772,0.004608,0.004808
1.197482,1.397194,0.004663,0.004825
1.199900,1.399606,0.004623,0.004839
1.201677,1.402502,0.004766,0.004852
1.204734,1.402824,0.004802,0.004911
1.205310,1.402628,0.004854,0.004955
1.210126,1.405162,0.005034,0.004963
1.212908,1.408083,0.005088,0.005007
1.217608,1.412117,0.005231,0.005015
1.220629,1.413638,0.005451,0.005023
1.222857,1.415060,0.005559,0.005032
1.225980,1.419833,0.005743,0.005209
1.229572,1.424201,0.005965,0.005266
1.233195,1.427395,0.006115,0.005323
1.238137,1.430723,0.006378,0.005465
1.239400,1.432560,0.006529,0.005522
1.246116,1.439030,0.006797,0.005579
1.249950,1.443108,0.007062,0.005722
1.254756,1.447719,0.007244,0.005731
1.260087,1.450800,0.007515,0.005827
1.262265,1.452802,0.007865,0.005921
1.270554,1.460112,0.008048,0.006102
1.275755,1.461525,0.008402,0.006246
1.279400,1.468008,0.008588,0.006391
1.284571,1.471272,0.008816,0.006535
1.288140,1.472820,0.009083,0.006680
1.297426,1.479864,0.009272,0.006692
1.301825,1.483806,0.009584,0.006826
1.305469,1.486310,0.009858,0.006961
1.311746,1.490511,0.010271,0.007010
1.313716,1.491210,0.010602,0.007195
1.324691,1.500285,0.010939,0.007418
1.329661,1.503643,0.011313,0.007555
1.330700,1.504004,0.011652,0.007828
1.343838,1.507904,0.011991,0.008016
1.346484,1.511506,0.012335,0.008292
1.356172,1.519651,0.012719,0.008444
1.363416,1.522107,0.013024,0.008633
1.366908,1.524739,0.013453,0.008861
1.372905,1.527168,0.013973,0.009088
1.375009,1.528343,0.014495,0.009317
1.380434,1.535401,0.015103,0.009635
1.388002,1.538973,0.015734,0.009967
1.393815,1.541579,0.016410,0.010300
1.400386,1.543198,0.017036,0.010671
1.405204,1.545840,0.017980,0.011045
1.412362,1.549990,0.019018,0.011471
1.417554,1.555422,0.020234,0.011937
1.426793,1.557070,0.021911,0.012635
1.433896,1.560993,0.024004,0.013285
1.439143,1.564115,0.024636,0.013477
1.448541,1.567726,0.025361,0.013742
1.455055,1.570042,0.026203,0.014049
1.462607,1.573418,0.027136,0.014359
1.468064,1.576241,0.027994,0.014729
1.473392,1.578535,0.029036,0.015179
1.486896,1.582638,0.030250,0.015572
