Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.004883,0.001674
1.000064,0.999748,0.004893,0.001595
1.000084,0.999879,0.004819,0.001676
1.000256,1.000256,0.004890,0.001809
1.000534,1.002061,0.004949,0.001798
1.000732,1.002556,0.005000,0.001902
1.001117,1.002741,0.005044,0.001887
1.001510,1.004273,0.004985,0.001874
1.002131,1.004691,0.005044,0.001924
1.002767,1.005429,0.005143,0.001829
1.003322,1.005796,0.005298,0.001831
1.003474,1.006260,0.005398,0.001978
1.003950,1.007677,0.005442,0.002077
1.004106,1.009969,0.005404,0.002224
1.004246,1.010339,0.005407,0.002276
1.004316,1.011317,0.005451,0.002376
1.004452,1.011796,0.005496,0.002524
1.004678,1.012391,0.005652,0.002575
1.004758,1.013554,0.005655,0.002579
1.004419,1.014558,0.005714,0.002679
1.004670,1.014638,0.005619,0.002682
1.005181,1.015658,0.005623,0.002684
1.005337,1.016503,0.005681,0.002833
1.005695,1.016926,0.005629,0.002885
1.006038,1.018256,0.005590,0.003083
1.006391,1.019134,0.005495,0.003184
1.007110,1.020197,0.005499,0.003187
1.007249,1.021029,0.005502,0.003241
1.007383,1.021933,0.005547,0.003294
1.007555,1.023034,0.005550,0.003297
1.007616,1.024204,0.005511,0.003351
1.007695,1.024769,0.005514,0.003504
1.007624,1.025632,0.005518,0.003557
1.007741,1.026617,0.005521,0.003660
1.007766,1.027884,0.005469,0.003714
1.007762,1.028913,0.005527,0.003817
1.007711,1.029345,0.005531,0.003969
1.007685,1.030264,0.005576,0.003973
1.007854,1.030408,0.005579,0.004027
1.008165,1.031399,0.005624,0.004081
1.008391,1.032255,0.005726,0.004185
1.008667,1.033643,0.005785,0.004289
1.008964,1.034181,0.005789,0.004344
1.009428,1.035148,0.005848,0.004348
1.009382,1.036222,0.005908,0.004503
1.009347,1.036925,0.005855,0.004610
1.009233,1.037891,0.005815,0.004515
1.009722,1.038779,0.005762,0.004570
1.009736,1.040120,0.005865,0.004525
1.009616,1.041609,0.005868,0.004580
1.009553,1.042556,0.005970,0.004686
1.009710,1.043356,0.005974,0.004742
1.009351,1.044043,0.005977,0.004797
1.009597,1.045029,0.006037,0.004852
1.009745,1.045997,0.005997,0.004959
1.009531,1.046890,0.005901,0.005015
1.009655,1.047554,0.005905,0.005072
1.009854,1.048071,0.006008,0.005128
1.009849,1.049112,0.006055,0.005337
1.009775,1.050105,0.005958,0.005395
1.009782,1.051077,0.006061,0.005453
1.009572,1.052248,0.006164,0.005560
1.009805,1.053040,0.006224,0.005617
1.009669,1.054384,0.006085,0.005622
1.009697,1.055667,0.005988,0.005576
1.009451,1.056623,0.005935,0.005532
1.009484,1.057347,0.006038,0.005589
1.009002,1.058162,0.006142,0.005646
1.009089,1.059575,0.006045,0.005755
1.009391,1.060241,0.005991,0.005761
1.009178,1.061667,0.006037,0.005767
1.009180,1.062494,0.006040,0.005773
1.009115,1.063618,0.006044,0.005884
1.009188,1.064875,0.005905,0.005787
1.009147,1.065147,0.005908,0.005742
1.009167,1.065720,0.005968,0.005698
1.009420,1.066671,0.006015,0.005757
