x1 x2 ygt1 ygt2 ypr1 ypr2 ygoh1 ygoh2
1.0 1.0 0.14525340497493744 0.871520459651947 2.8920194555512078 2.8920194555512078 0.0 0.0
1.0029126213592234 1.0014563106796117 0.1455131322145462 0.14572562277317047 3.012379684688042 3.0488779958449927 0.015744498166855605 0.017551568378062606
1.006472491909385 1.0032362459546926 0.14574922621250153 0.1462450623512268 3.137650966544672 3.225850371439088 0.03998240114670866 0.04254527783218501
1.0100323624595469 1.0048543689320388 0.8760536909103394 0.8804453015327454 3.2711778492603405 3.395271448599979 0.07392028196692244 0.07182326809944047
1.013592233009709 1.0066343042071197 0.14626868069171906 0.14726032316684723 3.4066374318323738 3.5764675877893066 0.11740134933109463 0.11001796122022599
1.016990291262136 1.0084142394822007 0.14650478959083557 0.14777976274490356 3.5346182155904415 3.7604090252286184 0.1675182305295947 0.15626674020256257
1.0202265372168284 1.0100323624595469 0.14671726524829865 0.14818115532398224 3.655026701984872 3.909079115521348 0.2230601303682447 0.2011754875700987
1.0233009708737864 1.0114886731391586 0.14695338904857635 0.14867697656154633 3.781980182698852 4.085803303490591 0.2872338675955669 0.2574651940796641
1.0268608414239482 1.0132686084142397 0.14721310138702393 0.8951784372329712 3.9282319878499727 4.279379061763809 0.371452361227246 0.32972033462617667
1.0304207119741102 1.0150485436893204 0.1474728137254715 0.1497158408164978 4.078584342680571 4.477344988595179 0.4681489517351643 0.4129541824318844
1.033980582524272 1.0168284789644013 0.14773254096508026 0.15023528039455414 4.233645073329171 4.6802077047572 0.5779718143232703 0.5079285559907979
1.0375404530744337 1.0186084142394822 0.8879535794258118 0.9045283198356628 4.394094910836396 4.888509548483617 0.701590849706475 0.6154031592777387
1.0407766990291263 1.0202265372168284 0.14818115532398224 0.1511797159910202 4.5294837254145035 5.067058510337952 0.8184346362328454 0.7176777046797915
1.0438511326860842 1.0216828478964401 0.14844085276126862 0.1516755223274231 4.690160333467364 5.271048419313181 0.9546076521509065 0.8365282099254855
1.047411003236246 1.023462783171521 0.14870058000087738 0.913169801235199 4.869767357704538 5.497524594715823 1.1200250402548204 0.9824249934781775
1.0511326860841426 1.025242718446602 0.1489366888999939 0.15273801982402802 5.054153588364642 5.740601024222713 1.302715934456801 1.1484579345757537
1.0548543689320389 1.0270226537216829 1.641160488128662 0.15325745940208435 5.257620949252559 5.983929535095039 1.5089138204117412 1.326499200113413
1.0584142394822007 1.0288025889967638 2.3916757106781006 0.15380050241947174 5.477385510308103 6.246149755254342 1.7340191011945196 1.5273867182881224
1.0618122977346278 1.0304207119741102 3.8913841247558594 0.15422549843788147 5.667229010316537 6.46620461621309 1.9441805338241478 1.708445031059885
1.064886731391586 1.0318770226537217 3.1484951972961426 0.9283279776573181 5.886355128997818 6.718892565873374 2.176061335337068 1.9150557231788579
1.0686084142394823 1.0336569579288026 5.331676006317139 0.9315862655639648 6.146219619045135 7.0141473816780975 2.461831371323581 2.170027300353763
1.0724919093851133 1.0355987055016183 3.1594033241271973 2.4932966232299805 6.434539213738654 7.341069306647892 2.781985821825151 2.464540793464742
1.0762135922330098 1.0373786407766992 4.671932220458984 1.7198550701141357 6.740398015440522 7.656617849778893 3.119233271168947 2.7574215635839088
1.0799352750809064 1.0391585760517799 4.679983615875244 4.0792317390441895 7.074448304457293 8.000808145503406 3.4844628350613607 3.0828508993437307
1.0833333333333335 1.0407766990291263 2.4188754558563232 3.3041844367980957 7.394487369742474 8.306979536386066 3.8325774055601034 3.3818438055363216
1.0864077669902914 1.0422330097087378 4.69462251663208 5.6040849685668945 7.748219719204253 8.659289091011734 4.2025244021208845 3.7206174244035854
1.0902912621359224 1.0441747572815534 6.143815517425537 4.9105424880981445 8.199017620734933 9.072112158711372 4.670516062594609 4.134805415467435
1.0940129449838187 1.0459546925566343 6.15433406829834 2.5435402393341064 8.68812372948641 9.517090478675618 5.16192373666855 4.579593456418476
1.09789644012945 1.0477346278317154 6.164852619171143 5.662757873535156 9.252438151516708 9.977230183869715 5.710062991489691 5.045058977586005
1.1016181229773463 1.0496763754045308 6.93776273727417 4.962510108947754 9.86977446464335 10.49792409982729 6.2857017037398855 5.576167200814303
