x1 x2 ygt1 ygt2 ypr1 ypr2 ygoh1 ygoh2
1.0 1.0 0.14525340497493744 0.871520459651947 0.02614931408027033 0.02614931408027033 0.0 0.0
1.0029126213592234 1.0014563106796117 0.1455131322145462 0.14572562277317047 0.020038010222091864 0.01638469541294939 0.015744498166855605 0.017551568378062606
1.006472491909385 1.0032362459546926 0.14574922621250153 0.1462450623512268 0.014629033783472722 0.0078674256599563 0.03998240114670866 0.04254527783218501
1.0100323624595469 1.0048543689320388 0.8760536909103394 0.8804453015327454 0.00943939558265678 0.002434439662610263 0.07392028196692244 0.07182326809944047
1.013592233009709 1.0066343042071197 0.14626868069171906 0.14726032316684723 0.005231815998383167 0.00012168957603291313 0.11740134933109463 0.11001796122022599
1.016990291262136 1.0084142394822007 0.14650478959083557 0.14777976274490356 0.0025284664165381057 0.0019467140867814238 0.1675182305295947 0.15626674020256257
1.0202265372168284 1.0100323624595469 0.14671726524829865 0.14818115532398224 0.0013386321495752378 0.006750378162311891 0.2230601303682447 0.2011754875700987
1.0233009708737864 1.0114886731391586 0.14695338904857635 0.14867697656154633 0.0017054603793097503 0.017113985450854265 0.2872338675955669 0.2574651940796641
1.0268608414239482 1.0132686084142397 0.14721310138702393 0.8951784372329712 0.004607674049272926 0.034356912351092644 0.371452361227246 0.32972033462617667
1.0304207119741102 1.0150485436893204 0.1474728137254715 0.1497158408164978 0.01072670371033116 0.05906860824394202 0.4681489517351643 0.4129541824318844
1.033980582524272 1.0168284789644013 0.14773254096508026 0.15023528039455414 0.020781143355382028 0.09241025435521158 0.5779718143232703 0.5079285559907979
1.0375404530744337 1.0186084142394822 0.8879535794258118 0.9045283198356628 0.0356038696462886 0.13568038852437372 0.701590849706475 0.6154031592777387
1.0407766990291263 1.0202265372168284 0.14818115532398224 0.1511797159910202 0.052139167480137937 0.17995790266133518 0.8184346362328454 0.7176777046797915
1.0438511326860842 1.0216828478964401 0.14844085276126862 0.1516755223274231 0.07607818170585853 0.24106949208995596 0.9546076521509065 0.8365282099254855
1.047411003236246 1.023462783171521 0.14870058000087738 0.913169801235199 0.10949002222259392 0.3199097853666786 1.1200250402548204 0.9824249934781775
1.0511326860841426 1.025242718446602 0.1489366888999939 0.15273801982402802 0.1516230936726521 0.4193517472203772 1.302715934456801 1.1484579345757537
1.0548543689320389 1.0270226537216829 1.641160488128662 0.15325745940208435 0.20675235574660925 0.5338095702721626 1.5089138204117412 1.326499200113413
1.0584142394822007 1.0288025889967638 2.3916757106781006 0.15380050241947174 0.2760258050872976 0.6752937827281247 1.7340191011945196 1.5273867182881224
1.0618122977346278 1.0304207119741102 3.8913841247558594 0.15422549843788147 0.3465269573447139 0.8060917580323897 1.9441805338241478 1.708445031059885
1.064886731391586 1.0318770226537217 3.1484951972961426 0.9283279776573181 0.4348259493769624 0.9765521725189994 2.176061335337068 1.9150557231788579
1.0686084142394823 1.0336569579288026 5.331676006317139 0.9315862655639648 0.5540698849771937 1.1955512622443905 2.461831371323581 2.170027300353763
1.0724919093851133 1.0355987055016183 3.1594033241271973 2.4932966232299805 0.7023472256879303 1.463663613749653 2.781985821825151 2.464540793464742
1.0762135922330098 1.0373786407766992 4.671932220458984 1.7198550701141357 0.8753993223525878 1.7484030139143403 3.119233271168947 2.7574215635839088
1.0799352750809064 1.0391585760517799 4.679983615875244 4.0792317390441895 1.081438726659627 2.0889791912333657 3.4844628350613607 3.0828508993437307
1.0833333333333335 1.0407766990291263 2.4188754558563232 3.3041844367980957 1.295043990372749 2.4120895499016286 3.8325774055601034 3.3818438055363216
1.0864077669902914 1.0422330097087378 4.69462251663208 5.6040849685668945 1.5407194465665204 2.8223954023928264 4.2025244021208845 3.7206174244035854
1.0902912621359224 1.0441747572815534 6.143815517425537 4.9105424880981445 1.876569572164178 3.3239878945811947 4.670516062594609 4.134805415467435
1.0940129449838187 1.0459546925566343 6.15433406829834 2.5435402393341064 2.258701200160822 3.9124197753921415 5.16192373666855 4.579593456418476
