Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003164,-0.001895
0.999058,0.999664,0.003160,-0.001975
0.999648,0.999654,0.003157,-0.001935
1.000919,0.999700,0.003154,-0.001902
1.002532,0.999766,0.003153,-0.001773
1.002847,0.999803,0.003152,-0.001798
1.003138,1.000116,0.003151,-0.001695
1.003360,1.000233,0.003181,-0.001640
1.003734,1.000293,0.003185,-0.001490
1.006283,1.000474,0.003189,-0.001409
1.006478,1.000645,0.003192,-0.001328
1.006917,1.000694,0.003196,-0.001107
1.007424,1.000646,0.003199,-0.000956
1.007851,1.000863,0.003203,-0.000874
1.009201,1.000908,0.003206,-0.000758
1.010817,1.000959,0.003210,-0.000641
1.011363,1.001179,0.003213,-0.000490
1.012043,1.001131,0.003217,-0.000444
1.012428,1.001256,0.003220,-0.000363
1.012827,1.001438,0.003224,-0.000480
1.013067,1.001433,0.003227,-0.000482
1.014659,1.001408,0.003231,-0.000600
1.016350,1.002513,0.003204,-0.000600
1.017391,1.002302,0.003178,-0.000600
1.018049,1.002364,0.003181,-0.000683
1.018669,1.002343,0.003185,-0.000766
1.019548,1.001772,0.003189,-0.000919
1.021273,1.002182,0.003223,-0.000919
1.021966,1.002230,0.003227,-0.000919
1.022738,1.002380,0.003230,-0.000955
1.023351,1.002545,0.003234,-0.001073
1.023770,1.002906,0.003268,-0.001109
1.024872,1.002329,0.003343,-0.001038
1.026298,1.002490,0.003378,-0.001157
1.026623,1.002717,0.003381,-0.001075
1.027429,1.002748,0.003385,-0.000957
1.028230,1.002786,0.003419,-0.000923
1.028647,1.003462,0.003454,-0.000852
1.029096,1.003679,0.003489,-0.000888
1.030302,1.004104,0.003492,-0.000961
1.031988,1.004388,0.003527,-0.000842
1.032414,1.004681,0.003603,-0.000760
1.033493,1.005388,0.003649,-0.000867
1.034392,1.005354,0.003684,-0.000760
1.035215,1.005616,0.003687,-0.000843
1.036114,1.005907,0.003764,-0.000797
1.036615,1.006214,0.003737,-0.000725
1.038271,1.006415,0.003742,-0.000761
1.038678,1.006554,0.003715,-0.000679
1.039464,1.006649,0.003750,-0.000727
1.039876,1.006883,0.003827,-0.000655
1.040615,1.007243,0.003873,-0.000572
1.041516,1.007352,0.003919,-0.000572
1.042831,1.008289,0.003892,-0.000657
1.043315,1.008717,0.003927,-0.000467
1.044084,1.009766,0.003973,-0.000539
1.044324,1.009815,0.004020,-0.000539
1.044750,1.010447,0.003983,-0.000503
1.045429,1.010862,0.003955,-0.000731
1.046796,1.011769,0.003991,-0.000539
1.047427,1.012309,0.004038,-0.000504
1.048388,1.012923,0.004158,-0.000504
1.048993,1.013142,0.004163,-0.000468
1.049535,1.013400,0.004167,-0.000360
1.050531,1.013705,0.004214,-0.000276
1.051106,1.014537,0.004262,-0.000239
1.051965,1.014767,0.004309,-0.000167
1.053395,1.015376,0.004272,-0.000167
1.053987,1.015675,0.004275,-0.000084
1.054381,1.016366,0.004322,-0.000011
1.055771,1.017606,0.004402,0.000097
1.056598,1.018283,0.004440,0.000170
1.056929,1.018611,0.004444,0.000279
1.057421,1.018886,0.004480,0.000508
1.057660,1.019008,0.004571,0.000509
1.058994,1.019750,0.004609,0.000618
1.060321,1.020185,0.004614,0.000691
1.061530,1.020738,0.004576,0.000764
1.061756,1.021653,0.004655,0.000764
1.062278,1.022860,0.004736,0.000874
1.063453,1.024080,0.004774,0.000874
1.064218,1.025092,0.004780,0.000875
1.064627,1.025822,0.004980,0.000948
1.065098,1.026209,0.005104,0.001130
1.065544,1.026976,0.005229,0.001204
1.067200,1.028127,0.005279,0.001241
1.067957,1.028576,0.005252,0.001315
1.069137,1.029668,0.005453,0.001389
1.069939,1.030930,0.005621,0.001463
1.071166,1.031953,0.005704,0.001500
1.071663,1.032798,0.005830,0.001575
1.072782,1.033513,0.006023,0.001612
1.072957,1.034224,0.006301,0.001686
1.074030,1.034889,0.006537,0.001724
1.075274,1.036147,0.006698,0.001761
1.075601,1.037188,0.006781,0.001836
1.076022,1.038244,0.006942,0.001947
1.076945,1.038735,0.007027,0.001947
1.078500,1.039497,0.007220,0.001948
1.080051,1.040343,0.007339,0.001912
1.080501,1.040967,0.007457,0.001950
1.081412,1.042310,0.007652,0.001951
1.082197,1.043136,0.007737,0.001879
1.083497,1.043913,0.007900,0.001917
1.084082,1.044850,0.008062,0.001918
1.085592,1.046799,0.008104,0.001882
1.085806,1.047243,0.008113,0.001920
1.087414,1.048184,0.008167,0.001922
1.088667,1.049284,0.008221,0.001960
1.089830,1.050329,0.008353,0.002035
1.090158,1.050887,0.008484,0.002036
1.091927,1.051400,0.008526,0.002000
1.092789,1.052240,0.008625,0.002038
1.094118,1.053778,0.008757,0.002114
1.094706,1.054592,0.008935,0.002263
1.095143,1.055907,0.009034,0.002265
1.096388,1.056638,0.009134,0.002228
1.097750,1.057552,0.009234,0.002266
1.098616,1.058103,0.009402,0.002305
1.099977,1.059368,0.009537,0.002419
1.101279,1.059824,0.009750,0.002457
1.101840,1.060256,0.009963,0.002421
1.102614,1.061891,0.010177,0.002497
1.103279,1.063198,0.010392,0.002648
1.103907,1.064339,0.010528,0.002687
1.106284,1.064833,0.010823,0.002763
1.107113,1.065501,0.011117,0.002877
1.108103,1.066367,0.011322,0.003115
1.108376,1.067175,0.011459,0.003317
1.108856,1.068117,0.011631,0.003407
1.109122,1.068555,0.011882,0.003683
1.110103,1.069809,0.012134,0.003960
1.112148,1.070601,0.012386,0.004237
1.113475,1.071926,0.012525,0.004402
1.114744,1.072162,0.012779,0.004605
1.115273,1.074184,0.013161,0.004807
1.116293,1.075380,0.013543,0.005122
1.116787,1.075900,0.013846,0.005401
1.118106,1.076502,0.014102,0.005642
1.119886,1.077327,0.014440,0.005884
1.120861,1.078143,0.014779,0.006163
1.122676,1.079199,0.015210,0.006480
1.123229,1.079914,0.015770,0.006672
1.123903,1.081197,0.016318,0.006864
1.125045,1.081618,0.016949,0.007221
1.125553,1.082499,0.017582,0.007502
1.127058,1.084155,0.018180,0.007859
1.128539,1.084155,0.018813,0.008254
1.129535,1.085657,0.019494,0.008688
1.131489,1.086802,0.020096,0.009198
1.132160,1.087410,0.020619,0.009784
1.133895,1.087897,0.021400,0.010332
1.134636,1.088194,0.022217,0.010844
1.135241,1.089493,0.023200,0.011356
1.136278,1.090188,0.024232,0.012071
1.138127,1.091066,0.025267,0.012787
1.139517,1.092712,0.026338,0.013466
1.141689,1.093164,0.027411,0.014221
1.142654,1.094441,0.028615,0.015065
1.143603,1.094768,0.029906,0.015860
1.145001,1.095521,0.031294,0.016694
1.145606,1.096543,0.032883,0.017605
1.146456,1.097034,0.034559,0.018555
1.148589,1.097984,0.036320,0.019634
1.149494,1.099169,0.038345,0.020676
1.151024,1.099813,0.040540,0.021872
1.152820,1.100382,0.042611,0.023197
1.154378,1.101510,0.044899,0.024600
1.155841,1.102302,0.047360,0.026170
1.156905,1.102898,0.049873,0.027767
1.158161,1.103805,0.052558,0.029405
1.159036,1.104677,0.055632,0.031248
1.160338,1.105143,0.058882,0.033260
1.161723,1.105863,0.062437,0.035339
1.163373,1.106516,0.065926,0.037457
1.166088,1.107129,0.067514,0.038509
1.167716,1.108372,0.069151,0.039588
1.168922,1.108604,0.070908,0.040704
1.170604,1.108749,0.072801,0.041794
1.171330,1.110611,0.074674,0.042986
1.172210,1.111432,0.076540,0.044185
1.174027,1.112465,0.078617,0.045371
