Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.162056,1.297301,0.005201,0.005524
1.162385,1.297027,0.005208,0.005507
1.163447,1.299255,0.005214,0.005559
1.163861,1.303706,0.005221,0.005603
1.166307,1.307813,0.005228,0.005587
1.166845,1.311156,0.005234,0.005625
1.169444,1.314270,0.005241,0.005658
1.170282,1.315942,0.005247,0.005688
1.171708,1.320457,0.005260,0.005801
1.175618,1.325911,0.005363,0.005814
1.176891,1.331404,0.005421,0.005872
1.179663,1.336911,0.005434,0.005929
1.181641,1.342702,0.005493,0.005944
1.183996,1.347306,0.005506,0.005959
1.186150,1.352187,0.005564,0.005975
1.188608,1.356758,0.005669,0.006094
1.191579,1.363119,0.005682,0.006152
1.195661,1.368426,0.005848,0.006227
1.199266,1.374004,0.005952,0.006347
1.201193,1.378379,0.005966,0.006406
1.204402,1.383698,0.006178,0.006586
1.207259,1.388200,0.006284,0.006662
1.211389,1.393775,0.006390,0.006738
1.214378,1.400392,0.006651,0.006920
1.217985,1.404770,0.006668,0.006979
1.221655,1.408611,0.006838,0.007162
1.225666,1.413903,0.007101,0.007345
1.228881,1.418283,0.007413,0.007529
1.233335,1.422109,0.007724,0.007821
1.237204,1.427981,0.008037,0.008051
1.241761,1.433035,0.008305,0.008179
1.244139,1.438007,0.008713,0.008472
1.248045,1.443037,0.008922,0.008707
1.252760,1.446828,0.009145,0.008944
1.256527,1.451056,0.009556,0.009287
1.261348,1.455694,0.009769,0.009574
1.265833,1.461795,0.010137,0.009920
1.268095,1.465318,0.010506,0.010315
1.273707,1.470226,0.010721,0.010557
1.278041,1.474721,0.011093,0.010904
1.283470,1.481145,0.011308,0.011148
1.287931,1.484735,0.011574,0.011329
1.292738,1.490410,0.011795,0.011573
1.295262,1.496129,0.012015,0.011711
1.299618,1.501915,0.012352,0.011959
1.302841,1.505215,0.012787,0.012207
1.306275,1.511596,0.013127,0.012395
1.308889,1.515199,0.013467,0.012583
1.314174,1.525006,0.014001,0.012724
1.318997,1.529276,0.014442,0.012930
1.321337,1.531113,0.014984,0.012964
1.325338,1.537676,0.015744,0.013044
1.330071,1.543156,0.016390,0.013257
1.334593,1.548807,0.017204,0.013679
1.340393,1.557674,0.017538,0.013830
1.342350,1.560986,0.017976,0.013928
1.346892,1.565934,0.018364,0.014120
1.350935,1.570555,0.018754,0.014258
1.357328,1.576434,0.019291,0.014420
1.362611,1.584019,0.019672,0.014534
1.366939,1.589700,0.019960,0.014673
