Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003412,0.003165
1.000121,1.000805,0.003370,0.003200
1.002835,1.002512,0.003482,0.003265
1.003793,1.003991,0.003475,0.003287
1.005237,1.005876,0.003499,0.003377
1.006209,1.008642,0.003549,0.003388
1.007875,1.009922,0.003592,0.003425
1.009083,1.010567,0.003630,0.003491
1.010230,1.012188,0.003684,0.003557
1.010850,1.015303,0.003787,0.003648
1.012138,1.017416,0.003891,0.003717
1.012611,1.019881,0.003970,0.003760
1.013321,1.023184,0.004050,0.003855
1.014776,1.024834,0.004187,0.003950
1.015607,1.027112,0.004219,0.004020
1.016780,1.032127,0.004309,0.004150
1.017340,1.034770,0.004413,0.004220
1.018459,1.039666,0.004479,0.004326
1.019098,1.044688,0.004617,0.004516
1.019877,1.048057,0.004732,0.004615
1.020682,1.052893,0.004872,0.004772
1.021447,1.058140,0.004963,0.004940
1.022672,1.063835,0.005079,0.005101
1.024634,1.068849,0.005269,0.005294
1.025588,1.073902,0.005411,0.005488
1.025796,1.077625,0.005553,0.005651
1.026943,1.082229,0.005670,0.005872
1.029094,1.088489,0.005838,0.006011
1.029325,1.089536,0.005949,0.006185
1.032192,1.098346,0.006092,0.006349
1.033267,1.103662,0.006228,0.006491
1.034556,1.105894,0.006473,0.006692
1.036872,1.111605,0.006610,0.006861
1.037444,1.112658,0.006773,0.007035
1.040025,1.121546,0.006961,0.007242
1.042412,1.126384,0.007151,0.007423
1.044457,1.131001,0.007392,0.007598
1.046187,1.135162,0.007667,0.007810
1.047955,1.141988,0.007893,0.008050
1.050342,1.147608,0.008145,0.008300
1.052291,1.152159,0.008501,0.008615
1.054626,1.157942,0.008883,0.008931
1.056787,1.163880,0.009240,0.009285
1.056781,1.165243,0.009659,0.009669
1.060793,1.173629,0.010208,0.010090
1.063658,1.178586,0.010760,0.010606
1.065364,1.185407,0.011400,0.011153
1.067974,1.190844,0.012198,0.011776
1.070094,1.195970,0.013162,0.012302
1.073245,1.200436,0.014208,0.013092
1.074675,1.207780,0.015476,0.014120
1.076559,1.211513,0.017053,0.015351
1.079938,1.217480,0.019030,0.016894
1.082695,1.224856,0.021504,0.018744
1.085123,1.229237,0.022294,0.019324
1.086358,1.233623,0.023084,0.019917
1.089924,1.238988,0.024004,0.020606
1.092285,1.246250,0.025055,0.021367
1.094998,1.251223,0.026223,0.022179
1.097443,1.256796,0.027474,0.023166
1.100853,1.264119,0.028938,0.024151
