Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.161895,1.190644,0.003362,0.004451
1.162274,1.190277,0.003366,0.004528
1.164032,1.190610,0.003370,0.004591
1.165439,1.194711,0.003503,0.004643
1.168293,1.195878,0.003563,0.004688
1.169545,1.198884,0.003662,0.004773
1.170807,1.200519,0.003748,0.004804
1.171256,1.201252,0.003728,0.004831
1.174184,1.204804,0.003831,0.004935
1.175566,1.205699,0.003935,0.005038
1.177774,1.210212,0.003944,0.005103
1.179398,1.212765,0.004089,0.005303
1.181456,1.215738,0.004152,0.005368
1.183794,1.219243,0.004257,0.005422
1.186195,1.222518,0.004403,0.005571
1.188222,1.226038,0.004412,0.005584
1.191088,1.229447,0.004559,0.005734
1.194602,1.232960,0.004707,0.005843
1.196803,1.237239,0.004719,0.005856
1.198825,1.239025,0.004897,0.006007
1.202274,1.242166,0.004909,0.006022
1.204785,1.246973,0.005006,0.006132
1.205705,1.248026,0.005281,0.006285
1.211090,1.253840,0.005547,0.006493
1.215300,1.256980,0.005771,0.006799
1.217647,1.259395,0.006134,0.007162
1.219559,1.261448,0.006319,0.007335
1.224772,1.265969,0.006628,0.007701
1.228436,1.270691,0.006898,0.008026
1.233246,1.273612,0.007127,0.008200
1.236251,1.277793,0.007494,0.008568
1.240537,1.279914,0.007723,0.008842
1.244535,1.283603,0.007997,0.009116
1.247712,1.286706,0.008313,0.009487
1.253137,1.290595,0.008461,0.009721
1.257162,1.295191,0.008822,0.010152
1.261503,1.298786,0.009056,0.010471
1.264446,1.301473,0.009207,0.010750
1.266075,1.302514,0.009375,0.010974
1.271920,1.308604,0.009587,0.011100
1.275219,1.313177,0.009801,0.011230
1.279865,1.318054,0.010146,0.011415
1.281019,1.319125,0.010494,0.011748
1.285666,1.324427,0.010753,0.012083
1.290276,1.328141,0.011103,0.012578
1.294610,1.333509,0.011498,0.013062
1.298122,1.337280,0.011984,0.013504
1.299900,1.338881,0.012622,0.014153
1.299623,1.338906,0.013216,0.014803
1.309541,1.349744,0.013990,0.015662
1.313784,1.355148,0.015011,0.016573
1.317594,1.358049,0.016124,0.017648
1.321829,1.362621,0.017557,0.019041
1.326035,1.367727,0.019378,0.020871
1.328132,1.368427,0.019945,0.021524
1.335185,1.374351,0.020547,0.022207
1.340031,1.379235,0.021135,0.023001
1.343357,1.382203,0.021768,0.023659
1.343666,1.382096,0.022657,0.024444
1.354675,1.392841,0.023591,0.025228
1.359267,1.396600,0.024671,0.026119
