Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.161895,1.190644,0.005251,0.004414
1.163744,1.191575,0.005263,0.004410
1.164638,1.194564,0.005274,0.004549
1.165768,1.198677,0.005284,0.004664
1.166271,1.200838,0.005293,0.004879
1.166671,1.206124,0.005347,0.005015
1.167292,1.209097,0.005395,0.005033
1.168132,1.210357,0.005316,0.005050
1.168832,1.214769,0.005404,0.005119
1.169090,1.218467,0.005454,0.005188
1.169949,1.221559,0.005542,0.005353
1.170178,1.224779,0.005592,0.005464
1.170270,1.225567,0.005641,0.005630
1.170213,1.225554,0.005771,0.005838
1.173195,1.234335,0.005822,0.006144
1.174446,1.238281,0.005872,0.006300
1.175627,1.241829,0.006003,0.006609
1.175859,1.242391,0.006216,0.006782
1.178341,1.249894,0.006348,0.006900
1.179632,1.251575,0.006479,0.006981
1.181263,1.258263,0.006572,0.007145
1.183105,1.262239,0.006705,0.007461
1.183921,1.264419,0.006959,0.007778
1.188032,1.273997,0.007093,0.008153
1.190885,1.279653,0.007268,0.008529
1.191936,1.284087,0.007443,0.008811
1.194385,1.289821,0.007619,0.009148
1.196861,1.295402,0.007795,0.009476
1.199759,1.301020,0.007891,0.009763
1.201536,1.307730,0.008069,0.010012
1.203828,1.313845,0.008246,0.010300
1.205653,1.317303,0.008341,0.010550
1.205999,1.318574,0.008398,0.010888
1.209706,1.328359,0.008578,0.011387
1.212919,1.334501,0.008758,0.011831
1.215301,1.339085,0.008939,0.012292
1.218102,1.344417,0.009135,0.012803
1.219368,1.346632,0.009373,0.013316
1.222628,1.353976,0.009654,0.013819
1.224517,1.359010,0.009937,0.014429
1.228404,1.364477,0.010262,0.015147
1.231440,1.369553,0.010589,0.015972
1.233133,1.376519,0.010958,0.016818
1.234701,1.380978,0.011412,0.017819
1.237346,1.386239,0.012054,0.018766
1.241483,1.391659,0.012738,0.020098
1.243934,1.399360,0.013553,0.021653
1.244384,1.400584,0.014412,0.023338
1.248463,1.411778,0.015374,0.025359
1.251636,1.416863,0.016553,0.028041
1.255011,1.422595,0.018179,0.031283
1.256890,1.429915,0.020155,0.035310
1.258053,1.431587,0.022726,0.040404
1.263146,1.443947,0.025838,0.046462
1.266789,1.448907,0.026761,0.048345
1.269204,1.455753,0.027776,0.050389
1.272754,1.461354,0.028959,0.052637
1.274624,1.466939,0.030296,0.055203
1.278691,1.476762,0.031771,0.058045
1.281589,1.482348,0.033191,0.061508
1.285277,1.490100,0.034962,0.065221
