Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.192266,1.026241,0.003553,0.001551
1.192058,1.025619,0.003579,0.001610
1.192064,1.025667,0.003600,0.001553
1.192224,1.026421,0.003573,0.001507
1.192983,1.027070,0.003550,0.001555
1.194261,1.028926,0.003531,0.001556
1.194539,1.030915,0.003515,0.001594
1.194502,1.031679,0.003501,0.001663
1.194959,1.032443,0.003459,0.001734
1.195061,1.033364,0.003538,0.001667
1.195193,1.034305,0.003495,0.001669
1.195485,1.035574,0.003498,0.001706
1.195550,1.036890,0.003544,0.001743
1.195458,1.038872,0.003546,0.001744
1.195553,1.039674,0.003515,0.001885
1.196120,1.040622,0.003594,0.001993
1.196510,1.041685,0.003597,0.002066
1.197043,1.042515,0.003643,0.002173
1.197184,1.043568,0.003678,0.002315
1.197319,1.044730,0.003758,0.002388
1.198173,1.045519,0.003837,0.002461
1.198522,1.046329,0.003917,0.002499
1.198589,1.047424,0.003919,0.002466
1.198445,1.048639,0.003965,0.002575
1.198609,1.050080,0.003967,0.002719
1.198810,1.050809,0.004091,0.002757
1.199292,1.052451,0.004138,0.002796
1.199451,1.053309,0.004141,0.002905
1.200058,1.054008,0.004143,0.002942
1.200319,1.055496,0.004145,0.003016
1.200170,1.056974,0.004225,0.002984
1.200842,1.057657,0.004272,0.003024
1.201082,1.059150,0.004319,0.003098
1.201172,1.060197,0.004322,0.003102
1.201052,1.060990,0.004324,0.003141
1.202108,1.062509,0.004327,0.003180
1.202889,1.063389,0.004408,0.003183
1.202643,1.064522,0.004533,0.003258
1.203089,1.064704,0.004613,0.003226
1.202989,1.065798,0.004616,0.003266
1.203333,1.066820,0.004618,0.003305
1.203722,1.067334,0.004621,0.003345
1.204022,1.068145,0.004579,0.003349
1.204060,1.068864,0.004659,0.003496
1.204515,1.069922,0.004785,0.003537
1.205003,1.070954,0.004755,0.003613
1.205054,1.072300,0.004757,0.003654
1.205307,1.073307,0.004760,0.003780
1.205768,1.074043,0.004886,0.003820
1.205925,1.075006,0.004934,0.003788
1.205960,1.075543,0.005016,0.003864
1.206153,1.076997,0.004940,0.003977
1.206188,1.077896,0.004943,0.004091
1.206952,1.078746,0.004900,0.004095
1.207121,1.079961,0.004948,0.004099
1.207276,1.081125,0.005030,0.004176
1.207522,1.081411,0.004942,0.004218
1.207833,1.082380,0.005035,0.004259
1.208011,1.083190,0.005037,0.004300
1.208336,1.084260,0.005074,0.004341
1.208590,1.085110,0.005111,0.004383
1.208962,1.086255,0.005159,0.004474
1.209030,1.087313,0.005117,0.004431
1.209354,1.088082,0.005086,0.004510
1.209352,1.089981,0.005203,0.004588
1.209559,1.091201,0.005172,0.004630
1.210479,1.092362,0.005220,0.004722
1.210461,1.092937,0.005178,0.004777
1.210649,1.093924,0.005305,0.004856
1.210717,1.094447,0.005388,0.004898
1.211526,1.095804,0.005437,0.004903
1.211735,1.097054,0.005610,0.004995
1.212252,1.097895,0.005613,0.005088
1.213040,1.098576,0.005742,0.005180
1.213068,1.099604,0.005825,0.005273
1.213338,1.100336,0.005794,0.005279
1.214728,1.102137,0.005957,0.005235
1.215353,1.103268,0.006086,0.005291
1.215363,1.104117,0.006204,0.005296
1.215843,1.104776,0.006173,0.005389
1.216377,1.106146,0.006291,0.005484
1.216748,1.106741,0.006409,0.005440
1.216956,1.107561,0.006572,0.005446
1.217185,1.109361,0.006656,0.005503
1.218073,1.111007,0.006695,0.005634
1.218324,1.111682,0.006779,0.005728
1.218480,1.112843,0.006863,0.005684
1.219068,1.114550,0.007027,0.005690
1.219889,1.116122,0.007112,0.005735
1.220477,1.118063,0.007162,0.005818
1.220628,1.118866,0.007326,0.005951
1.221333,1.120001,0.007331,0.006046
