Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.192266,1.026241,0.002758,0.001483
1.191687,1.026146,0.002746,0.001491
1.192292,1.026089,0.002736,0.001549
1.192250,1.026354,0.002683,0.001549
1.192067,1.026676,0.002736,0.001550
1.192780,1.026990,0.002782,0.001550
1.193327,1.027149,0.002773,0.001588
1.193965,1.027375,0.002810,0.001620
1.194191,1.027760,0.002846,0.001656
1.195625,1.028341,0.002849,0.001657
1.196143,1.028529,0.003008,0.001657
1.197121,1.028864,0.002967,0.001727
1.197413,1.029412,0.003015,0.001797
1.198639,1.029647,0.003018,0.001833
1.199669,1.031170,0.003055,0.001834
1.200311,1.031382,0.003014,0.001835
1.200902,1.032138,0.003017,0.001906
1.202050,1.032324,0.003020,0.001907
1.203051,1.033582,0.003056,0.001942
1.203581,1.033709,0.003059,0.001978
1.203786,1.034353,0.003063,0.002049
1.204253,1.034502,0.003066,0.002085
1.205662,1.035271,0.003025,0.002121
1.206387,1.035634,0.003028,0.002157
1.206992,1.035760,0.003031,0.002158
1.207722,1.036252,0.002956,0.002263
1.208671,1.037014,0.003005,0.002299
1.209510,1.037698,0.003009,0.002336
1.210073,1.038378,0.003091,0.002232
1.211231,1.038685,0.003016,0.002198
1.212399,1.038958,0.003019,0.002269
1.213142,1.039251,0.003068,0.002306
1.213841,1.040134,0.003116,0.002342
1.214140,1.040221,0.003119,0.002343
1.215007,1.040881,0.003077,0.002344
1.216987,1.041832,0.003081,0.002346
1.217699,1.041962,0.003165,0.002347
1.218441,1.042522,0.003213,0.002349
1.218297,1.042217,0.003217,0.002315
1.219596,1.042671,0.003266,0.002422
1.220330,1.043401,0.003350,0.002458
1.221328,1.043891,0.003388,0.002530
1.222382,1.044293,0.003346,0.002567
1.222849,1.044539,0.003269,0.002744
1.223901,1.045845,0.003319,0.002816
1.225043,1.046279,0.003403,0.002782
1.225916,1.047146,0.003442,0.002749
1.226948,1.047358,0.003446,0.002750
1.228039,1.047571,0.003449,0.002787
1.228551,1.047883,0.003499,0.002894
1.228903,1.047974,0.003584,0.002966
1.230267,1.048448,0.003588,0.003003
1.231081,1.048725,0.003545,0.003076
1.232353,1.048764,0.003595,0.003148
1.232878,1.049305,0.003634,0.003185
1.233880,1.049562,0.003640,0.003187
1.234096,1.049390,0.003644,0.003189
1.234933,1.050446,0.003647,0.003227
1.236493,1.050653,0.003697,0.003264
1.237575,1.050675,0.003783,0.003337
1.238656,1.050985,0.003882,0.003410
1.239637,1.051208,0.003887,0.003482
1.240560,1.052064,0.003843,0.003591
1.241233,1.052521,0.003929,0.003664
1.243292,1.052980,0.004064,0.003738
1.244256,1.053525,0.004117,0.003776
1.245199,1.053660,0.004121,0.003813
1.246007,1.053950,0.004172,0.003779
1.247363,1.054348,0.004211,0.003817
1.248002,1.054280,0.004311,0.003855
1.249061,1.054701,0.004316,0.003857
1.249908,1.055552,0.004321,0.003859
1.250895,1.055805,0.004372,0.003897
1.252308,1.056113,0.004459,0.003899
1.253192,1.055883,0.004513,0.003901
1.254321,1.057593,0.004471,0.003903
1.256423,1.058243,0.004475,0.003941
1.257238,1.058957,0.004526,0.003908
1.258099,1.059249,0.004627,0.003910
1.259297,1.059477,0.004718,0.003913
1.260202,1.059742,0.004808,0.003915
1.261540,1.060243,0.004861,0.003881
1.263398,1.060381,0.005119,0.003991
1.265134,1.061006,0.005257,0.004030
1.266429,1.061219,0.005384,0.004032
1.268270,1.061926,0.005522,0.004191
1.269425,1.062727,0.005745,0.004350
1.270260,1.062881,0.006004,0.004388
1.273176,1.063559,0.006180,0.004463
1.274626,1.063798,0.006307,0.004465
1.275666,1.064096,0.006483,0.004503
1.277938,1.064664,0.006756,0.004542
1.278140,1.064774,0.007017,0.004665
1.279628,1.064828,0.007145,0.004740
1.281627,1.065556,0.007238,0.004743
1.283135,1.066471,0.007332,0.004781
1.285423,1.067284,0.007558,0.004941
1.286426,1.067843,0.007615,0.004992
1.287780,1.067824,0.007708,0.005080
1.289428,1.068715,0.007766,0.005119
1.291340,1.069082,0.007861,0.005158
1.293052,1.069520,0.007919,0.005077
1.294224,1.070007,0.007976,0.005165
1.296062,1.070528,0.008120,0.005168
1.297723,1.070949,0.008215,0.005291
1.299148,1.072122,0.008273,0.005379
1.301452,1.073435,0.008320,0.005382
1.303329,1.073698,0.008465,0.005336
1.304459,1.074280,0.008610,0.005388
1.306209,1.075343,0.008656,0.005391
1.306415,1.075368,0.008666,0.005442
1.308286,1.075756,0.008712,0.005397
1.309557,1.076987,0.008846,0.005351
1.311705,1.077298,0.008992,0.005354
1.313440,1.077792,0.009039,0.005357
1.314888,1.078628,0.009048,0.005324
1.316528,1.079193,0.009095,0.005375
1.318527,1.079708,0.009193,0.005342
1.319899,1.079991,0.009330,0.005345
1.322506,1.080672,0.009567,0.005299
1.323096,1.081274,0.009840,0.005253
1.325055,1.081656,0.010027,0.005379
1.326467,1.083158,0.010214,0.005505
1.329134,1.083513,0.010440,0.005545
1.330806,1.084651,0.010716,0.005634
1.333086,1.085498,0.011029,0.005588
1.334330,1.086065,0.011267,0.005714
1.336323,1.086486,0.011456,0.005840
1.337124,1.087498,0.011645,0.005918
1.338916,1.088291,0.011922,0.006118
1.340353,1.088595,0.012238,0.006232
1.343555,1.088675,0.012618,0.006384
1.344569,1.089444,0.012948,0.006499
1.346919,1.090138,0.013242,0.006663
1.348546,1.091313,0.013576,0.006826
1.350661,1.091943,0.013949,0.007028
1.352938,1.092455,0.014335,0.007106
1.354454,1.093098,0.014709,0.007222
1.356343,1.094055,0.015007,0.007374
1.359311,1.094784,0.015394,0.007527
1.361249,1.095678,0.015782,0.007803
1.363627,1.096275,0.016299,0.007956
1.365247,1.096736,0.016868,0.008110
1.368374,1.097015,0.017619,0.008225
1.369957,1.097447,0.018371,0.008267
1.372441,1.098935,0.019124,0.008421
1.373702,1.099624,0.019776,0.008575
1.375527,1.100187,0.020428,0.008817
1.378727,1.100554,0.021083,0.009170
1.380630,1.100850,0.021649,0.009487
1.383686,1.101840,0.022229,0.009767
1.385486,1.102478,0.023070,0.010046
1.388001,1.103599,0.023925,0.010364
1.389492,1.103819,0.024913,0.010682
1.392895,1.104186,0.026086,0.011038
1.396145,1.105649,0.027313,0.011395
1.399197,1.106433,0.028582,0.011826
1.401416,1.107480,0.029852,0.012346
1.403493,1.107926,0.031179,0.012903
1.406542,1.108656,0.032653,0.013461
1.408812,1.108903,0.034260,0.014020
1.412294,1.109322,0.036013,0.014654
1.415076,1.110682,0.037862,0.015315
1.417631,1.111373,0.039859,0.015902
1.419577,1.111671,0.042190,0.016488
1.421210,1.112217,0.044749,0.017201
1.423215,1.113416,0.047315,0.017990
1.426355,1.114530,0.050123,0.018742
1.429741,1.115545,0.053215,0.019571
1.431540,1.116609,0.056184,0.020489
1.434997,1.117009,0.059382,0.021483
1.438381,1.117467,0.062880,0.022555
1.441360,1.118089,0.066720,0.023578
1.443211,1.118479,0.070780,0.024727
1.445973,1.119268,0.074807,0.025916
1.448455,1.120088,0.076680,0.026473
1.451829,1.121138,0.078670,0.026986
1.455828,1.121519,0.080871,0.027488
1.458358,1.123005,0.083143,0.028029
1.461089,1.123367,0.085365,0.028734
1.464024,1.123726,0.087611,0.029384
1.465786,1.125825,0.089986,0.030053
