Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.116082,1.050650,0.002070,0.001722
1.116437,1.050333,0.001980,0.001829
1.117842,1.050724,0.002006,0.001780
1.119507,1.051222,0.001989,0.001822
1.119936,1.051443,0.002011,0.001820
1.120209,1.051646,0.001997,0.001852
1.120590,1.051862,0.001944,0.001816
1.120881,1.052181,0.001965,0.001845
1.120910,1.052584,0.001995,0.001788
1.122753,1.052744,0.001933,0.001730
1.124047,1.053074,0.001935,0.001671
1.124468,1.053594,0.002002,0.001553
1.125004,1.054240,0.002005,0.001525
1.125436,1.054752,0.002007,0.001526
1.125981,1.055304,0.002047,0.001528
1.126386,1.056694,0.002050,0.001530
1.127781,1.057757,0.002118,0.001472
1.128776,1.058640,0.002120,0.001504
1.131230,1.058900,0.002151,0.001446
1.131198,1.059009,0.002153,0.001448
1.132788,1.059698,0.002184,0.001390
1.133268,1.059884,0.002252,0.001421
1.133862,1.059758,0.002255,0.001363
1.134481,1.059426,0.002257,0.001395
1.134880,1.059396,0.002326,0.001457
1.135489,1.059364,0.002357,0.001458
1.136399,1.059730,0.002360,0.001458
1.138104,1.060373,0.002362,0.001490
1.139161,1.061064,0.002365,0.001523
1.140605,1.061207,0.002330,0.001463
1.142214,1.061357,0.002332,0.001434
1.142829,1.061546,0.002335,0.001467
1.143559,1.061746,0.002376,0.001438
1.143915,1.062181,0.002446,0.001501
1.144561,1.062372,0.002487,0.001503
1.146446,1.062794,0.002490,0.001474
1.147552,1.062854,0.002531,0.001383
1.147688,1.063639,0.002641,0.001385
1.148689,1.064229,0.002750,0.001418
1.149496,1.064414,0.002753,0.001358
1.151131,1.064428,0.002756,0.001389
1.151605,1.064817,0.002797,0.001452
1.151723,1.065228,0.002907,0.001454
1.152683,1.065673,0.003057,0.001425
1.153282,1.066081,0.003098,0.001395
1.154980,1.067051,0.003140,0.001364
1.156269,1.067408,0.003212,0.001273
1.157312,1.067034,0.003284,0.001275
1.157904,1.067814,0.003327,0.001246
1.158993,1.068619,0.003330,0.001217
1.159424,1.069227,0.003332,0.001249
1.160297,1.070520,0.003365,0.001250
1.160878,1.070718,0.003370,0.001283
1.161651,1.071573,0.003374,0.001285
1.163599,1.072287,0.003338,0.001223
1.163686,1.072670,0.003380,0.001224
1.164458,1.073443,0.003413,0.001194
1.165561,1.074283,0.003457,0.001196
1.167115,1.075428,0.003382,0.001261
1.167509,1.075986,0.003346,0.001293
1.168409,1.076800,0.003349,0.001358
1.169049,1.077826,0.003393,0.001486
1.170003,1.079359,0.003467,0.001583
1.171137,1.080116,0.003432,0.001554
1.172446,1.081216,0.003435,0.001587
1.173607,1.082097,0.003618,0.001685
1.174416,1.083295,0.003662,0.001845
1.175251,1.084224,0.003707,0.001880
1.176141,1.085281,0.003671,0.001818
1.177524,1.086198,0.003744,0.001979
1.178466,1.087481,0.003888,0.002141
1.179118,1.088639,0.004003,0.002303
1.179847,1.089521,0.004038,0.002369
1.180935,1.090682,0.004123,0.002436
1.181240,1.091471,0.004308,0.002567
1.183192,1.092434,0.004494,0.002665
1.184031,1.093307,0.004640,0.002701
1.185109,1.094518,0.004717,0.002737
1.185915,1.096243,0.004873,0.002868
1.187032,1.097132,0.005131,0.002968
1.188326,1.098609,0.005249,0.003004
1.190062,1.099868,0.005396,0.003040
1.191244,1.100597,0.005504,0.003108
1.191911,1.101629,0.005733,0.003240
1.193466,1.103033,0.005961,0.003308
1.194383,1.104631,0.006080,0.003312
1.194952,1.105514,0.006198,0.003315
1.196374,1.107301,0.006317,0.003351
1.197995,1.109697,0.006466,0.003355
1.199227,1.110470,0.006585,0.003424
1.200291,1.111543,0.006663,0.003460
1.201499,1.113019,0.006711,0.003497
1.201956,1.113253,0.006760,0.003501
1.203550,1.114174,0.006838,0.003504
1.205442,1.115721,0.006846,0.003508
1.206183,1.117156,0.006926,0.003545
1.206849,1.119963,0.007078,0.003615
1.207615,1.121498,0.007127,0.003619
1.208805,1.122893,0.007134,0.003623
1.211132,1.124013,0.007174,0.003660
1.212455,1.125100,0.007327,0.003808
1.213563,1.127518,0.007408,0.003879
1.214537,1.128803,0.007416,0.003883
1.215486,1.130056,0.007455,0.003887
1.217557,1.131685,0.007536,0.003924
1.218249,1.133890,0.007690,0.004073
1.219089,1.135750,0.007771,0.004111
1.220901,1.137803,0.007811,0.004115
1.222219,1.139077,0.008039,0.004152
1.223442,1.140537,0.008299,0.004268
1.223813,1.141740,0.008487,0.004384
1.224772,1.142821,0.008612,0.004468
1.226147,1.143869,0.008874,0.004618
1.227080,1.144680,0.009135,0.004802
1.228285,1.148070,0.009365,0.005020
1.229683,1.150509,0.009524,0.005128
1.231576,1.152367,0.009756,0.005314
1.232685,1.153697,0.010061,0.005600
1.233763,1.155288,0.010378,0.005785
1.235338,1.156369,0.010611,0.005972
1.236138,1.159028,0.010813,0.006114
1.237136,1.161255,0.011195,0.006335
1.239029,1.164180,0.011737,0.006622
1.240681,1.165842,0.012047,0.006945
1.241915,1.166942,0.012327,0.007270
1.243495,1.169265,0.012649,0.007561
1.244382,1.171072,0.013111,0.007807
1.245264,1.173076,0.013735,0.008133
1.245475,1.173773,0.014284,0.008461
1.247551,1.176684,0.014909,0.008721
1.248995,1.178517,0.015536,0.009015
1.251111,1.180422,0.016163,0.009310
1.252265,1.182294,0.016823,0.009606
1.254576,1.184622,0.017485,0.010004
1.256165,1.185709,0.018299,0.010370
1.257414,1.187604,0.019190,0.010886
1.259173,1.189680,0.020009,0.011438
1.260488,1.192683,0.020874,0.012025
1.261915,1.194661,0.021890,0.012543
1.263663,1.196894,0.023026,0.013052
1.265444,1.199195,0.024197,0.013701
1.267036,1.200324,0.025381,0.014442
1.268517,1.202202,0.026560,0.015139
1.270138,1.204168,0.027968,0.015802
1.272408,1.206517,0.029423,0.016536
1.273068,1.209657,0.030957,0.017342
1.273851,1.211179,0.032678,0.018265
1.276327,1.212750,0.034688,0.019295
1.278387,1.214272,0.036810,0.020513
1.280395,1.215983,0.039102,0.021768
1.282240,1.218049,0.041662,0.022981
1.284185,1.219108,0.044315,0.024384
1.285722,1.222209,0.047116,0.025824
1.287622,1.223891,0.050167,0.027490
1.289635,1.226480,0.053566,0.029195
1.291677,1.229090,0.057126,0.030951
1.292957,1.231930,0.060690,0.032767
1.296894,1.234074,0.064536,0.034726
1.298843,1.235644,0.068666,0.036877
1.300344,1.237078,0.073114,0.039328
1.302535,1.239068,0.078037,0.041902
1.303443,1.241372,0.083337,0.044540
1.306412,1.243428,0.088870,0.047409
1.308096,1.246804,0.094938,0.050463
1.308238,1.248732,0.101329,0.053783
1.310103,1.249372,0.108048,0.057228
1.312690,1.253121,0.115338,0.060933
1.315282,1.254603,0.122877,0.064905
1.316906,1.256181,0.130711,0.068992
1.319339,1.258802,0.139001,0.073506
1.321375,1.259977,0.147867,0.078352
1.323346,1.263601,0.157615,0.083627
1.325108,1.265000,0.168028,0.089368
1.327629,1.266752,0.179058,0.095408
1.329622,1.268670,0.190029,0.101275
1.331458,1.271551,0.195184,0.104053
1.333244,1.273554,0.200481,0.107048
1.335009,1.276870,0.205965,0.110075
1.337682,1.279041,0.211502,0.113142
1.339999,1.280688,0.217242,0.116315
1.341970,1.281967,0.223063,0.119745
1.343587,1.284152,0.229031,0.123125
