Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.001540,0.000891
1.002838,1.000665,0.001612,0.000844
1.004435,0.999984,0.001560,0.000972
1.009074,0.999201,0.001618,0.001001
1.011488,0.999463,0.001667,0.001056
1.015578,1.000103,0.001652,0.001138
1.017823,1.000295,0.001728,0.001150
1.021137,1.000353,0.001712,0.001184
1.022666,1.000640,0.001743,0.001327
1.027753,1.001402,0.001902,0.001386
1.030316,1.001927,0.001883,0.001522
1.032265,1.002249,0.001913,0.001634
1.035479,1.002725,0.001967,0.001693
1.035837,1.002888,0.001917,0.001861
1.039642,1.003541,0.001947,0.001951
1.041367,1.004023,0.001928,0.002066
1.044652,1.004925,0.001936,0.002236
1.046375,1.005381,0.002076,0.002295
1.048180,1.005740,0.002118,0.002435
1.049675,1.006292,0.002185,0.002551
1.052534,1.007617,0.002302,0.002635
1.054382,1.008594,0.002390,0.002775
1.056266,1.009867,0.002586,0.002892
1.058102,1.010439,0.002706,0.002977
1.061113,1.012358,0.002820,0.003038
1.062362,1.013760,0.002939,0.003099
1.065287,1.015061,0.003166,0.003185
1.067542,1.016762,0.003481,0.003246
1.070044,1.019215,0.003797,0.003308
1.073030,1.020495,0.004194,0.003370
1.076713,1.022526,0.004565,0.003400
1.079007,1.024052,0.005073,0.003545
1.082133,1.026547,0.005586,0.003691
1.085214,1.029208,0.006262,0.003845
1.088769,1.031187,0.006941,0.004000
1.093336,1.033425,0.007794,0.004213
1.097456,1.035957,0.008680,0.004451
1.100084,1.037352,0.009662,0.004690
1.103253,1.038304,0.010756,0.005113
1.109625,1.041416,0.012195,0.005503
1.113390,1.043778,0.013864,0.005986
1.118974,1.046343,0.015721,0.006611
1.122661,1.048693,0.017783,0.007272
1.122819,1.049862,0.020262,0.008051
1.132283,1.053085,0.023192,0.008917
1.137285,1.055704,0.026795,0.009994
1.142787,1.057901,0.030777,0.011110
1.148336,1.059872,0.035555,0.012498
1.150781,1.060884,0.041217,0.014152
1.158264,1.063496,0.047993,0.016166
1.163934,1.065926,0.055982,0.018482
1.169281,1.067967,0.065580,0.021204
1.175328,1.070277,0.076576,0.024408
1.176862,1.071219,0.080585,0.025454
1.187693,1.075437,0.084782,0.026699
1.191971,1.077271,0.089486,0.028035
1.197530,1.079867,0.094610,0.029419
1.204422,1.081691,0.100316,0.031026
1.205906,1.083050,0.106593,0.032792
1.217466,1.086461,0.113441,0.034775
