Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.245468,1.384085,0.003679,0.004783
1.246586,1.383631,0.003876,0.004820
1.247946,1.384585,0.003914,0.004850
1.249109,1.384737,0.003873,0.004876
1.253059,1.390640,0.004009,0.004898
1.255845,1.391555,0.004031,0.004917
1.259320,1.392159,0.004051,0.004934
1.261960,1.392547,0.004152,0.004989
1.264334,1.393103,0.004163,0.005050
1.267143,1.393727,0.004302,0.005150
1.270623,1.394660,0.004400,0.005158
1.272912,1.395470,0.004508,0.005207
1.275880,1.397982,0.004701,0.005255
1.275885,1.399098,0.004884,0.005358
1.281359,1.400497,0.005121,0.005513
1.284333,1.402211,0.005400,0.005655
1.285384,1.403377,0.005547,0.005704
1.290515,1.407908,0.005816,0.005807
1.292382,1.408636,0.006142,0.005910
1.297577,1.412410,0.006375,0.006014
1.301672,1.415861,0.006691,0.006212
1.305483,1.418625,0.006965,0.006356
1.311546,1.422012,0.007201,0.006420
1.315084,1.425435,0.007575,0.006619
1.320579,1.427513,0.007770,0.006779
1.323903,1.430387,0.008008,0.006979
1.328859,1.433675,0.008333,0.007139
1.334617,1.437152,0.008530,0.007245
1.336621,1.438451,0.008834,0.007393
1.346355,1.442892,0.009035,0.007541
1.351247,1.446683,0.009150,0.007705
1.355129,1.449460,0.009414,0.007908
1.356999,1.450790,0.009771,0.008168
1.362066,1.454399,0.010039,0.008373
1.371938,1.457952,0.010356,0.008633
1.378435,1.462549,0.010718,0.008800
1.381631,1.465401,0.011079,0.008965
1.389251,1.469033,0.011444,0.009268
1.392539,1.469650,0.011857,0.009478
1.401447,1.475790,0.012316,0.009687
1.409796,1.479231,0.013023,0.009953
1.412182,1.480908,0.013687,0.010261
1.422698,1.486649,0.014490,0.010680
1.424276,1.488187,0.015334,0.011145
1.435390,1.492122,0.016394,0.011569
1.440745,1.496416,0.017643,0.012037
1.443670,1.498004,0.019090,0.012702
1.450498,1.502363,0.020690,0.013414
1.453983,1.503444,0.022826,0.014323
1.462033,1.507504,0.025179,0.015279
1.466391,1.510763,0.028083,0.016535
1.474634,1.515250,0.031980,0.018305
1.481875,1.517831,0.036739,0.020379
1.482637,1.519419,0.038270,0.021028
1.494625,1.525719,0.039979,0.021775
1.500548,1.526992,0.041662,0.022575
1.506571,1.531394,0.043646,0.023461
1.515290,1.535041,0.045881,0.024439
1.516699,1.536114,0.048294,0.025396
1.530805,1.541381,0.051097,0.026669
