Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.272095,1.169299,-0.000127,-0.000319
1.271863,1.169527,0.000138,-0.000236
1.272294,1.169795,0.000207,-0.000170
1.274969,1.170122,0.000263,-0.000057
1.275407,1.170509,0.000189,-0.000195
1.275818,1.170891,0.000191,-0.000213
1.276216,1.171316,0.000236,-0.000229
1.276823,1.171801,0.000331,-0.000185
1.277358,1.172209,0.000332,-0.000141
1.277731,1.172483,0.000428,-0.000141
1.278682,1.172753,0.000674,-0.000056
1.280533,1.173999,0.000880,0.000028
1.282862,1.174815,0.000977,0.000172
1.284324,1.175495,0.001116,0.000130
1.284821,1.176490,0.001160,0.000086
1.285885,1.176797,0.001299,0.000173
1.286335,1.177202,0.001301,0.000304
1.286903,1.177529,0.001302,0.000392
1.287612,1.177986,0.001359,0.000349
1.288259,1.178860,0.001554,0.000537
1.289314,1.178613,0.001652,0.000638
1.290552,1.178973,0.001709,0.000827
1.291703,1.179363,0.001753,0.001003
1.292703,1.179438,0.001810,0.001092
1.293175,1.179617,0.001909,0.001224
1.294111,1.180299,0.001911,0.001370
1.294541,1.181777,0.001955,0.001604
1.295840,1.181771,0.001999,0.001650
1.295977,1.182604,0.002002,0.001872
1.297113,1.182786,0.001962,0.002326
1.297668,1.183490,0.001922,0.002460
1.297861,1.184317,0.001925,0.002463
1.298577,1.184624,0.002025,0.002553
1.298539,1.185698,0.002069,0.002820
1.298425,1.186391,0.002029,0.002999
1.300106,1.188022,0.002074,0.003133
1.300393,1.188793,0.002118,0.003180
1.300493,1.188443,0.002178,0.003273
1.300989,1.189634,0.002322,0.003409
1.301598,1.190357,0.002382,0.003457
1.302515,1.191504,0.002427,0.003548
1.303261,1.192365,0.002429,0.003552
1.304620,1.192419,0.002432,0.003599
1.304598,1.193851,0.002435,0.003558
1.304760,1.194866,0.002480,0.003430
1.305663,1.195429,0.002582,0.003479
1.307262,1.196633,0.002585,0.003572
1.307497,1.197242,0.002588,0.003575
1.307431,1.197448,0.002590,0.003490
1.308406,1.198257,0.002635,0.003449
1.310438,1.199571,0.002638,0.003498
1.311292,1.200639,0.002699,0.003546
1.311840,1.201846,0.002644,0.003461
1.312976,1.202551,0.002547,0.003375
1.313086,1.203565,0.002492,0.003379
1.313918,1.205301,0.002553,0.003473
1.314134,1.205735,0.002614,0.003476
1.314604,1.207417,0.002617,0.003480
1.315410,1.208066,0.002619,0.003483
1.315784,1.209539,0.002680,0.003533
1.316135,1.211031,0.002625,0.003492
1.318049,1.211696,0.002731,0.003542
1.319114,1.213893,0.002733,0.003545
1.319526,1.215378,0.002795,0.003595
1.320399,1.216471,0.002900,0.003691
1.321755,1.217423,0.003065,0.003787
1.322199,1.219516,0.003068,0.003791
1.322549,1.221035,0.003071,0.003795
1.323482,1.222606,0.003074,0.003844
1.323905,1.223473,0.003239,0.003986
1.325827,1.224958,0.003390,0.003991
1.326610,1.227598,0.003394,0.004041
1.327487,1.228531,0.003396,0.004044
1.328192,1.229974,0.003503,0.004141
1.328868,1.231494,0.003610,0.004238
1.329352,1.232942,0.003717,0.004335
1.330177,1.235274,0.003617,0.004247
1.330584,1.236084,0.003620,0.004251
1.332596,1.237683,0.003668,0.004302
1.333612,1.238823,0.003777,0.004400
1.334477,1.240737,0.003783,0.004406
1.335989,1.243204,0.003787,0.004458
1.336613,1.244385,0.003850,0.004649
1.337212,1.245706,0.003957,0.004794
1.338481,1.247005,0.004008,0.004847
1.340358,1.248686,0.003969,0.004899
1.341963,1.252035,0.003912,0.004950
1.343065,1.253207,0.004020,0.005095
1.343583,1.254446,0.004085,0.005399
1.344334,1.255855,0.004136,0.005562
1.345790,1.257394,0.004140,0.005663
1.347189,1.258580,0.004143,0.005903
1.348828,1.260458,0.004206,0.006254
1.349391,1.260677,0.004272,0.006464
1.350657,1.263060,0.004339,0.006629
1.351262,1.264632,0.004390,0.006841
1.352457,1.266447,0.004332,0.007052
1.355151,1.267650,0.004550,0.007266
1.356679,1.269233,0.004783,0.007432
1.357724,1.270893,0.004789,0.007646
1.359736,1.272482,0.004841,0.007811
1.360703,1.274141,0.005119,0.008119
1.361549,1.276375,0.005231,0.008381
1.363509,1.279417,0.005451,0.008391
1.365206,1.281209,0.005626,0.008495
1.367255,1.283084,0.005907,0.008663
1.367990,1.284229,0.006356,0.008831
1.368983,1.286252,0.006745,0.008889
1.371022,1.288107,0.007028,0.008994
1.373422,1.289543,0.007205,0.009051
1.374567,1.291638,0.007443,0.009109
1.375489,1.291802,0.007894,0.009215
1.376110,1.293938,0.008072,0.009273
1.378070,1.295290,0.008189,0.009428
1.379766,1.298186,0.008428,0.009439
1.381315,1.300180,0.008668,0.009545
1.383781,1.301663,0.008846,0.009604
1.384667,1.302437,0.009133,0.009761
1.386657,1.304773,0.009315,0.009869
1.388672,1.306058,0.009387,0.009929
1.389538,1.308254,0.009458,0.009939
1.391353,1.310259,0.009578,0.009999
1.392775,1.312524,0.009745,0.010156
1.394827,1.314044,0.009912,0.010313
1.396813,1.315796,0.009922,0.010373
1.397728,1.317860,0.009933,0.010531
1.399924,1.319478,0.010100,0.010787
1.402732,1.322024,0.010394,0.010995
1.404086,1.323679,0.010735,0.011270
1.405286,1.324394,0.011140,0.011642
1.406874,1.326233,0.011593,0.012015
1.408303,1.327494,0.011999,0.012340
1.411000,1.329048,0.012358,0.012567
1.413173,1.331120,0.012656,0.012893
1.415553,1.333682,0.013111,0.013269
1.417302,1.336223,0.013567,0.013694
1.418246,1.338502,0.014025,0.014170
1.420297,1.340995,0.014501,0.014549
1.422250,1.342043,0.014976,0.015077
1.424375,1.343257,0.015784,0.015753
1.426205,1.345207,0.016593,0.016332
1.427460,1.348657,0.017133,0.016764
1.429450,1.350316,0.017549,0.017195
1.432412,1.352349,0.017965,0.017663
1.433539,1.354777,0.018496,0.018131
1.435457,1.357027,0.018980,0.018667
1.437201,1.358510,0.019511,0.019304
1.438537,1.359005,0.020269,0.019992
1.439979,1.360228,0.021205,0.020782
1.443314,1.362397,0.022143,0.021624
1.444719,1.365804,0.023033,0.022584
1.446759,1.367424,0.023975,0.023446
1.448393,1.369554,0.024805,0.024310
1.450301,1.372164,0.025638,0.025076
1.450950,1.373717,0.026637,0.026047
1.453193,1.375079,0.027816,0.027121
1.455944,1.376966,0.029285,0.028362
1.457469,1.378944,0.030918,0.029758
1.459260,1.382429,0.032635,0.031056
1.461680,1.384254,0.034455,0.032627
1.463321,1.386018,0.036457,0.034388
1.465917,1.390088,0.038755,0.036204
1.469239,1.391006,0.041174,0.038348
1.471075,1.392779,0.043714,0.040565
1.472608,1.393941,0.046503,0.042887
1.473162,1.396591,0.049869,0.045522
1.474082,1.398915,0.053489,0.048589
1.475821,1.400134,0.057639,0.052071
1.478237,1.401844,0.062255,0.055884
1.480784,1.405190,0.067295,0.059878
1.481405,1.406739,0.072641,0.064308
1.482912,1.409007,0.078526,0.069110
1.483924,1.410195,0.085018,0.074300
1.485287,1.413291,0.091984,0.080031
1.487698,1.415863,0.098843,0.085614
1.490110,1.417156,0.102089,0.088191
1.492667,1.421134,0.105491,0.090985
1.494939,1.422561,0.109024,0.093769
1.495271,1.423568,0.112791,0.096751
1.497176,1.426386,0.116860,0.100092
1.499680,1.427892,0.120949,0.103453
1.501411,1.432012,0.125277,0.106841
