Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.272095,1.169299,0.002648,0.002260
1.272124,1.169482,0.002762,0.002341
1.272285,1.169608,0.002793,0.002407
1.272577,1.169971,0.002873,0.002402
1.272649,1.170399,0.002821,0.002399
1.273253,1.170805,0.002888,0.002445
1.274020,1.171089,0.002901,0.002440
1.275938,1.171633,0.002912,0.002478
1.276150,1.171779,0.002968,0.002523
1.276440,1.172162,0.003010,0.002526
1.276767,1.172687,0.003053,0.002529
1.277022,1.173008,0.003055,0.002574
1.277130,1.173877,0.003111,0.002578
1.277837,1.175296,0.003167,0.002709
1.277877,1.176007,0.003210,0.002755
1.279185,1.177436,0.003171,0.002715
1.279473,1.177716,0.003132,0.002805
1.280526,1.178168,0.003133,0.002808
1.281263,1.178020,0.003135,0.002898
1.281367,1.178759,0.003192,0.002944
1.281513,1.178584,0.003194,0.002991
1.282255,1.179165,0.003237,0.003037
1.282479,1.180766,0.003238,0.003085
1.283037,1.181127,0.003240,0.003131
1.282478,1.182008,0.003297,0.003265
1.284313,1.183549,0.003257,0.003269
1.284224,1.183781,0.003259,0.003315
1.285127,1.184212,0.003302,0.003319
1.285129,1.184496,0.003249,0.003323
1.285536,1.184894,0.003154,0.003370
1.285638,1.186169,0.003156,0.003461
1.285860,1.187512,0.003158,0.003422
1.286418,1.188153,0.003201,0.003469
1.286487,1.189211,0.003161,0.003429
1.286831,1.189708,0.003205,0.003477
1.287732,1.190436,0.003165,0.003481
1.288229,1.191545,0.003167,0.003573
1.288272,1.192025,0.003211,0.003533
1.288359,1.192886,0.003212,0.003581
1.288488,1.193249,0.003256,0.003541
1.289116,1.193955,0.003355,0.003544
1.289467,1.195115,0.003398,0.003637
1.289573,1.196109,0.003401,0.003730
1.289640,1.197689,0.003499,0.003734
1.289575,1.198834,0.003598,0.003783
1.289817,1.199892,0.003642,0.003742
1.289954,1.200327,0.003686,0.003702
1.290645,1.201196,0.003646,0.003706
1.291094,1.202561,0.003648,0.003754
1.291317,1.203609,0.003650,0.003714
1.291890,1.204828,0.003652,0.003718
1.291517,1.205744,0.003654,0.003723
1.291767,1.206556,0.003712,0.003862
1.292333,1.208039,0.003714,0.003866
1.292098,1.209004,0.003674,0.003916
1.293075,1.211139,0.003578,0.003964
1.292968,1.211950,0.003580,0.004015
1.293086,1.213425,0.003582,0.004020
1.293275,1.214404,0.003542,0.004024
1.292931,1.215177,0.003446,0.004028
1.293730,1.217138,0.003448,0.004077
1.293896,1.218089,0.003506,0.004218
1.294456,1.220003,0.003550,0.004268
1.294746,1.221407,0.003496,0.004227
1.295135,1.222443,0.003498,0.004322
1.294806,1.223987,0.003599,0.004510
1.294977,1.225797,0.003657,0.004607
1.295838,1.227198,0.003561,0.004567
1.295917,1.228356,0.003506,0.004525
1.296235,1.229550,0.003508,0.004484
1.296700,1.231013,0.003651,0.004581
1.296809,1.233586,0.003710,0.004633
1.297547,1.235295,0.003712,0.004638
1.297903,1.236387,0.003714,0.004688
1.298737,1.236907,0.003815,0.004739
1.299154,1.238151,0.003874,0.004883
1.299553,1.240251,0.003919,0.004888
1.299661,1.241294,0.003878,0.004847
1.300253,1.242510,0.003880,0.004944
1.300426,1.243670,0.003939,0.005042
1.300771,1.245861,0.003984,0.005050
1.300988,1.248240,0.003930,0.005166
1.301340,1.250179,0.003932,0.005311
1.302600,1.251476,0.004033,0.005612
1.303561,1.252691,0.004134,0.005866
1.303870,1.253949,0.004137,0.006029
1.304816,1.254937,0.004140,0.006035
1.304946,1.257198,0.004042,0.006291
1.306267,1.259183,0.004044,0.006547
1.306389,1.260203,0.004103,0.006851
1.306789,1.261494,0.004149,0.007015
1.307015,1.263545,0.004109,0.007226
1.307188,1.265748,0.004111,0.007577
1.307294,1.265814,0.004212,0.007882
1.308253,1.266587,0.004315,0.008094
1.309383,1.267700,0.004318,0.008260
1.309658,1.269281,0.004421,0.008364
1.310363,1.271277,0.004466,0.008530
1.311113,1.273884,0.004569,0.008634
1.312209,1.274786,0.004730,0.008738
1.312613,1.277317,0.004848,0.008842
1.313297,1.278627,0.004894,0.009009
1.314064,1.280043,0.005097,0.009066
1.315034,1.281458,0.005200,0.009123
1.315257,1.283585,0.005361,0.009086
1.315666,1.285979,0.005480,0.009143
1.316194,1.287573,0.005583,0.009152
1.316878,1.289401,0.005730,0.009163
1.317560,1.291244,0.006050,0.009221
1.318957,1.293037,0.006155,0.009279
1.319645,1.296039,0.006317,0.009338
1.320333,1.296690,0.006479,0.009348
1.320541,1.298396,0.006742,0.009358
1.321734,1.299404,0.006963,0.009465
1.321688,1.301164,0.007068,0.009621
1.322351,1.303117,0.007174,0.009680
1.323051,1.303989,0.007395,0.009738
1.323495,1.306876,0.007616,0.009797
1.324396,1.308957,0.007880,0.009906
1.326014,1.310809,0.007986,0.010013
1.326652,1.312072,0.008092,0.010073
1.327383,1.314308,0.008256,0.010131
1.328165,1.316438,0.008478,0.010191
1.328471,1.317783,0.008526,0.010300
1.329099,1.320145,0.008589,0.010409
1.329472,1.321535,0.008652,0.010616
1.329876,1.323381,0.008714,0.010921
1.330765,1.325264,0.008821,0.011178
1.331752,1.327392,0.008928,0.011337
1.332837,1.328310,0.009079,0.011498
1.333507,1.330571,0.009084,0.011822
1.333405,1.332362,0.009089,0.012195
1.334683,1.334165,0.009197,0.012453
1.335698,1.336235,0.009348,0.012729
1.336178,1.337671,0.009456,0.013055
1.336505,1.340249,0.009563,0.013380
1.336933,1.341958,0.009877,0.013806
1.338493,1.344939,0.010147,0.014182
1.338885,1.347324,0.010417,0.014462
1.339269,1.348450,0.010731,0.014740
1.339600,1.351133,0.011104,0.014971
1.341597,1.353207,0.011477,0.015153
1.342722,1.355270,0.011747,0.015534
1.343892,1.356656,0.012018,0.015916
1.344026,1.358746,0.012246,0.016349
1.345051,1.362349,0.012664,0.016767
1.345491,1.364072,0.013141,0.017185
1.345497,1.364743,0.013458,0.017670
1.346435,1.366611,0.013833,0.018089
1.346912,1.368717,0.014313,0.018627
1.347473,1.370154,0.014896,0.019047
1.348141,1.372593,0.015333,0.019688
1.349800,1.373637,0.015711,0.020279
1.350407,1.377044,0.016148,0.020921
1.351383,1.380269,0.016631,0.021666
1.351769,1.381380,0.017114,0.022210
1.352055,1.383655,0.017806,0.023059
1.352832,1.386130,0.018512,0.023656
1.354158,1.387915,0.019204,0.024423
1.354354,1.390738,0.020060,0.025023
1.355180,1.392394,0.020917,0.025795
1.355470,1.395119,0.021566,0.026669
1.356558,1.397496,0.022528,0.027766
1.357946,1.399062,0.023447,0.028745
1.358222,1.402254,0.024367,0.029880
1.358303,1.403430,0.025288,0.031237
1.359673,1.404474,0.026300,0.032532
1.360424,1.406026,0.027640,0.033999
1.361340,1.408357,0.028983,0.035622
1.361674,1.411625,0.030386,0.037421
1.362136,1.413581,0.031999,0.039478
1.362889,1.415828,0.033511,0.041387
1.363548,1.417975,0.035278,0.043677
1.364205,1.420863,0.037377,0.046231
1.365257,1.422551,0.039479,0.049219
1.366276,1.425019,0.041747,0.052039
1.366701,1.428127,0.042894,0.053295
1.367720,1.430677,0.043924,0.054485
1.368588,1.432260,0.045049,0.056019
1.368913,1.434435,0.046297,0.057456
1.369771,1.436101,0.047635,0.059022
1.370584,1.439316,0.049019,0.060588
1.371426,1.441736,0.050327,0.062314
