Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.178993,1.200799,0.005273,0.003663
1.192420,1.231354,0.005352,0.003797
1.192857,1.234635,0.005463,0.003854
1.193786,1.239901,0.005512,0.003949
1.194899,1.245506,0.005515,0.004030
1.196202,1.251614,0.005519,0.004100
1.197700,1.255911,0.005522,0.004161
1.198508,1.259056,0.005588,0.004215
1.200015,1.265541,0.005659,0.004344
1.199926,1.265644,0.005669,0.004394
1.204421,1.281677,0.005771,0.004445
1.205643,1.288591,0.005881,0.004495
1.206574,1.291003,0.005923,0.004720
1.208481,1.301093,0.006098,0.004851
1.223517,1.370190,0.006232,0.004902
1.225592,1.379485,0.006598,0.005334
1.226937,1.386152,0.006734,0.005400
1.227368,1.389493,0.006870,0.005504
1.230637,1.399756,0.006945,0.005658
1.233012,1.409550,0.007051,0.005675
1.235192,1.417027,0.007156,0.005779
1.236004,1.420269,0.007263,0.005884
1.238143,1.426447,0.007432,0.005990
1.240151,1.432796,0.007540,0.006136
1.251926,1.469200,0.007681,0.006331
1.255737,1.479432,0.009065,0.008425
1.257476,1.485276,0.009285,0.008771
1.260158,1.496547,0.009537,0.009031
1.264234,1.505365,0.009759,0.009331
1.265190,1.507515,0.009980,0.009684
1.267583,1.519298,0.010203,0.009897
1.271773,1.532027,0.010393,0.010204
1.272645,1.537241,0.010617,0.010566
1.275057,1.547348,0.010874,0.010919
1.280029,1.563509,0.011166,0.011273
1.281050,1.567220,0.011526,0.011722
1.284179,1.579734,0.011884,0.012041
1.288622,1.592131,0.012277,0.012457
