Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.760687,1.420847,0.002620,0.000196
1.761024,1.420803,0.002672,0.000276
1.765216,1.421570,0.002715,0.000288
1.768239,1.422814,0.002716,0.000262
1.772040,1.425867,0.002826,0.000273
1.776372,1.426670,0.002790,0.000324
1.780307,1.427537,0.002815,0.000329
1.783562,1.429136,0.002899,0.000307
1.787975,1.430759,0.002908,0.000334
1.792094,1.432559,0.003056,0.000334
1.795955,1.434551,0.003091,0.000396
1.796415,1.434498,0.003127,0.000423
1.804028,1.437017,0.003215,0.000460
1.806687,1.438882,0.003199,0.000486
1.811297,1.439220,0.003211,0.000460
1.813509,1.440735,0.003336,0.000461
1.813512,1.440325,0.003409,0.000426
1.822636,1.444109,0.003483,0.000463
1.826436,1.445728,0.003583,0.000490
1.829839,1.446693,0.003561,0.000464
1.833581,1.448489,0.003715,0.000529
1.837601,1.451049,0.003754,0.000502
1.840894,1.451778,0.003676,0.000502
1.844806,1.453259,0.003685,0.000439
1.848579,1.455439,0.003699,0.000476
1.851436,1.456797,0.003886,0.000505
1.851403,1.456918,0.004103,0.000606
1.859106,1.460270,0.004293,0.000635
1.863401,1.462576,0.004425,0.000609
1.866279,1.464991,0.004617,0.000801
1.869131,1.467550,0.004716,0.000839
1.869205,1.467653,0.004844,0.000812
1.876022,1.472040,0.005088,0.000980
1.879661,1.475903,0.005370,0.000980
1.882760,1.477781,0.005747,0.001008
1.886341,1.480887,0.006205,0.001011
1.886407,1.480779,0.006758,0.001206
1.894009,1.486626,0.007495,0.001337
1.899680,1.489535,0.008448,0.001606
1.903685,1.492929,0.009516,0.001841
1.908958,1.496866,0.010662,0.002180
1.909621,1.496870,0.012028,0.002577
1.919235,1.502874,0.013764,0.003208
1.923346,1.505050,0.016083,0.004101
1.927251,1.508015,0.019001,0.005000
1.934168,1.511557,0.022703,0.006294
1.934106,1.511469,0.027256,0.007956
1.947894,1.518802,0.032729,0.009864
1.954570,1.521104,0.039650,0.012546
1.960149,1.524431,0.048323,0.015898
1.964710,1.526202,0.058966,0.019896
1.964777,1.526134,0.071759,0.024636
1.982924,1.533405,0.086840,0.030324
1.990256,1.537877,0.091814,0.032241
1.999450,1.539680,0.097312,0.034376
2.002234,1.541094,0.103488,0.036703
2.002426,1.540525,0.110447,0.039324
2.019836,1.549951,0.118242,0.042173
2.030871,1.552182,0.126983,0.045371
2.036445,1.557473,0.136570,0.048994
