Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.760687,1.420847,0.002312,0.000704
1.760452,1.421035,0.002309,0.000729
1.762329,1.425026,0.002307,0.000750
1.763071,1.426473,0.002409,0.000767
1.764501,1.428010,0.002400,0.000737
1.764756,1.429536,0.002392,0.000784
1.770313,1.434458,0.002440,0.000757
1.772014,1.435527,0.002482,0.000733
1.773815,1.438788,0.002537,0.000771
1.774039,1.441955,0.002515,0.000776
1.774258,1.443366,0.002546,0.000806
1.775774,1.450107,0.002600,0.000780
1.776965,1.453046,0.002656,0.000719
1.777107,1.456306,0.002711,0.000785
1.779386,1.460613,0.002767,0.000853
1.779302,1.462362,0.002797,0.000919
1.781357,1.468044,0.002853,0.000885
1.781570,1.473006,0.002996,0.000888
1.783554,1.476765,0.002976,0.000891
1.784083,1.480097,0.003058,0.000893
1.784220,1.481349,0.003175,0.000803
1.785282,1.488702,0.003294,0.000871
1.785252,1.494074,0.003360,0.000910
1.785452,1.498482,0.003532,0.000913
1.785755,1.502554,0.003755,0.000889
1.785312,1.506482,0.003874,0.000865
1.787024,1.511897,0.004046,0.000961
1.786335,1.517167,0.004193,0.001058
1.786669,1.522300,0.004393,0.001102
1.786173,1.528603,0.004539,0.001147
1.787396,1.531421,0.004766,0.001152
1.787806,1.537490,0.005047,0.001330
1.788335,1.543877,0.005304,0.001540
1.788639,1.549275,0.005648,0.001750
1.789875,1.555525,0.005966,0.001999
1.791130,1.559182,0.006250,0.002317
1.792434,1.570121,0.006617,0.002541
1.792901,1.574155,0.007090,0.002825
1.792740,1.580979,0.007656,0.003249
1.794616,1.590431,0.008251,0.003716
1.796577,1.596849,0.009098,0.004255
1.798446,1.607753,0.010001,0.004939
1.799401,1.618427,0.011051,0.005736
1.799956,1.627008,0.012221,0.006712
1.802190,1.635842,0.013755,0.007765
1.803873,1.639795,0.015439,0.009188
1.807491,1.654543,0.017410,0.010724
1.810038,1.663741,0.019632,0.012412
1.813040,1.672527,0.022369,0.014624
1.814667,1.680320,0.025678,0.017208
1.816084,1.684834,0.029707,0.020346
1.819305,1.697096,0.034409,0.024093
1.821614,1.704129,0.040040,0.028779
1.824077,1.712951,0.046505,0.034203
1.826227,1.721305,0.048785,0.036074
1.827490,1.725138,0.051185,0.038150
1.830919,1.733240,0.053881,0.040354
1.833374,1.741127,0.056867,0.042803
1.835567,1.751193,0.060188,0.045415
1.838525,1.760186,0.063729,0.048414
1.840773,1.765942,0.067722,0.051615
