Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.249901,1.287412,0.001351,0.000112
1.250224,1.288152,0.001339,0.000128
1.248907,1.287848,0.001330,0.000089
1.246869,1.287934,0.001323,0.000058
1.244516,1.287870,0.001316,0.000074
1.243132,1.287632,0.001311,0.000118
1.242437,1.287459,0.001307,0.000155
1.241906,1.287312,0.001304,0.000128
1.242171,1.287407,0.001305,0.000162
1.243028,1.287635,0.001330,0.000213
1.245541,1.287805,0.001331,0.000248
1.246490,1.288322,0.001333,0.000273
1.247197,1.288527,0.001304,0.000273
1.247949,1.288509,0.001306,0.000273
1.249371,1.289431,0.001307,0.000273
1.251222,1.289611,0.001308,0.000214
1.251739,1.290194,0.001310,0.000180
1.252131,1.290331,0.001311,0.000214
1.252748,1.290559,0.001343,0.000274
1.253257,1.291156,0.001345,0.000214
1.254053,1.291217,0.001346,0.000188
1.255596,1.291412,0.001401,0.000163
1.256856,1.291588,0.001434,0.000197
1.258290,1.291789,0.001435,0.000223
1.259156,1.292170,0.001383,0.000172
1.260657,1.293946,0.001416,0.000172
1.261239,1.293909,0.001471,0.000172
1.262038,1.294487,0.001527,0.000173
1.262846,1.294644,0.001529,0.000207
1.263548,1.295257,0.001530,0.000173
1.264132,1.295894,0.001563,0.000259
1.265054,1.296272,0.001650,0.000319
1.266058,1.296495,0.001706,0.000346
1.267406,1.296718,0.001677,0.000320
1.268714,1.296714,0.001709,0.000380
1.269720,1.296776,0.001766,0.000433
1.271195,1.297093,0.001823,0.000459
1.272115,1.297290,0.001848,0.000485
1.272741,1.297509,0.001850,0.000459
1.273542,1.297805,0.001883,0.000486
1.274700,1.297965,0.001940,0.000538
1.276029,1.297678,0.001998,0.000564
1.276898,1.298485,0.002000,0.000617
1.277402,1.298353,0.002001,0.000643
1.278277,1.298581,0.002058,0.000730
1.279514,1.298675,0.002140,0.000757
1.281039,1.300011,0.002166,0.000757
1.281810,1.300525,0.002145,0.000732
