Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002961,0.002428
1.000836,0.999778,0.002978,0.002562
1.000828,0.999729,0.003061,0.002636
1.002584,1.004934,0.003067,0.002697
1.003243,1.007134,0.003101,0.002749
1.005607,1.008501,0.003130,0.002793
1.006562,1.009085,0.003131,0.002858
1.006529,1.009091,0.003155,0.002891
1.009730,1.013418,0.003229,0.002956
1.010263,1.016469,0.003281,0.003076
1.010853,1.017891,0.003379,0.003171
1.011289,1.018820,0.003454,0.003260
1.011315,1.018777,0.003506,0.003326
1.013631,1.022347,0.003613,0.003422
1.015082,1.025340,0.003720,0.003546
1.016540,1.027392,0.003774,0.003589
1.017741,1.029260,0.003881,0.003659
1.018105,1.032042,0.003943,0.003728
1.019089,1.034120,0.004098,0.003797
1.019810,1.036632,0.004231,0.003891
1.021073,1.040935,0.004387,0.004019
1.022286,1.043569,0.004464,0.004149
1.024032,1.047363,0.004645,0.004278
1.024629,1.050530,0.004708,0.004442
1.026069,1.055323,0.004841,0.004573
1.027109,1.059134,0.004952,0.004762
1.028883,1.063008,0.005111,0.004954
1.030133,1.067958,0.005294,0.005086
1.031756,1.072136,0.005422,0.005338
1.033302,1.077084,0.005575,0.005474
1.035126,1.081397,0.005808,0.005752
1.035715,1.083173,0.005986,0.005924
1.035686,1.083182,0.006220,0.006146
1.040768,1.093434,0.006456,0.006440
1.042317,1.097595,0.006717,0.006771
1.045301,1.101846,0.007003,0.007034
1.046371,1.104513,0.007442,0.007334
1.046353,1.104528,0.007812,0.007660
1.050442,1.113411,0.008326,0.007991
1.052080,1.117593,0.008892,0.008419
1.054973,1.122018,0.009460,0.008877
1.056500,1.124898,0.010087,0.009346
1.056488,1.124982,0.010813,0.009840
1.061694,1.135289,0.011648,0.010341
1.063943,1.139517,0.012510,0.011005
1.065572,1.143655,0.013508,0.011738
1.067697,1.147439,0.014705,0.012626
1.067743,1.147523,0.016055,0.013655
1.073744,1.158866,0.017540,0.014708
1.075632,1.162859,0.019287,0.015934
1.077055,1.167081,0.021296,0.017521
1.079081,1.170373,0.023653,0.019413
1.079076,1.170313,0.026501,0.021738
1.084649,1.182738,0.029749,0.024501
1.086886,1.187732,0.030874,0.025385
1.088016,1.192218,0.032141,0.026330
1.091155,1.195734,0.033516,0.027386
1.093452,1.201657,0.034970,0.028677
1.096061,1.206312,0.036551,0.030075
1.098603,1.213053,0.038397,0.031566
1.100946,1.217093,0.040360,0.033186
