Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.338367,1.247761,0.002883,0.002595
1.340052,1.248102,0.002873,0.002617
1.343223,1.248921,0.002899,0.002683
1.345165,1.249855,0.002922,0.002695
1.345706,1.252983,0.002971,0.002744
1.348363,1.253660,0.003013,0.002786
1.350548,1.254552,0.003075,0.002823
1.351473,1.255623,0.003129,0.002856
1.353388,1.255653,0.003285,0.002948
1.356182,1.257247,0.003340,0.003010
1.358560,1.259654,0.003419,0.003095
1.359803,1.261849,0.003451,0.003157
1.359771,1.261637,0.003482,0.003220
1.364107,1.265918,0.003584,0.003259
1.366688,1.269493,0.003663,0.003298
1.369576,1.271792,0.003719,0.003363
1.371637,1.274976,0.003798,0.003402
1.374095,1.278080,0.003911,0.003491
1.377298,1.281253,0.003967,0.003588
1.379333,1.283817,0.004025,0.003596
1.382304,1.286788,0.004115,0.003686
1.384491,1.290499,0.004125,0.003719
1.384524,1.290553,0.004159,0.003809
1.391065,1.297476,0.004148,0.003875
1.394317,1.301536,0.004239,0.003908
1.396369,1.303991,0.004331,0.003975
1.399859,1.307167,0.004497,0.004099
1.403339,1.311073,0.004663,0.004225
1.407357,1.315131,0.004830,0.004408
1.410241,1.319168,0.004998,0.004558
1.414749,1.323405,0.005166,0.004711
1.417511,1.325463,0.005334,0.004920
1.417645,1.325194,0.005447,0.005050
1.426310,1.334036,0.005717,0.005204
1.430773,1.337099,0.005938,0.005449
1.434339,1.341960,0.006128,0.005579
1.438544,1.345349,0.006484,0.005800
1.440956,1.347285,0.006842,0.005965
1.447338,1.352540,0.007194,0.006155
1.450928,1.356395,0.007623,0.006404
1.456845,1.359749,0.008090,0.006690
1.462453,1.364870,0.008558,0.006944
1.462382,1.364901,0.009156,0.007207
1.471714,1.372363,0.009756,0.007499
1.476450,1.376133,0.010496,0.007850
1.483857,1.380803,0.011316,0.008327
1.488495,1.384875,0.012250,0.008778
1.488535,1.384892,0.013343,0.009318
1.501638,1.393265,0.014450,0.009832
1.507343,1.398327,0.015743,0.010402
1.511433,1.401241,0.017345,0.011103
1.516398,1.405716,0.018946,0.011870
1.516460,1.405762,0.020966,0.012947
1.530215,1.416165,0.023292,0.014151
1.535252,1.419410,0.024144,0.014621
1.539287,1.421930,0.025027,0.015054
1.546265,1.426954,0.026023,0.015558
1.546299,1.426785,0.027022,0.016104
1.555917,1.435558,0.028178,0.016666
1.562966,1.439504,0.029356,0.017307
1.567974,1.444114,0.030678,0.017763
