Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.145300,1.137201,0.000592,0.002017
1.144685,1.137654,0.000526,0.002005
1.146806,1.137877,0.000531,0.002107
1.148179,1.138144,0.000575,0.002147
1.148719,1.140280,0.000611,0.002048
1.149075,1.141167,0.000564,0.002001
1.149686,1.141480,0.000566,0.001961
1.150395,1.141861,0.000634,0.001958
1.151979,1.142219,0.000636,0.002035
1.153900,1.142477,0.000715,0.002080
1.154695,1.143035,0.000812,0.002081
1.155321,1.143501,0.000812,0.001978
1.156226,1.144901,0.000842,0.001938
1.157798,1.146190,0.000921,0.001983
1.159014,1.146320,0.001029,0.002016
1.161125,1.146497,0.001176,0.001912
1.162671,1.146446,0.001244,0.001849
1.163561,1.145330,0.001313,0.001852
1.164739,1.145623,0.001354,0.001855
1.164835,1.145824,0.001433,0.001964
1.165602,1.145004,0.001610,0.001966
1.166919,1.147282,0.001680,0.001968
1.168987,1.147506,0.001721,0.002013
1.169167,1.148141,0.001792,0.002016
1.171246,1.148278,0.001794,0.001975
1.172016,1.148426,0.001874,0.002010
1.172479,1.148516,0.002023,0.002044
1.173371,1.148798,0.002133,0.002090
1.175987,1.149921,0.002165,0.002093
1.176999,1.150161,0.002168,0.002030
1.179164,1.150598,0.002200,0.001998
1.180142,1.151426,0.002311,0.002032
1.180647,1.151692,0.002383,0.001958
1.181351,1.152374,0.002454,0.001884
1.182659,1.152976,0.002486,0.001843
1.184300,1.153342,0.002489,0.001812
1.185012,1.153730,0.002561,0.001814
1.185529,1.153945,0.002594,0.001850
1.186569,1.154461,0.002597,0.001853
1.187530,1.154931,0.002629,0.001855
1.188677,1.155447,0.002662,0.001824
1.189062,1.156554,0.002695,0.001826
1.191521,1.157328,0.002698,0.001784
1.191784,1.158095,0.002701,0.001821
1.193594,1.158474,0.002704,0.001966
1.194596,1.160354,0.002778,0.002145
1.195616,1.161601,0.002821,0.002258
1.195952,1.162237,0.002824,0.002372
1.196593,1.163260,0.002827,0.002552
1.197646,1.164208,0.002830,0.002633
1.198256,1.165557,0.002833,0.002813
1.198782,1.166721,0.002836,0.002927
1.199732,1.167359,0.002839,0.002964
1.200768,1.168508,0.002842,0.003068
1.200950,1.169102,0.002845,0.003216
1.201107,1.169882,0.002848,0.003364
1.201550,1.170834,0.002892,0.003479
1.202826,1.171329,0.002967,0.003628
1.204016,1.172713,0.002970,0.003699
1.205235,1.173209,0.002973,0.003771
1.206099,1.174032,0.002947,0.003842
1.206876,1.174974,0.002981,0.003914
1.207806,1.176124,0.003056,0.003952
1.208414,1.176766,0.003060,0.003957
1.208990,1.178420,0.003104,0.004029
1.209285,1.180766,0.003180,0.004067
1.210234,1.181705,0.003327,0.004139
1.211336,1.182694,0.003403,0.004212
1.211859,1.184130,0.003406,0.004216
1.213055,1.185181,0.003451,0.004221
1.213486,1.186159,0.003568,0.004259
1.215616,1.187212,0.003644,0.004332
1.216550,1.188604,0.003617,0.004337
1.216423,1.190939,0.003621,0.004342
1.216995,1.191580,0.003697,0.004381
1.217641,1.191910,0.003774,0.004455
1.218690,1.192545,0.003851,0.004529
1.218982,1.194472,0.003824,0.004533
1.220683,1.195678,0.003827,0.004538
1.221725,1.196342,0.003862,0.004577
1.222603,1.198789,0.003940,0.004687
1.223444,1.199915,0.003946,0.004726
1.224349,1.200981,0.003877,0.004732
1.224937,1.202115,0.003922,0.004772
1.225990,1.203275,0.003958,0.004846
1.227700,1.204843,0.003994,0.004955
1.228749,1.207689,0.004031,0.004996
1.230908,1.209225,0.004141,0.005000
1.231777,1.210359,0.004218,0.005040
1.232716,1.210992,0.004297,0.005116
1.234316,1.212367,0.004408,0.005192
1.235537,1.215660,0.004530,0.005163
1.235979,1.216386,0.004715,0.005167
1.237128,1.216968,0.004868,0.005243
1.239924,1.217987,0.004989,0.005319
1.241145,1.219102,0.005070,0.005360
1.241841,1.220540,0.005225,0.005472
1.243648,1.223253,0.005496,0.005654
1.244335,1.225339,0.005725,0.005802
1.246504,1.227143,0.005955,0.006033
1.248632,1.227934,0.006111,0.006193
1.249834,1.228838,0.006268,0.006425
1.251054,1.231082,0.006424,0.006607
1.252550,1.232917,0.006655,0.006791
1.253624,1.234813,0.006812,0.006988
1.255209,1.236179,0.006937,0.007150
1.257787,1.237017,0.006977,0.007417
1.260193,1.239218,0.007060,0.007720
1.262471,1.241911,0.007261,0.007953
1.264869,1.244177,0.007452,0.008151
1.264996,1.245182,0.007578,0.008314
1.266089,1.246389,0.007586,0.008477
1.268474,1.247684,0.007670,0.008605
1.270852,1.249074,0.007831,0.008805
1.272977,1.251019,0.008003,0.008851
1.274686,1.252727,0.008131,0.008933
1.276293,1.254594,0.008336,0.008943
1.278015,1.255917,0.008586,0.009108
1.279426,1.257808,0.008868,0.009274
1.283105,1.260176,0.009151,0.009465
1.285476,1.261979,0.009391,0.009656
1.288631,1.263568,0.009674,0.009848
1.289874,1.266363,0.009957,0.010113
1.291531,1.268212,0.010242,0.010305
1.293730,1.269510,0.010494,0.010533
1.296771,1.271237,0.010812,0.010799
1.299288,1.273199,0.011174,0.011113
1.300647,1.275740,0.011571,0.011392
1.300880,1.276663,0.011936,0.011635
1.302576,1.277283,0.012257,0.012024
1.304807,1.278922,0.012734,0.012488
1.307440,1.280834,0.013180,0.013061
1.310700,1.282338,0.013660,0.013599
1.313013,1.285546,0.014152,0.014139
1.314582,1.287280,0.014756,0.014656
1.317426,1.289322,0.015440,0.015322
1.319484,1.290980,0.016282,0.016026
1.321642,1.292756,0.017045,0.016657
1.324395,1.294272,0.017765,0.017398
1.325694,1.295828,0.018486,0.018104
1.328339,1.298145,0.019376,0.018811
1.329915,1.300658,0.020345,0.019507
1.332817,1.302758,0.021442,0.020402
1.336334,1.304053,0.022607,0.021410
1.337967,1.305631,0.023864,0.022396
1.339059,1.308689,0.025204,0.023460
1.341231,1.310450,0.026659,0.024525
1.343192,1.310896,0.028162,0.025754
1.344355,1.313183,0.029781,0.027060
1.347570,1.315243,0.031415,0.028519
1.349255,1.317540,0.033166,0.030019
1.351632,1.318983,0.035092,0.031522
1.353795,1.319889,0.037258,0.033152
1.355526,1.320714,0.039712,0.034936
1.357288,1.322710,0.042535,0.036924
1.360895,1.324196,0.045239,0.039103
1.362812,1.326120,0.047979,0.041245
1.365046,1.328819,0.050885,0.043468
1.366344,1.329873,0.053967,0.045858
1.368030,1.332429,0.057364,0.048317
1.371323,1.333134,0.060941,0.050945
1.375681,1.333957,0.064765,0.053780
1.377016,1.336323,0.068964,0.056773
1.378950,1.338408,0.073459,0.060128
1.380122,1.339860,0.078237,0.063438
1.380437,1.341397,0.083441,0.067011
1.383521,1.342713,0.088979,0.071021
1.386846,1.344601,0.094931,0.075306
1.389311,1.345537,0.101313,0.079879
1.392041,1.346602,0.108067,0.084896
1.393285,1.348846,0.115527,0.090127
1.394204,1.350291,0.123708,0.096046
1.397000,1.352405,0.132526,0.102375
1.400404,1.354376,0.141975,0.109061
1.401324,1.355660,0.151240,0.115687
1.405660,1.357727,0.155597,0.118816
1.407541,1.359758,0.160153,0.122098
1.409422,1.361437,0.164841,0.125523
1.411148,1.362842,0.169757,0.128922
1.414266,1.364582,0.175038,0.132706
1.416047,1.366054,0.180458,0.136576
1.420767,1.366908,0.185977,0.140515
