,S111S1,S111S4,S112S2,S112S3,S112S4,S113S3,S113S4,S143S1,S143S2,S144S3,S144S4
0,0.007246637716889381,0.023038294166326523,0.005175621714442968,0.05427906662225723,0.006411418784409761,0.004484939388930798,0.00750246737152338,0.0005228560767136514,0.0017129372572526336,0.017185548320412636,0.012044030241668224
5,0.006997368298470974,0.022050784900784492,0.005341539159417152,0.004945263732224703,0.0025222208350896835,0.012171044945716858,0.06143118441104889,0.000427145860157907,0.0016699426341801882,0.01507310476154089,0.011734625324606895
10,0.006707814056426287,0.007140930276364088,0.0060028573498129845,0.006201440934091806,0.0019707325845956802,0.001965415431186557,0.06661905348300934,0.0005828872672282159,0.0018249999266117811,0.017505982890725136,0.010771090164780617
15,0.007073533721268177,0.022342057898640633,0.004990135319530964,0.09959094226360321,0.004990939982235432,0.004565857816487551,0.0599045604467392,0.0004981769598089159,0.0015081471065059304,0.0035492433235049248,0.012513518333435059
20,0.007150126155465841,0.014509832486510277,0.005101290065795183,0.006922438275068998,0.011296910233795643,0.007729636505246162,0.009392865002155304,0.0006727050058543682,0.0018962665926665068,0.0036578457802534103,0.011932866647839546
25,0.007148009724915028,0.025118660181760788,0.00516272708773613,0.006106661632657051,0.012320762500166893,0.04940123111009598,0.008706440217792988,0.0003681782109197229,0.0018377251690253615,0.005564997438341379,0.012346137315034866
30,0.0071110716089606285,0.02342493087053299,0.010876033455133438,0.09240522235631943,0.006510516628623009,0.058682747185230255,0.05084741860628128,0.0006441386067308486,0.0019548111595213413,0.014973281882703304,0.012338442727923393
35,0.007567938417196274,0.024018485099077225,0.014774654991924763,0.08336957544088364,0.15672093629837036,0.06047884374856949,0.06108337268233299,0.0005667256191372871,0.0023760064505040646,0.015286559239029884,0.013475291430950165
40,0.007485333364456892,0.026500338688492775,0.07923060655593872,0.10842837393283844,0.18781203031539917,0.0658545047044754,0.074221171438694,0.0007850254769437015,0.002123998710885644,0.017293846234679222,0.008062788285315037
