Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.167390,1.210529,0.002770,0.003006
1.169639,1.210762,0.002814,0.003033
1.170005,1.210780,0.002885,0.003055
1.175827,1.210512,0.002913,0.003073
1.179169,1.210464,0.002995,0.003089
1.181481,1.209610,0.003039,0.003103
1.185828,1.209802,0.003103,0.003115
1.186122,1.210554,0.003135,0.003126
1.187831,1.211100,0.003239,0.003185
1.189665,1.211585,0.003322,0.003244
1.190442,1.211817,0.003404,0.003249
1.194120,1.213238,0.003565,0.003285
1.197320,1.212553,0.003625,0.003314
1.199364,1.212225,0.003708,0.003320
1.202989,1.212628,0.003815,0.003325
1.205875,1.212644,0.003955,0.003355
1.209015,1.213247,0.004073,0.003384
1.212635,1.214126,0.004060,0.003389
1.215369,1.214392,0.004145,0.003419
1.217654,1.215098,0.004242,0.003480
1.221547,1.216604,0.004362,0.003485
1.225107,1.218261,0.004509,0.003515
1.227742,1.219400,0.004706,0.003520
1.232282,1.221592,0.004904,0.003559
1.236440,1.223724,0.005079,0.003644
1.238023,1.225429,0.005254,0.003706
1.241951,1.227017,0.005474,0.003825
1.246121,1.229995,0.005752,0.003976
1.249732,1.231895,0.006066,0.004119
1.254922,1.235334,0.006432,0.004262
1.258554,1.237720,0.006766,0.004415
1.261063,1.239868,0.007180,0.004591
1.266573,1.243128,0.007790,0.004792
1.270224,1.246147,0.008457,0.005002
1.275237,1.249369,0.009121,0.005205
1.280191,1.251949,0.009900,0.005465
1.285461,1.255116,0.010684,0.005790
1.289827,1.257629,0.011666,0.006140
1.294061,1.259549,0.012786,0.006493
1.300261,1.262457,0.014132,0.006822
1.305925,1.265017,0.015703,0.007291
1.311737,1.267696,0.017479,0.007737
1.317294,1.271493,0.019485,0.008210
1.322037,1.273780,0.021664,0.008775
1.328945,1.275292,0.024104,0.009432
1.336081,1.279407,0.026671,0.010082
1.341171,1.281272,0.029361,0.010801
1.348881,1.282592,0.032480,0.011612
1.355384,1.285498,0.036082,0.012593
1.362691,1.288454,0.040470,0.013794
1.369630,1.290524,0.045699,0.015257
1.376705,1.293062,0.052075,0.016902
1.383331,1.295781,0.059316,0.018902
1.392555,1.298762,0.061859,0.019574
1.398680,1.301800,0.064529,0.020348
1.404218,1.302400,0.067393,0.021106
1.412343,1.305595,0.070356,0.021954
1.419977,1.307994,0.073564,0.022847
1.429458,1.310255,0.077096,0.023838
1.434901,1.313258,0.080968,0.024903
