Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003801,0.003310
1.000979,1.000448,0.003825,0.003346
1.004386,1.000741,0.003799,0.003444
1.006088,1.001185,0.003961,0.003573
1.008031,1.003424,0.003969,0.003682
1.010345,1.004884,0.003975,0.003774
1.011650,1.007067,0.004060,0.003855
1.012638,1.009826,0.004061,0.003925
1.013385,1.011447,0.004175,0.004016
1.014999,1.015734,0.004289,0.004142
1.017476,1.020304,0.004329,0.004233
1.020217,1.022607,0.004476,0.004359
1.020410,1.026841,0.004623,0.004451
1.022732,1.029885,0.004709,0.004543
1.024657,1.033679,0.004920,0.004716
1.026080,1.038253,0.005134,0.004809
1.028926,1.043385,0.005347,0.004902
1.031226,1.048628,0.005624,0.004949
1.033462,1.052313,0.005735,0.004961
1.035929,1.056421,0.005918,0.005021
1.038380,1.061872,0.006165,0.005034
1.041625,1.066660,0.006309,0.005046
1.044273,1.071742,0.006558,0.005108
1.047435,1.076956,0.006734,0.005120
1.049688,1.082412,0.006878,0.005218
1.051345,1.085532,0.007162,0.005279
1.055160,1.090871,0.007308,0.005292
1.057455,1.095670,0.007489,0.005440
1.061071,1.100564,0.007669,0.005502
1.064184,1.105180,0.007752,0.005564
1.068590,1.110553,0.007804,0.005663
1.070414,1.114099,0.007856,0.005726
1.074272,1.117881,0.007976,0.005875
1.076842,1.121994,0.008128,0.005976
1.081102,1.126839,0.008358,0.005940
1.084124,1.130277,0.008523,0.006129
1.087966,1.135119,0.008789,0.006368
1.090609,1.137951,0.009023,0.006559
1.092486,1.141914,0.009257,0.006888
1.094797,1.146252,0.009559,0.007132
1.098363,1.150363,0.009762,0.007414
1.101317,1.155067,0.010032,0.007783
1.104351,1.160521,0.010237,0.007980
1.106654,1.161915,0.010510,0.008212
1.109665,1.166401,0.010817,0.008497
1.113361,1.170790,0.011091,0.008745
1.116793,1.175336,0.011435,0.009070
1.119425,1.179052,0.011782,0.009308
1.122503,1.185798,0.012130,0.009648
1.125275,1.189509,0.012469,0.010024
1.129530,1.194600,0.012891,0.010227
1.132544,1.200696,0.013281,0.010471
1.137119,1.205546,0.013849,0.010899
1.139739,1.210839,0.014452,0.011239
1.144671,1.217042,0.014635,0.011322
1.146684,1.220631,0.014883,0.011417
1.151791,1.225318,0.015128,0.011477
1.155928,1.230730,0.015414,0.011598
1.160041,1.236795,0.015704,0.011818
1.163904,1.240683,0.016054,0.011998
1.167334,1.246352,0.016488,0.012221
