Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.005273,0.003663
1.011389,1.025445,0.005352,0.003797
1.011759,1.028178,0.005463,0.003854
1.012547,1.032563,0.005512,0.003949
1.013491,1.037231,0.005515,0.004030
1.014596,1.042318,0.005519,0.004100
1.015867,1.045896,0.005522,0.004161
1.016552,1.048516,0.005588,0.004215
1.017830,1.053916,0.005659,0.004344
1.017755,1.054002,0.005669,0.004394
1.021567,1.067354,0.005771,0.004445
1.022604,1.073111,0.005881,0.004495
1.023394,1.075120,0.005923,0.004720
1.025011,1.083523,0.006098,0.004851
1.037765,1.141066,0.006232,0.004902
1.039524,1.148806,0.006598,0.005334
1.040665,1.154358,0.006734,0.005400
1.041030,1.157140,0.006870,0.005504
1.043803,1.165687,0.006945,0.005658
1.045818,1.173843,0.007051,0.005675
1.047667,1.180070,0.007156,0.005779
1.048355,1.182770,0.007263,0.005884
1.050170,1.187915,0.007432,0.005990
1.051873,1.193202,0.007540,0.006136
1.061861,1.223519,0.007681,0.006331
1.065093,1.232040,0.009065,0.008425
1.066568,1.236906,0.009285,0.008771
1.068843,1.246292,0.009537,0.009031
1.072300,1.253636,0.009759,0.009331
1.073110,1.255427,0.009980,0.009684
1.075141,1.265240,0.010203,0.009897
1.078694,1.275840,0.010393,0.010204
1.079434,1.280182,0.010617,0.010566
1.081480,1.288599,0.010874,0.010919
1.085697,1.302058,0.011166,0.011273
1.086563,1.305147,0.011526,0.011722
1.089217,1.315569,0.011884,0.012041
1.092985,1.325893,0.012277,0.012457
