Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.183690,1.315730,0.001720,0.001070
1.184025,1.315669,0.001720,0.001077
1.184262,1.315889,0.001721,0.001124
1.184333,1.316185,0.001673,0.001164
1.184706,1.316897,0.001711,0.001196
1.184688,1.317615,0.001712,0.001224
1.184954,1.317744,0.001742,0.001218
1.185051,1.318205,0.001741,0.001184
1.185124,1.318871,0.001680,0.001214
1.185324,1.319384,0.001743,0.001311
1.185442,1.320117,0.001779,0.001379
1.185782,1.321036,0.001780,0.001380
1.187977,1.323869,0.001746,0.001437
1.188693,1.326186,0.001747,0.001467
1.188889,1.326667,0.001685,0.001497
1.188879,1.327969,0.001660,0.001498
1.189057,1.328501,0.001688,0.001499
1.189179,1.329419,0.001689,0.001540
1.189518,1.330049,0.001689,0.001541
1.189442,1.330022,0.001628,0.001514
1.189628,1.330844,0.001629,0.001487
1.189814,1.334522,0.001666,0.001517
1.189893,1.335435,0.001667,0.001576
1.190057,1.335909,0.001668,0.001549
1.190147,1.336554,0.001642,0.001455
1.190310,1.337094,0.001706,0.001391
1.190420,1.337589,0.001770,0.001421
1.190557,1.338034,0.001770,0.001577
1.192090,1.338652,0.001771,0.001618
1.193036,1.339600,0.001808,0.001658
1.193227,1.341073,0.001872,0.001727
1.193400,1.343356,0.001873,0.001758
1.194281,1.343933,0.001874,0.001760
1.194452,1.344867,0.001874,0.001830
1.194721,1.345540,0.001911,0.001832
1.194914,1.346188,0.001975,0.001901
1.195050,1.347191,0.001977,0.001903
1.195057,1.347681,0.001978,0.001875
1.195450,1.348278,0.001978,0.001877
1.195698,1.350174,0.002006,0.001878
1.195886,1.352823,0.002035,0.001919
1.196074,1.354121,0.002010,0.002020
1.196175,1.354733,0.002010,0.001993
1.196433,1.355801,0.002047,0.002025
1.196677,1.357904,0.002112,0.002028
1.196829,1.358460,0.002140,0.002090
1.197510,1.359229,0.002205,0.002131
1.198512,1.359699,0.002233,0.002164
1.199367,1.360244,0.002298,0.002226
1.199717,1.361857,0.002362,0.002326
1.200473,1.364303,0.002391,0.002388
1.200769,1.365343,0.002392,0.002460
1.201736,1.366291,0.002393,0.002491
1.202052,1.367280,0.002494,0.002592
1.202378,1.368598,0.002596,0.002664
1.202417,1.370135,0.002698,0.002756
1.202588,1.370725,0.002763,0.002790
1.203150,1.371250,0.002928,0.002823
1.203292,1.372433,0.003057,0.002856
1.203672,1.373044,0.003186,0.002948
1.203972,1.375780,0.003252,0.002982
1.206279,1.377050,0.003318,0.003105
1.206511,1.378649,0.003512,0.003169
1.206773,1.379454,0.003678,0.003203
1.207225,1.381055,0.003808,0.003297
1.208076,1.381498,0.003938,0.003361
1.208306,1.382203,0.004095,0.003425
1.208622,1.383940,0.004289,0.003558
1.210517,1.384994,0.004447,0.003653
1.211874,1.386679,0.004541,0.003777
1.212174,1.387805,0.004571,0.003781
1.212936,1.389530,0.004665,0.003877
1.213253,1.392208,0.004759,0.003941
1.213903,1.394115,0.004890,0.004067
1.213826,1.394648,0.004957,0.004132
1.214999,1.395023,0.005024,0.004198
1.215918,1.396384,0.005091,0.004172
1.217709,1.397262,0.005131,0.004299
1.218111,1.398554,0.005198,0.004395
1.218992,1.399370,0.005293,0.004462
1.219374,1.400787,0.005333,0.004559
1.220374,1.402946,0.005373,0.004717
1.220722,1.404800,0.005468,0.004876
1.221204,1.407156,0.005610,0.005046
1.221622,1.408812,0.005752,0.005185
1.222236,1.410352,0.005820,0.005416
1.223931,1.411081,0.005925,0.005556
1.224286,1.413279,0.006067,0.005788
1.224793,1.414015,0.006200,0.005960
1.225629,1.415398,0.006370,0.006162
1.228184,1.416315,0.006606,0.006396
1.229046,1.418083,0.006841,0.006816
1.229021,1.418924,0.007077,0.007020
1.230954,1.421479,0.007313,0.007286
1.231564,1.422947,0.007522,0.007522
1.231986,1.424597,0.007786,0.007789
1.232966,1.426112,0.008088,0.008089
1.233895,1.428749,0.008362,0.008462
1.234631,1.429565,0.008562,0.008794
1.235317,1.431426,0.008893,0.009190
1.235790,1.432404,0.009262,0.009524
1.236663,1.434661,0.009593,0.009859
1.237676,1.436137,0.009887,0.010256
1.239733,1.437798,0.010126,0.010655
1.240789,1.439179,0.010393,0.011085
1.241231,1.440721,0.010698,0.011580
1.243078,1.443990,0.011003,0.011950
1.244123,1.444917,0.011308,0.012489
1.245031,1.447334,0.011614,0.012998
1.246164,1.449685,0.012080,0.013697
1.246185,1.450783,0.012490,0.014366
1.247482,1.451732,0.012862,0.015005
1.248340,1.453235,0.013198,0.015646
1.248853,1.454951,0.013637,0.016352
1.249516,1.456168,0.013974,0.017091
1.250559,1.457456,0.014386,0.017895
1.252060,1.459467,0.014892,0.018732
1.253878,1.461587,0.015400,0.019583
1.255275,1.462431,0.016011,0.020564
1.255923,1.464965,0.016557,0.021481
1.257905,1.466911,0.017103,0.022400
1.259418,1.468207,0.017678,0.023353
1.259989,1.470138,0.018254,0.024372
1.260572,1.472251,0.018858,0.025393
1.261214,1.475147,0.019342,0.026492
1.262596,1.477952,0.019919,0.027626
1.263200,1.480507,0.020564,0.028859
1.264666,1.484210,0.021351,0.030127
1.265383,1.486148,0.022102,0.031333
1.267525,1.487383,0.022919,0.032639
1.269516,1.488975,0.023738,0.034056
1.270491,1.490987,0.024558,0.035606
1.272400,1.494256,0.025416,0.037159
1.273811,1.496675,0.026304,0.038782
1.274270,1.498631,0.027326,0.040646
1.274931,1.500373,0.028311,0.042483
1.276302,1.502719,0.029307,0.044464
1.276844,1.505735,0.030332,0.046374
1.278164,1.507506,0.031358,0.048349
1.279304,1.509470,0.032451,0.050296
1.281292,1.510899,0.033516,0.052445
1.283369,1.513672,0.034612,0.054609
1.284086,1.515615,0.035670,0.056832
1.285885,1.518605,0.036797,0.059267
1.287119,1.521218,0.037935,0.061719
1.287877,1.524642,0.039141,0.064265
1.289481,1.526472,0.040320,0.066893
1.289890,1.528210,0.041625,0.069693
1.290385,1.530786,0.042969,0.072510
1.291606,1.532674,0.044211,0.075323
1.292917,1.535864,0.045558,0.078385
1.295049,1.538377,0.047004,0.081486
1.297301,1.540407,0.048450,0.084837
1.298392,1.543476,0.050013,0.088342
1.299036,1.545809,0.051607,0.091987
1.300350,1.547513,0.053261,0.095608
1.301070,1.551347,0.054859,0.099230
1.302614,1.553520,0.056592,0.103002
1.303391,1.555934,0.058366,0.106850
1.303769,1.558632,0.060171,0.110875
1.305298,1.561710,0.061939,0.114986
1.306305,1.563627,0.063815,0.119240
1.308070,1.565393,0.065693,0.123640
1.309777,1.566611,0.067603,0.128150
1.311425,1.569141,0.069727,0.132960
1.311913,1.571257,0.071921,0.137884
1.313506,1.571740,0.074156,0.143054
1.314402,1.573551,0.076530,0.148483
1.315280,1.576017,0.078964,0.154127
1.316439,1.579302,0.081547,0.159999
1.317120,1.580507,0.084336,0.166245
1.318053,1.582591,0.087400,0.173062
1.319282,1.585208,0.090546,0.180281
1.320975,1.587129,0.093822,0.187901
1.322480,1.588930,0.097142,0.195392
1.322877,1.592132,0.098744,0.198970
1.324097,1.593206,0.100389,0.202644
1.325301,1.595524,0.102097,0.206395
1.326567,1.598266,0.103875,0.210382
1.328269,1.599674,0.105640,0.214404
1.329313,1.601708,0.107453,0.218601
1.330491,1.603369,0.109385,0.222975
