Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.307914,1.321735,0.003555,-0.001113
1.308577,1.320589,0.003536,-0.001086
1.308653,1.321619,0.003569,-0.001066
1.309217,1.322132,0.003553,-0.001113
1.311347,1.323905,0.003539,-0.001093
1.311230,1.325368,0.003528,-0.001131
1.311474,1.326038,0.003518,-0.001164
1.311490,1.326370,0.003542,-0.001145
1.311439,1.326893,0.003576,-0.001100
1.311766,1.329938,0.003611,-0.001030
1.311580,1.330515,0.003569,-0.001078
1.311857,1.331145,0.003647,-0.001126
1.311888,1.331782,0.003649,-0.001127
1.312013,1.332371,0.003651,-0.001128
1.313035,1.334172,0.003653,-0.001048
1.313980,1.335225,0.003742,-0.001096
1.314415,1.336270,0.003776,-0.001097
1.314472,1.339475,0.003746,-0.001098
1.314564,1.340169,0.003748,-0.001100
1.314546,1.340586,0.003750,-0.001149
1.314856,1.341022,0.003752,-0.001103
1.314888,1.341723,0.003830,-0.001104
1.315594,1.342734,0.003832,-0.001069
1.315035,1.343284,0.003878,-0.001070
1.315891,1.346203,0.003923,-0.001106
1.316144,1.347628,0.004001,-0.001060
1.316373,1.348578,0.003960,-0.000978
1.316775,1.349173,0.003962,-0.000979
1.317118,1.349795,0.004084,-0.000907
1.317464,1.350449,0.004087,-0.000872
1.317543,1.351387,0.004046,-0.000753
1.318286,1.352394,0.004092,-0.000718
1.318346,1.354579,0.004170,-0.000683
1.318578,1.355446,0.004292,-0.000563
1.318937,1.356235,0.004415,-0.000407
1.319700,1.356603,0.004493,-0.000335
1.320168,1.358071,0.004452,-0.000216
1.320219,1.359027,0.004454,-0.000180
1.319957,1.359071,0.004457,-0.000144
1.320095,1.359614,0.004459,-0.000181
1.320299,1.360473,0.004461,-0.000109
1.321206,1.361087,0.004508,-0.000072
1.320936,1.361914,0.004510,0.000000
1.320929,1.362621,0.004469,0.000000
1.321174,1.363991,0.004471,-0.000000
1.321266,1.364374,0.004430,0.000000
1.322258,1.364973,0.004432,0.000037
1.322676,1.365173,0.004391,-0.000050
1.323360,1.364980,0.004306,-0.000050
1.322851,1.364997,0.004264,-0.000160
1.322840,1.366100,0.004311,-0.000123
1.323315,1.366695,0.004358,-0.000086
