x prx pry gtx gty
1.0 0.2688001113739124 -0.33486237635524624 0.0 0.0
1.28995 2.197288110481945 1.6065228987473974 2.2060000896453857 1.5549999475479126
1.288881 2.1733186530156536 1.584187709133495 2.177999973297119 1.5089999437332153
1.289391 2.1899135931725953 1.604432724401911 2.1559998989105225 1.5140000581741333
1.289744 2.1970512218425027 1.6103674042711678 2.138000011444092 1.5180000066757202
1.289322 2.2218114845089656 1.663613319666817 2.124000072479248 1.5219999551773071
1.289932 2.2343018964359063 1.6743961131378087 2.1520001888275146 1.524999976158142
1.293904 2.295826363903957 1.7031770557656793 2.1389999389648438 1.496999979019165
1.294492 2.305511318751389 1.7075242618936384 2.1629998683929443 1.5299999713897705
1.294996 2.316599397985246 1.7163490522351792 2.191999912261963 1.6159999370574951
1.295755 2.3309580841307618 1.7248633643218843 2.194999933242798 1.6169999837875366
1.296425 2.3441147785353755 1.7329584585659545 2.197000026702881 1.5609999895095825
1.296993 2.357012636717478 1.7429555268299362 2.1989998817443848 1.590999960899353
1.297551 2.367379455679243 1.7480666141089294 2.2360000610351562 1.5920000076293945
1.298241 2.382574069960887 1.7587085607266097 2.2740001678466797 1.593000054359436
1.300984 2.4365541761868235 1.7843377459002383 2.2770001888275146 1.6790000200271606
1.302253 2.4628493451309796 1.7964589672176985 2.2789998054504395 1.7079999446868896
1.302804 2.47645608023623 1.8057948533796335 2.316999912261963 1.7379999160766602
1.303704 2.4970994601422922 1.817122062137607 2.319000005722046 1.7669999599456787
1.30499 2.5245816242531265 1.8275056374281737 2.382999897003174 1.7389999628067017
1.305556 2.5413841237433252 1.8416774933965387 2.4210000038146973 1.6829999685287476
1.306172 2.5563256233037013 1.849488454931758 2.388000011444092 1.6549999713897705
1.307092 2.582263166913501 1.8683465773022172 2.390000104904175 1.7130000591278076
1.310173 2.664712065715667 1.9149043279677216 2.4200000762939453 1.7430000305175781
1.310547 2.680261012281207 1.9324780279099798 2.3960001468658447 1.74399995803833
1.312092 2.7258655952537842 1.9606449463714812 2.364000082015991 1.7450000047683716
1.312943 2.755696099140799 1.9858796818949254 2.4009997844696045 1.746000051498413
1.314637 2.8060707376694567 2.012128466617026 2.4659998416900635 1.746999979019165
1.315283 2.8255812929063673 2.021692974422837 2.5320000648498535 1.777000069618225
1.315951 2.8462514793475626 2.0320726075378355 2.5350000858306885 1.777999997138977
1.316537 2.865639200890704 2.0436619925318436 2.501999855041504 1.78000009059906
1.318612 2.9313069182777425 2.0724777151943723 2.4689998626708984 1.809000015258789
1.319721 2.9677035814579282 2.0877534112870277 2.4719998836517334 1.8969999551773071
1.320326 2.989083357440559 2.099026717258964 2.5369999408721924 1.9270000457763672
1.322179 3.0533461070695007 2.1254183008958374 2.5399999618530273 2.0139999389648438
1.322777 3.0795738334655773 2.14741688523084 2.506999969482422 2.1589999198913574
1.32484 3.1549820750112474 2.175128759659215 2.5450000762939453 2.246000051498413
1.326036 3.2068905817270066 2.2099038434753333 2.6469998359680176 2.2760000228881836
1.326439 3.223413114826514 2.2179884507753735 2.7129998207092285 2.2780001163482666
1.327243 3.255954101232999 2.231483931978792 2.7799999713897705 2.2209999561309814
1.328133 3.2995111010648204 2.267119142598204 2.818000078201294 2.30899977684021
1.329136 3.349880630360636 2.3087419660412523 2.8480000495910645 2.3960001468658447
1.329765 3.3827325541152713 2.337318530450924 2.888000011444092 2.427000045776367
1.330788 3.42923969846105 2.3605314720243054 2.8919999599456787 2.4570000171661377
1.331771 3.484130426524383 2.4111421911666118 2.921999931335449 2.5450000762939453
1.333005 3.5436197703707717 2.4418337933283567 2.9240000247955322 2.6430001258850098
1.333684 3.5777036043767354 2.4607474080428293 2.990999937057495 2.703000068664551
1.335017 3.641782301171999 2.4839009790069695 3.058000087738037 2.7039999961853027
1.336375 3.7104268127693163 2.510813649115458 3.0980000495910645 2.7060000896453857
1.337473 3.767716320210803 2.532563615580035 3.0739998817443848 2.7360000610351562
1.338902 3.8457117723778134 2.564238548972238 3.0759999752044678 2.73799991607666
1.339987 3.906625804874521 2.587350805864262 3.1059999465942383 2.797999858856201
1.341766 4.01233096106991 2.633206107859903 3.138000011444092 2.8570001125335693
1.342132 4.036466126162134 2.6499725932680187 3.115000009536743 2.9170000553131104
1.343485 4.1189784284306175 2.67707237211712 3.053999900817871 3.0350000858306885
1.343964 4.154454836675429 2.7104766120940997 3.121999979019165 3.065999984741211
1.34428 4.1795723091309345 2.7387839496052533 3.190000057220459 3.0959999561309814
1.345021 4.2258307624867255 2.7494853575585068 3.257999897003174 3.1560001373291016
1.345441 4.258595187631894 2.781835278812324 3.3550000190734863 3.129000186920166
1.346289 4.319172713503849 2.819729426659838 3.4230000972747803 3.1010000705718994
1.347275 4.386688990547266 2.844679105721865 3.5920000076293945 3.0350000858306885
1.348029 4.446706251778767 2.8957621411384844 3.7260000705718994 3.065999984741211
1.349435 4.551854501608308 2.9497921268797764 3.888000011444092 3.068000078201294
1.350413 4.63108946316369 3.0053221383045745 3.984999895095825 3.1669998168945312
1.351508 4.716689090047136 3.0439861436144606 4.145999908447266 3.197999954223633
1.352421 4.788412083388603 3.068986719115684 4.447000026702881 3.2289998531341553
1.352949 4.832721957404744 3.0931858864292545 4.647000312805176 3.2309999465942383
1.354156 4.933004852901307 3.1325084100495744 4.755000114440918 3.2720000743865967
1.35462 4.973003182655415 3.150572258352527 4.918000221252441 3.312999963760376
1.355181 5.021946662233521 3.172072199600164 5.144999980926514 3.3539998531341553
1.357105 5.192468630969623 3.2283024892612473 5.309000015258789 3.3949999809265137
1.358567 5.331453528825187 3.289679485179316 5.444999694824219 3.4660000801086426
1.3589 5.364472319884147 3.3075693166030247 5.543999671936035 3.506999969482422
1.359881 5.461008348474862 3.344319013369223 5.615000247955322 3.694999933242798
1.360259 5.499917832737343 3.365461336819369 5.751999855041504 3.7660000324249268
1.360562 5.536420309521217 3.4158076441179364 5.888999938964844 3.8370001316070557
1.3622 5.714668973988666 3.5324481203075155 5.998000144958496 3.878000020980835
1.362748 5.774600621876421 3.563143858575969 6.043000221252441 3.9779999256134033
1.36325 5.833704379235756 3.6120738295041286 6.115000247955322 3.9800000190734863
1.364164 5.934491366897384 3.6487869444919894 6.224999904632568 4.021999835968018
1.365313 6.072499309376495 3.741944903123886 6.260000228881836 4.063000202178955
1.365845 6.136804971317015 3.7791531174353614 6.372000217437744 4.164000034332275
1.367135 6.2912079385858 3.8373504651153203 6.4730000495910645 4.165999889373779
1.367682 6.359686072026831 3.870189239353188 6.517999649047852 4.197999954223633
1.369506 6.590053145134506 3.941559675986255 6.5920000076293945 4.201000213623047
1.370355 6.70362676613034 3.9895531139941958 6.703999996185303 4.232999801635742
1.370963 6.787876430619979 4.033533034127351 6.843999862670898 4.195000171661377
1.371519 6.879742307805959 4.165370986131828 7.023000240325928 4.197000026702881
1.372375 7.001826599775989 4.222750089888081 7.201999664306641 4.111000061035156
1.373261 7.132653626668329 4.290778204980417 7.447999954223633 4.11299991607666
1.374758 7.354669114287011 4.365441922617828 7.627999782562256 4.144999980926514
1.375291 7.4376890416728125 4.402506840738717 7.809000015258789 4.177000045776367
1.376688 7.659291534392075 4.485627685395844 8.017999649047852 4.150000095367432
1.376907 7.695442303751621 4.502893305516282 8.303999900817871 4.11299991607666
1.378459 7.959099594532221 4.632423317621245 8.484999656677246 4.174999713897705
1.379834 8.1973716772774 4.709110250218898 8.704999923706055 4.265999794006348
1.380928 8.406031126323692 4.859281136577632 8.88700008392334 4.298999786376953
1.381849 8.577248729447776 4.9189331759562505 9.108000755310059 4.331000328063965
1.382329 8.695902336243499 5.116040549474978 9.356999397277832 4.304000377655029
1.383686 8.96430739121306 5.2326098920408315 9.57800006866455 4.335999965667725
1.384735 9.177206885583333 5.313195958075173 9.790999412536621 4.428999900817871
1.386311 9.509528653928019 5.4342048929326525 10.043000221252441 4.590000152587891
1.387056 9.672656887313778 5.494881499373771 10.297000885009766 4.7129998207092285
1.387502 9.775813538530482 5.5525222365410825 10.64699935913086 4.865000247955322
1.388946 10.105664433363607 5.6656963040715285 10.862000465393066 5.01800012588501
1.390224 10.416008647182643 5.803356713371781 11.07800006866455 5.139999866485596
1.390906 10.584062264418652 5.863971946741171 11.390999794006348 5.293000221252441
1.392189 10.938159548398264 6.127972119438697 11.714000701904297 5.50600004196167
1.393603 11.317126902210667 6.2860666561422995 12.0 5.789000034332275
1.395616 11.88485140958324 6.516993169394296 12.35300064086914 5.941999912261963
1.396348 12.101768932378105 6.611378773967105 12.708000183105469 6.095999717712402
1.396593 12.181297327077564 6.668946262170169 13.102999687194824 6.25
1.399591 13.114866413752925 7.0141496699776305 13.595999717712402 6.463000297546387
1.400605 13.45132772463423 7.141505495464576 14.060999870300293 6.707000255584717
1.401269 13.693134603739018 7.291322910716494 14.593999862670898 6.921000003814697
1.402473 14.117376400766986 7.459736643367179 15.169000625610352 7.085000038146973
1.404399 14.875698006854897 7.903844359399272 15.675999641418457 7.310999870300293
1.404818 15.050922117333489 8.013654368088988 16.145000457763672 7.5360002517700195
1.405823 15.444978900663763 8.167557459407519 16.617000579833984 7.761000156402588
1.408096 16.358470798906392 8.462276373837053 17.156999588012695 8.017000198364258
1.408845 16.695152264044808 8.630711289017375 17.836999893188477 8.27400016784668
1.411588 17.909207577745544 9.025782659629519 18.487998962402344 8.530000686645508
1.412937 18.565382630380476 9.297772377724648 19.10099983215332 8.786999702453613
