# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-9.170155910990798406e-05,1.000000000000000000e+00,-6.322964755071830726e-04
1.002598196545926967e+00,2.659345214187331958e-03,1.002172226532195509e+00,-6.322964755071830726e-04
1.005349228182790711e+00,1.742329623088251711e-03,1.004965089216446783e+00,2.709842037887927454e-04
1.008100259819654676e+00,3.576360805286411555e-03,1.007757951900698279e+00,-6.322964755071830726e-04
1.011004126547455195e+00,2.659345214187331958e-03,1.010550814584949553e+00,-6.322964755071830726e-04
1.013755158184319161e+00,8.253140319891720056e-04,1.013343677269200827e+00,2.709842037887927454e-04
1.016506189821182904e+00,3.576360805286411555e-03,1.016136539953452322e+00,-6.322964755071830726e-04
1.019257221458046869e+00,2.659345214187331958e-03,1.018929402637703596e+00,-6.322964755071830726e-04
1.021396912731163065e+00,3.576360805286411555e-03,1.021101629169899105e+00,1.174264883084768672e-03
1.024147944368027030e+00,1.742329623088251711e-03,1.023894491854150379e+00,2.709842037887927454e-04
1.027051811095827549e+00,3.576360805286411555e-03,1.026687354538401875e+00,2.709842037887927454e-04
1.029955677823628291e+00,4.493376396385491585e-03,1.029635376260667146e+00,2.709842037887927454e-04
1.032706709460492256e+00,3.576360805286411555e-03,1.032428238944918419e+00,-6.322964755071830726e-04
1.035610576188292775e+00,1.742329623088251711e-03,1.035221101629169915e+00,1.174264883084768672e-03
1.038514442916093516e+00,4.493376396385491585e-03,1.038169123351435186e+00,2.709842037887927454e-04
1.040806969280146710e+00,2.659345214187331958e-03,1.040806826997672685e+00,1.174264883084768672e-03
1.043558000917010675e+00,2.659345214187331958e-03,1.043134212567881969e+00,2.709842037887927454e-04
1.046461867644811194e+00,4.493376396385491585e-03,1.046082234290147461e+00,1.174264883084768672e-03
1.049212899281675160e+00,2.659345214187331958e-03,1.049030256012412732e+00,1.174264883084768672e-03
1.052269601100412677e+00,3.576360805286411555e-03,1.051823118696664006e+00,2.709842037887927454e-04
1.055173467828213418e+00,3.576360805286411555e-03,1.054771140418929276e+00,1.174264883084768672e-03
1.058077334556013938e+00,1.742329623088251711e-03,1.057719162141194769e+00,2.077545562380744490e-03
1.060981201283814679e+00,4.493376396385491585e-03,1.060667183863460039e+00,2.077545562380744490e-03
1.063120892556931096e+00,3.576360805286411555e-03,1.062839410395655548e+00,2.980826241676720525e-03
1.066024759284731838e+00,2.659345214187331958e-03,1.065787432117920819e+00,2.980826241676720525e-03
1.069081461103469355e+00,3.576360805286411555e-03,1.068735453840186089e+00,4.787387600268672161e-03
1.071985327831270096e+00,2.659345214187331958e-03,1.071683475562451360e+00,2.077545562380744490e-03
1.074889194559070837e+00,4.493376396385491585e-03,1.074631497284716852e+00,3.884106920972696560e-03
1.077945896377808355e+00,4.493376396385491585e-03,1.077579519006982123e+00,4.787387600268672161e-03
1.080849763105609096e+00,1.742329623088251711e-03,1.080527540729247393e+00,2.077545562380744490e-03
1.083295124560599065e+00,4.493376396385491585e-03,1.083320403413498889e+00,5.690668279564647762e-03
1.086046156197462809e+00,2.659345214187331958e-03,1.085647788983708173e+00,3.884106920972696560e-03
1.089102858016200548e+00,2.659345214187331958e-03,1.088750969743987662e+00,3.884106920972696560e-03
1.092006724744001289e+00,4.493376396385491585e-03,1.091698991466252933e+00,5.690668279564647762e-03
1.095063426562738806e+00,2.659345214187331958e-03,1.094802172226532200e+00,2.980826241676720525e-03
1.098120128381476546e+00,4.493376396385491585e-03,1.097750193948797470e+00,5.690668279564647762e-03
1.101176830200214063e+00,4.493376396385491585e-03,1.100853374709076737e+00,4.787387600268672161e-03
1.104233532018951580e+00,3.576360805286411555e-03,1.103801396431342008e+00,3.884106920972696560e-03
1.106526058383004774e+00,4.493376396385491585e-03,1.106128782001551514e+00,5.690668279564647762e-03
1.109582760201742291e+00,2.659345214187331958e-03,1.109231962761830781e+00,5.690668279564647762e-03
1.112639462020479808e+00,2.659345214187331958e-03,1.112335143522110270e+00,6.593948958860623363e-03
1.115696163839217325e+00,4.493376396385491585e-03,1.115438324282389315e+00,6.593948958860623363e-03
1.118752865657955065e+00,1.742329623088251711e-03,1.118541505042668804e+00,7.497229638156599832e-03
1.121809567476692582e+00,4.493376396385491585e-03,1.121489526764934075e+00,8.490838385382172906e-03
1.124866269295430321e+00,3.576360805286411555e-03,1.124592707525213342e+00,1.210396110256607705e-02
1.127464465841357066e+00,3.576360805286411555e-03,1.127540729247478613e+00,1.120068042327010058e-02
1.130368332569157808e+00,4.493376396385491585e-03,1.130023273855702115e+00,1.300724178186205351e-02
1.133425034387895547e+00,4.493376396385491585e-03,1.133126454615981382e+00,1.391052246115802825e-02
1.136634571297569840e+00,5.318690428374663916e-03,1.136384794414274646e+00,1.571708381974998292e-02
1.139844108207244355e+00,5.318690428374663916e-03,1.139487975174553913e+00,1.851725392556750546e-02
1.142900810025981873e+00,5.318690428374663916e-03,1.142591155934833180e+00,1.851725392556750546e-02
1.146110346935656388e+00,6.235706019473743512e-03,1.145849495733126444e+00,2.122709596345543487e-02
1.149167048754393905e+00,8.986752792770983170e-03,1.148952676493405711e+00,2.393693800134336080e-02
1.151612410209384096e+00,8.986752792770983170e-03,1.151280062063615217e+00,2.854366946575283628e-02
1.154821947119058612e+00,1.173779956606822196e-02,1.154538401861908481e+00,3.125351150364076569e-02
1.158031484028732905e+00,1.265481515716730329e-02,1.157641582622187748e+00,3.766680432664219064e-02
1.161241020938407420e+00,1.265481515716730329e-02,1.160899922420481012e+00,4.308648840241804945e-02
1.164450557848081935e+00,1.448884633936546248e-02,1.164003103180760279e+00,4.859650054612350140e-02
1.167660094757756450e+00,1.632287752156362168e-02,1.167261442979053543e+00,5.500979336912492634e-02
1.170716796576493968e+00,1.806520714465187361e-02,1.170364623739332810e+00,6.223603880349274503e-02
1.173467828213357711e+00,1.540586193046454208e-02,1.173467804499612077e+00,7.045589298508611598e-02
1.176371694941158452e+00,1.989923832685003280e-02,1.176105508145849354e+00,7.867574716667949386e-02
1.179734066941769743e+00,1.989923832685003280e-02,1.179363847944142618e+00,8.599232066897691262e-02
1.182943603851444259e+00,2.631834746454359691e-02,1.182622187742435882e+00,9.872857824705015550e-02
1.186305975852055772e+00,2.989470826983000457e-02,1.185880527540729146e+00,1.087549937872354933e-01
1.189515512761730065e+00,3.447978622532540255e-02,1.189138867339022632e+00,1.215815794332383570e-01
1.192725049671404580e+00,3.631381740752356174e-02,1.192397207137315673e+00,1.361243983699035598e-01
1.196087421672015871e+00,4.080719380390905593e-02,1.195655546935608937e+00,1.507575453744983696e-01
1.198532783127006063e+00,4.630928735050353351e-02,1.198138091543832440e+00,1.589773995560917474e-01
1.201895155127617354e+00,4.997734971489985883e-02,1.201551590380139478e+00,1.771333412099408700e-01
1.205257527128228645e+00,5.089436530599893843e-02,1.204809930178432964e+00,1.917664882145357075e-01
1.208619899128839936e+00,5.997281965787982366e-02,1.208223429014740002e+00,2.127225999742023144e-01
1.211982271129451449e+00,6.630022723646347704e-02,1.211481768813033266e+00,2.300655890166850570e-01
1.215344643130062519e+00,7.271933637415703422e-02,1.214895267649340527e+00,2.501184200970557048e-01
1.218707015130674032e+00,7.904674395274068066e-02,1.218153607447633791e+00,2.701712511774264081e-01
1.221458046767537775e+00,8.363182190823609252e-02,1.221411947245927054e+00,2.884175208992050821e-01
