# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-1.075311509472667414e-03,1.000000000000000000e+00,-3.860414138515016243e-03
1.002591512795594442e+00,-2.481488098783078190e-04,1.002234993614304015e+00,-3.860414138515016243e-03
1.005344995140913467e+00,-2.481488098783078190e-04,1.005108556832694733e+00,-4.699634603409584728e-03
1.008260447035957297e+00,-1.075311509472667414e-03,1.007822477650063719e+00,-4.699634603409584728e-03
1.011013929381276322e+00,-2.481488098783078190e-04,1.010696040868454659e+00,-4.699634603409584728e-03
1.013767411726595347e+00,-1.075311509472667414e-03,1.013409961685823646e+00,-3.860414138515016243e-03
1.016682863621639177e+00,-2.481488098783078190e-04,1.016283524904214586e+00,-2.937271627130990780e-03
1.019436345966958202e+00,-2.481488098783078190e-04,1.018997445721583572e+00,-4.699634603409584728e-03
1.021541950113378672e+00,-1.075311509472667414e-03,1.021072796934865856e+00,-3.860414138515016243e-03
1.024295432458697697e+00,-1.075311509472667414e-03,1.023946360153256574e+00,-3.860414138515016243e-03
1.027210884353741527e+00,-2.481488098783078190e-04,1.026819923371647514e+00,-4.699634603409584728e-03
1.029964366699060552e+00,-1.075311509472667414e-03,1.029693486590038232e+00,-3.860414138515016243e-03
1.032879818594104160e+00,-2.481488098783078190e-04,1.032567049808429172e+00,-4.699634603409584728e-03
1.035633300939423407e+00,-2.481488098783078190e-04,1.035280970625798158e+00,-3.860414138515016243e-03
1.038548752834467015e+00,5.790138897160515595e-04,1.038154533844189098e+00,-2.937271627130990780e-03
1.040816326530612290e+00,-2.481488098783078190e-04,1.040868454661558085e+00,-3.860414138515016243e-03
1.043569808875931315e+00,-1.075311509472667414e-03,1.043103448275862100e+00,-3.860414138515016243e-03
1.046323291221250340e+00,5.790138897160515595e-04,1.046136653895274549e+00,-4.699634603409584728e-03
1.049400712666018753e+00,5.790138897160515595e-04,1.049010217113665266e+00,-3.860414138515016243e-03
1.052154195011337778e+00,-1.075311509472667414e-03,1.051883780332056206e+00,-2.937271627130990780e-03
1.055069646906381609e+00,-2.481488098783078190e-04,1.054757343550446924e+00,-1.258830697341852944e-03
1.057985098801425217e+00,5.790138897160515595e-04,1.057630906768837864e+00,-2.937271627130990780e-03
1.060900550696469047e+00,5.790138897160515595e-04,1.060504469987228582e+00,-2.098051162236421862e-03
1.063168124392614100e+00,5.790138897160515595e-04,1.062739463601532597e+00,-2.098051162236421862e-03
1.066083576287657930e+00,5.790138897160515595e-04,1.065613026819923315e+00,-2.098051162236421862e-03
1.068999028182701760e+00,5.790138897160515595e-04,1.068646232439335764e+00,-1.258830697341852944e-03
1.071914480077745369e+00,5.790138897160515595e-04,1.071679438058748435e+00,4.196102324472843507e-04
1.074991901522513782e+00,5.790138897160515595e-04,1.074553001277139153e+00,-1.258830697341852944e-03
1.077907353417557390e+00,5.790138897160515595e-04,1.077586206896551602e+00,1.258830697341852944e-03
1.080822805312601220e+00,5.790138897160515595e-04,1.080459770114942541e+00,4.196102324472843507e-04
1.083252348558470857e+00,5.790138897160515595e-04,1.083333333333333259e+00,1.258830697341852944e-03
