# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-1.921355093320217030e-03,1.000000000000000000e+00,4.639723606097116292e-04
1.001767920282867319e+00,-0.000000000000000000e+00,1.002995008319467640e+00,4.639723606097116292e-04
1.003375120540019205e+00,-9.606775466601085150e-04,1.006322795341098253e+00,1.391917081829134725e-03
1.005143040822886524e+00,-9.606775466601085150e-04,1.009983361064891838e+00,3.247806524267981675e-03
1.006910961105753843e+00,-9.606775466601085150e-04,1.013477537437604159e+00,1.391917081829134725e-03
1.008678881388620940e+00,-0.000000000000000000e+00,1.016805324459234550e+00,1.391917081829134725e-03
1.010125361620057838e+00,-9.606775466601085150e-04,1.020133111480865384e+00,2.319861803048558092e-03
1.011893281902925157e+00,9.606775466601085150e-04,1.023128119800332803e+00,3.247806524267981675e-03
1.013500482160077043e+00,-0.000000000000000000e+00,1.026622296173044901e+00,4.175751245487403958e-03
1.015268402442944362e+00,-0.000000000000000000e+00,1.030282861896838709e+00,3.247806524267981675e-03
1.017036322725811681e+00,9.606775466601085150e-04,1.033777038269550808e+00,3.247806524267981675e-03
1.018804243008678778e+00,-0.000000000000000000e+00,1.037437603993344615e+00,6.031640687926251125e-03
1.020250723240115676e+00,-0.000000000000000000e+00,1.040765391014975005e+00,4.175751245487403958e-03
1.021857923497267784e+00,-0.000000000000000000e+00,1.043760399334442646e+00,3.247806524267981675e-03
1.023625843780134881e+00,-0.000000000000000000e+00,1.047420965058236231e+00,6.959585409145673841e-03
1.025393764063002200e+00,-0.000000000000000000e+00,1.051081530782030038e+00,5.103695966706827541e-03
1.027161684345869519e+00,9.606775466601085150e-04,1.054742096505823623e+00,4.175751245487403958e-03
1.028929604628736616e+00,6.628675071954749122e-03,1.058569051580698916e+00,6.031640687926251125e-03
1.030376084860173513e+00,3.842710186640434060e-03,1.061896838602329529e+00,4.175751245487403958e-03
1.032144005143040610e+00,5.764065279960650656e-03,1.064891846921797169e+00,6.959585409145673841e-03
1.033911925425907929e+00,5.764065279960650656e-03,1.068718801996672241e+00,6.031640687926251125e-03
1.035679845708775249e+00,4.803387733300542792e-03,1.072379367720466048e+00,4.175751245487403958e-03
1.037608486017357778e+00,6.628675071954749122e-03,1.076206322795341119e+00,6.959585409145673841e-03
1.039376406300225097e+00,7.589352618614856986e-03,1.079866888519134926e+00,6.959585409145673841e-03
1.040822886531661773e+00,9.510707711935075317e-03,1.083361064891847025e+00,7.887530130365097425e-03
1.042590806814529092e+00,1.431409544523561637e-02,1.086356073211314444e+00,9.743419572803942857e-03
1.044358727097396411e+00,1.335341789857551024e-02,1.090183028286189737e+00,8.815474851584520141e-03
