# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,3.346266653950853080e-04
1.003351955307262511e+00,-0.000000000000000000e+00,1.001463652626443324e+00,-5.855966644413993297e-04
1.006863527533918390e+00,-0.000000000000000000e+00,1.003252561392096398e+00,-5.855966644413993297e-04
1.010375099760574491e+00,8.523483731908480755e-04,1.005041470157749250e+00,3.346266653950853080e-04
1.013886671987230592e+00,-0.000000000000000000e+00,1.006667750853797338e+00,3.346266653950853080e-04
1.017398244213886693e+00,-0.000000000000000000e+00,1.008456659619450413e+00,3.346266653950853080e-04
1.020271348762968877e+00,-0.000000000000000000e+00,1.010082940315498501e+00,3.346266653950853080e-04
1.023623304070231388e+00,-0.000000000000000000e+00,1.011546592941941825e+00,-5.855966644413993297e-04
1.027134876296887489e+00,-0.000000000000000000e+00,1.013335501707594677e+00,3.346266653950853080e-04
1.030806065442936958e+00,-0.000000000000000000e+00,1.014961782403642987e+00,-5.855966644413993297e-04
1.034317637669593060e+00,-0.000000000000000000e+00,1.016750691169295839e+00,-5.855966644413993297e-04
1.037988826815642307e+00,-0.000000000000000000e+00,1.018539599934948692e+00,3.346266653950853080e-04
1.040861931364724491e+00,-0.000000000000000000e+00,1.020165880630996780e+00,-5.855966644413993297e-04
1.044213886671987002e+00,-0.000000000000000000e+00,1.021629533257440325e+00,-5.855966644413993297e-04
1.047885075818036693e+00,-0.000000000000000000e+00,1.023418442023093178e+00,1.171193328882798659e-03
1.051556264964086163e+00,-0.000000000000000000e+00,1.025207350788746252e+00,-5.855966644413993297e-04
1.055227454110135632e+00,-0.000000000000000000e+00,1.026996259554399105e+00,-5.855966644413993297e-04
1.058739026336791511e+00,8.523483731908480755e-04,1.028785168320052179e+00,-5.855966644413993297e-04
1.061771747805267285e+00,-0.000000000000000000e+00,1.030411449016100267e+00,-5.855966644413993297e-04
1.065283320031923386e+00,-0.000000000000000000e+00,1.031875101642543369e+00,-5.855966644413993297e-04
1.068954509177972856e+00,-0.000000000000000000e+00,1.033664010408196443e+00,-5.855966644413993297e-04
