# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-7.795208947652639605e-04,1.000000000000000000e+00,-3.818729493422620344e-04
1.001651982378854555e+00,-7.795208947652639605e-04,1.002950681466910243e+00,-3.818729493422620344e-04
1.003441629955947212e+00,-2.728323131678423753e-03,1.006463397498946311e+00,1.527491797369048138e-03
1.005231277533039647e+00,-7.795208947652639605e-04,1.009976113530982156e+00,5.728094240133930516e-04
1.007020925110132081e+00,-7.795208947652639605e-04,1.013488829563018223e+00,5.728094240133930516e-04
1.008672907488986636e+00,1.169281342147895832e-03,1.017001545595054068e+00,5.728094240133930516e-04
1.010049559471365654e+00,1.948802236913159901e-04,1.020233244344527224e+00,-3.818729493422620344e-04
1.011839207048458089e+00,1.948802236913159901e-04,1.023183925811437467e+00,1.527491797369048138e-03
1.013491189427312866e+00,1.948802236913159901e-04,1.026837150484754879e+00,1.527491797369048138e-03
1.015280837004405301e+00,1.948802236913159901e-04,1.030349866516790724e+00,1.527491797369048138e-03
1.017070484581497736e+00,1.169281342147895832e-03,1.034003091190108137e+00,5.728094240133930516e-04
1.018860132158590170e+00,2.143682460604475620e-03,1.037515807222144204e+00,1.527491797369048138e-03
1.020236784140969188e+00,6.918247941041718273e-03,1.040747505971617359e+00,2.482174170724703224e-03
1.021888766519823744e+00,5.066885815974216285e-03,1.043838696079808948e+00,2.482174170724703224e-03
1.023678414096916178e+00,6.918247941041718273e-03,1.047491920753126360e+00,3.436856544080358743e-03
1.025468061674008835e+00,7.892649059498296760e-03,1.051145145426443772e+00,5.441689528127234207e-03
1.027257709251101270e+00,8.867050177954876114e-03,1.054798370099761184e+00,3.436856544080358743e-03
1.029047356828193927e+00,8.867050177954876114e-03,1.058451594773078597e+00,6.396371901482888860e-03
1.030424008810572722e+00,1.276465465178119700e-02,1.061823802163833097e+00,4.487007154771578687e-03
1.032075991189427278e+00,1.276465465178119700e-02,1.064914992272024685e+00,5.441689528127234207e-03
1.033865638766519712e+00,1.471345688869435571e-02,1.068568216945342098e+00,6.396371901482888860e-03
1.035655286343612369e+00,1.568785800715093853e-02,1.072361950259941077e+00,7.351054274838543512e-03
1.037444933920704804e+00,1.666225912560751615e-02,1.076015174933258489e+00,7.351054274838543512e-03
1.039234581497797461e+00,2.143682460604475967e-02,1.079808908247857246e+00,1.212446614161681938e-02
1.040748898678414136e+00,2.046242348758817858e-02,1.083321624279893314e+00,1.021510139490550834e-02
1.042400881057268691e+00,2.143682460604475967e-02,1.086412814388084902e+00,1.412929912566369441e-02
1.044328193832599228e+00,2.338562684295791838e-02,1.090206547702683659e+00,1.508398149901934993e-02
1.046117841409691662e+00,2.338562684295791838e-02,1.094000281017282639e+00,1.412929912566369441e-02
1.047907488986784097e+00,2.533442907987107709e-02,1.097794014331881396e+00,2.081207573915327957e-02
1.049697136563876532e+00,3.020643467215397560e-02,1.101728256287761720e+00,1.985739336579762579e-02
1.051211453744493429e+00,3.108339567876489823e-02,1.105240972319797788e+00,2.176675811250893683e-02
1.053001101321585864e+00,3.303219791567806041e-02,1.108332162427989376e+00,2.367612285922024440e-02
1.054790748898678299e+00,3.692980238950437782e-02,1.112266404383869700e+00,2.949968533668973977e-02
1.056580396475770955e+00,3.887860462641754000e-02,1.116060137698468457e+00,3.045436771004539703e-02
1.058507709251101270e+00,3.887860462641754000e-02,1.119853871013067215e+00,3.723261256087054966e-02
1.060297356828193704e+00,3.985300574487411762e-02,1.123788112968947539e+00,3.914197730758185723e-02
1.061811674008810602e+00,4.560197234376794223e-02,1.127441337642265173e+00,4.687490453176266364e-02
1.063463656387665157e+00,4.560197234376794223e-02,1.130532527750456540e+00,5.164831639854094297e-02
1.065390969162995471e+00,4.657637346222451985e-02,1.134466769706336864e+00,5.651719650265477762e-02
1.067318281938326008e+00,5.242278017296399945e-02,1.138541520303498533e+00,6.129060836943305696e-02
1.069107929515418443e+00,5.437158240987716162e-02,1.142475762259379080e+00,6.997821796696951369e-02
