# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-2.777423416859074821e-03,1.000000000000000000e+00,7.425867564107514664e-04
1.003210945134719978e+00,9.577322127100257928e-04,1.001458434613514692e+00,7.425867564107514664e-04
1.006701102889850707e+00,-1.819691204149049028e-03,1.003240965807810747e+00,7.425867564107514664e-04
1.010330866955186258e+00,0.000000000000000000e+00,1.005023497002106581e+00,7.425867564107514664e-04
1.013821024710316987e+00,0.000000000000000000e+00,1.006643979906011843e+00,7.425867564107514664e-04
1.017311182465447494e+00,-1.819691204149049028e-03,1.008426511100307899e+00,7.425867564107514664e-04
1.020242914979756943e+00,9.577322127100257928e-04,1.010046994004213383e+00,7.425867564107514664e-04
1.023453860114477143e+00,0.000000000000000000e+00,1.011505428617728075e+00,1.567683152422697348e-03
1.027083624179812915e+00,0.000000000000000000e+00,1.013287959812023908e+00,1.567683152422697348e-03
1.030713388245148687e+00,9.577322127100257928e-04,1.015070491006319964e+00,3.217875944446589326e-03
1.034203546000279195e+00,-8.619589914390233436e-04,1.016853022200615797e+00,1.567683152422697348e-03
1.037833310065614967e+00,9.577322127100257928e-04,1.018635553394911630e+00,1.567683152422697348e-03
1.040765042579924637e+00,9.577322127100257928e-04,1.020256036298817115e+00,3.217875944446589326e-03
1.044115594024849880e+00,9.577322127100257928e-04,1.021552422621941236e+00,4.042972340458535208e-03
1.047745358090185652e+00,9.577322127100257928e-04,1.023497002106627640e+00,4.042972340458535208e-03
1.051514728465726689e+00,1.915464425420051586e-03,1.025279533300923696e+00,4.042972340458535208e-03
1.055144492531062239e+00,1.915464425420051586e-03,1.026900016204828958e+00,4.042972340458535208e-03
1.058774256596398233e+00,1.915464425420051586e-03,1.028682547399124791e+00,5.693165132482427837e-03
1.061845595420912947e+00,1.915464425420051586e-03,1.030465078593420847e+00,3.217875944446589326e-03
1.065196146865838189e+00,2.873196638130077162e-03,1.031923513206935761e+00,4.868068736470481522e-03
1.068965517241379226e+00,2.873196638130077162e-03,1.033706044401231594e+00,4.868068736470481522e-03
1.072734887616920263e+00,4.788661063550129181e-03,1.035488575595527427e+00,3.217875944446589326e-03
1.076504257992461300e+00,8.619589914390232352e-03,1.037271106789823261e+00,5.693165132482427837e-03
1.080273628368002337e+00,6.704125488970181200e-03,1.039053637984119316e+00,5.693165132482427837e-03
1.083344967192517050e+00,5.746393276260154323e-03,1.040836169178415149e+00,5.693165132482427837e-03
1.086835124947647557e+00,8.619589914390232352e-03,1.042294603791930063e+00,6.600771168095567916e-03
1.090604495323188594e+00,9.577322127100258362e-03,1.044077134986225897e+00,6.600771168095567916e-03
1.094373865698729631e+00,9.577322127100258362e-03,1.045859666180521730e+00,7.425867564107514231e-03
1.098143236074270668e+00,1.522794218208941078e-02,1.047642197374817563e+00,9.901156752143352308e-03
1.101912606449811483e+00,1.235474554395933275e-02,1.049424728569113618e+00,9.076060356131405993e-03
1.105123551584531683e+00,1.618567439479943679e-02,1.051207259763409452e+00,1.237644594017918952e-02
1.108613709339662190e+00,1.522794218208941078e-02,1.052665694376924366e+00,1.155134954416724494e-02
1.112522686025408269e+00,1.810113882021948881e-02,1.054448225571220199e+00,1.237644594017918952e-02
1.116431662711154571e+00,1.714340660750946280e-02,1.056392805055906603e+00,1.575934116382816941e-02
1.120201033086695608e+00,2.480526430918966740e-02,1.058337384540593007e+00,1.658443755984011572e-02
1.124110009772441687e+00,2.566722330062869151e-02,1.060119915734888840e+00,1.402663873220308388e-02
1.127460561217367152e+00,3.237134878959887357e-02,1.061902446929184896e+00,1.740953395585206204e-02
1.130950718972497659e+00,3.332908100230889958e-02,1.063360881542699810e+00,1.988482314388789751e-02
1.134999301968449004e+00,3.897970105729805373e-02,1.065143412736995643e+00,2.070991953989984383e-02
1.138908278654195083e+00,4.472609433355820979e-02,1.066925943931291476e+00,2.656810395158466093e-02
1.142817255339941385e+00,4.759929097168828088e-02,1.068870523415977880e+00,2.904339313962049640e-02
1.146865838335892729e+00,4.855702318439830689e-02,1.070653054610273935e+00,3.242628836326948150e-02
1.150216389780818194e+00,5.803857209022756508e-02,1.072435585804569769e+00,3.325138475928142434e-02
1.153846153846153966e+00,6.273145993250668628e-02,1.073894020418084461e+00,3.820196313535310223e-02
1.157894736842105310e+00,6.943558542147686141e-02,1.075838599902771087e+00,4.240995475501402323e-02
1.161943319838056654e+00,7.604393768917605545e-02,1.077621131097066920e+00,4.406014754703792280e-02
1.165991902834007998e+00,8.562125981627630167e-02,1.079565710581753324e+00,4.653543673507375827e-02
1.170040485829959565e+00,9.127187987126546276e-02,1.081510290066439728e+00,4.991833195872272949e-02
1.173530643585090072e+00,1.007534287770947140e-01,1.083292821260735783e+00,5.651910312681830695e-02
1.177160407650425844e+00,1.064998220533548839e-01,1.084751255874250475e+00,5.990199835046727816e-02
1.181348596956582453e+00,1.169391031718941543e-01,1.086695835358936879e+00,6.320238393451506342e-02
1.185397179952533797e+00,1.245051876523033535e-01,1.088478366553232934e+00,7.153585753423571947e-02
1.189585369258690628e+00,1.350402419921136188e-01,1.090422946037919338e+00,7.656894554990859025e-02
1.193773558564847015e+00,1.454795231106529307e-01,1.092367525522605742e+00,7.986933113395637551e-02
1.197263716319977744e+00,1.540033398037721490e-01,1.094150056716901576e+00,8.655261194165313199e-02
1.201033086695518559e+00,1.654003531350214662e-01,1.095608491330416490e+00,9.067809392171286009e-02
1.205221276001675390e+00,1.767973664662707833e-01,1.097553070815102894e+00,9.653627833339767372e-02
1.209409465307831999e+00,1.901098442229401386e-01,1.099497650299789298e+00,1.056948483291302726e-01
1.213597654613988386e+00,2.062955186177395372e-01,1.101442229784475701e+00,1.099028399487912144e-01
1.217785843920145217e+00,2.224811930125389914e-01,1.103224760978771535e+00,1.190614099445238133e-01
1.221415607985480989e+00,2.338782063437883085e-01,1.105169340463458161e+00,1.248370847166074410e-01
