# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-2.258729991416825924e-03
1.001596169193934571e+00,-0.000000000000000000e+00,1.002927305252886647e+00,3.346266653950853080e-04
1.003351955307262511e+00,-0.000000000000000000e+00,1.006342494714587588e+00,-1.422163327929112627e-03
1.005107741420590450e+00,-0.000000000000000000e+00,1.009920312245893737e+00,3.346266653950853080e-04
1.006863527533918390e+00,-0.000000000000000000e+00,1.013335501707594677e+00,-5.855966644413993297e-04
1.008619313647246551e+00,-0.000000000000000000e+00,1.016913319238900604e+00,3.346266653950853080e-04
1.010055865921787754e+00,-0.000000000000000000e+00,1.020165880630996780e+00,3.346266653950853080e-04
1.011652035115722104e+00,8.523483731908480755e-04,1.023093185883883649e+00,-5.855966644413993297e-04
1.013407821229050265e+00,-0.000000000000000000e+00,1.026671003415189354e+00,1.171193328882798659e-03
1.015323224261771573e+00,-0.000000000000000000e+00,1.030248820946495281e+00,-5.855966644413993297e-04
1.016919393455706366e+00,8.523483731908480755e-04,1.033826638477801207e+00,-5.855966644413993297e-04
1.018834796488427674e+00,-0.000000000000000000e+00,1.037404456009107134e+00,3.346266653950853080e-04
1.020271348762968877e+00,8.523483731908480755e-04,1.040819645470808297e+00,1.171193328882798659e-03
1.021867517956903448e+00,1.704696746381696151e-03,1.043746950723694944e+00,2.844326655858225254e-03
1.023623304070231388e+00,1.704696746381696151e-03,1.047324768255000871e+00,3.680893319345938334e-03
1.025538707102952696e+00,4.261741865954240052e-03,1.051065213855911562e+00,4.517459982833651848e-03
1.027134876296887489e+00,3.409393492763392302e-03,1.054643031387217489e+00,3.680893319345938334e-03
1.029050279329608797e+00,4.261741865954240052e-03,1.058383476988128180e+00,5.437683312670136757e-03
1.030486831604150000e+00,5.114090239145088236e-03,1.061798666449829120e+00,6.274249976157849837e-03
1.032083000798084571e+00,3.409393492763392302e-03,1.064725971702715768e+00,7.947383303133275997e-03
1.033998403830805879e+00,4.261741865954240052e-03,1.068466417303626681e+00,1.221387328692061409e-02
1.035754189944134041e+00,5.114090239145088236e-03,1.072206862904537372e+00,1.221387328692061409e-02
1.037509976057461980e+00,3.409393492763392302e-03,1.075947308505448063e+00,1.480722994373252430e-02
1.039425379090183510e+00,5.966438612335936420e-03,1.079687754106358755e+00,1.564379660722023738e-02
1.040861931364724491e+00,6.818786985526784604e-03,1.083265571637664682e+00,1.991028659100757894e-02
1.042458100558659062e+00,6.818786985526784604e-03,1.086355504960156093e+00,2.584990990177033973e-02
1.044213886671987002e+00,1.108052885148102379e-02,1.090095950561066784e+00,3.095296654904539091e-02
1.046129289704708754e+00,9.375832105099327421e-03,1.093999024231582462e+00,3.605602319632044556e-02
1.047885075818036693e+00,1.278522559786272016e-02,1.097739469832493153e+00,4.458900316389512175e-02
1.049640861931364633e+00,1.278522559786272016e-02,1.101479915433403844e+00,4.793526981784597407e-02
1.051237031125299204e+00,1.278522559786272016e-02,1.105220361034314536e+00,5.646824978542065027e-02
1.052833200319233775e+00,1.610938425330702903e-02,1.108310294356805947e+00,6.416466308950760644e-02
1.054748603351955305e+00,1.363757397105356921e-02,1.112050739957716639e+00,7.269764305708228957e-02
