# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-1.048043355457528450e-03,1.000000000000000000e+00,1.048043355457528450e-03
1.003332777870354908e+00,-1.048043355457528450e-03,1.001499750041659587e+00,-0.000000000000000000e+00
1.006832194634227573e+00,1.048043355457528450e-03,1.003166138976837152e+00,1.048043355457528450e-03
1.010331611398100238e+00,-0.000000000000000000e+00,1.004999166805532251e+00,1.048043355457528450e-03
1.013831028161973125e+00,-0.000000000000000000e+00,1.006665555740709816e+00,-0.000000000000000000e+00
1.017330444925845789e+00,-0.000000000000000000e+00,1.008331944675887382e+00,-0.000000000000000000e+00
1.020163306115647206e+00,-0.000000000000000000e+00,1.009998333611064725e+00,-0.000000000000000000e+00
1.023496083986002336e+00,2.096086710915056901e-03,1.011498083652724533e+00,-0.000000000000000000e+00
1.027162139643392758e+00,-0.000000000000000000e+00,1.013164472587901876e+00,2.096086710915056901e-03
1.030661556407265422e+00,-0.000000000000000000e+00,1.014997500416597198e+00,1.048043355457528450e-03
1.034327612064655844e+00,1.048043355457528450e-03,1.016830528245292520e+00,2.096086710915056901e-03
1.037993667722046265e+00,-0.000000000000000000e+00,1.018496917180469863e+00,3.144130066372585134e-03
1.040826528911848126e+00,-0.000000000000000000e+00,1.020163306115647206e+00,1.048043355457528450e-03
1.044325945675720790e+00,-0.000000000000000000e+00,1.021663056157307015e+00,1.048043355457528450e-03
1.047992001333110990e+00,-0.000000000000000000e+00,1.023496083986002336e+00,1.048043355457528450e-03
1.051491418096983876e+00,-0.000000000000000000e+00,1.025162472921179679e+00,2.096086710915056901e-03
1.055324112647892054e+00,-0.000000000000000000e+00,1.026995500749875001e+00,1.048043355457528450e-03
1.058823529411764719e+00,-0.000000000000000000e+00,1.028828528578570323e+00,3.144130066372585134e-03
1.061823029495084114e+00,-0.000000000000000000e+00,1.030494917513747666e+00,3.144130066372585134e-03
1.065322446258956779e+00,-0.000000000000000000e+00,1.031994667555407474e+00,4.192173421830113801e-03
1.068988501916347200e+00,-0.000000000000000000e+00,1.033827695384102574e+00,4.192173421830113801e-03
1.072821196467255378e+00,-0.000000000000000000e+00,1.035494084319280139e+00,4.192173421830113801e-03
1.076487252124645799e+00,-0.000000000000000000e+00,1.037327112147975461e+00,5.240216777287642902e-03
1.080319946675554199e+00,-0.000000000000000000e+00,1.039160139976670560e+00,3.144130066372585134e-03
1.083319446758873594e+00,-0.000000000000000000e+00,1.040826528911848126e+00,7.336303488202699369e-03
1.086818863522746259e+00,-0.000000000000000000e+00,1.042326278953507712e+00,6.288260132745170268e-03
1.090651558073654215e+00,-0.000000000000000000e+00,1.044159306782202812e+00,5.240216777287642902e-03
1.094484252624562615e+00,3.144130066372585134e-03,1.045992334610898133e+00,6.288260132745170268e-03
1.098316947175470792e+00,-0.000000000000000000e+00,1.047825362439593455e+00,5.240216777287642902e-03
1.101983002832861214e+00,1.048043355457528450e-03,1.049658390268288555e+00,6.288260132745170268e-03
1.105149141809698365e+00,4.192173421830113801e-03,1.051324779203466120e+00,7.336303488202699369e-03
1.108815197467088787e+00,2.096086710915056901e-03,1.052824529245125929e+00,7.336303488202699369e-03
1.112647892017996964e+00,4.192173421830113801e-03,1.054657557073821028e+00,8.384346843660227602e-03
1.116480586568905142e+00,6.288260132745170268e-03,1.056490584902516128e+00,8.384346843660227602e-03
1.120479920013331077e+00,4.192173421830113801e-03,1.058323612731211449e+00,1.163328124557856669e-02
1.124312614564239254e+00,6.288260132745170268e-03,1.060156640559906549e+00,1.582545466740867962e-02
1.127478753541076406e+00,5.240216777287642902e-03,1.061823029495084114e+00,1.372936795649362315e-02
1.131144809198466827e+00,6.288260132745170268e-03,1.063322779536743923e+00,1.477741131195115312e-02
1.135144142642892762e+00,7.231499152656946719e-03,1.065155807365439022e+00,1.687349802286620959e-02
1.139143476087318696e+00,8.279542508114474952e-03,1.066988835194134344e+00,1.687349802286620959e-02
1.143142809531744630e+00,9.327585863572003186e-03,1.068821863022829444e+00,2.221851913569960341e-02
1.146975504082652808e+00,1.456780264085964609e-02,1.070821529745042522e+00,2.117047578024207691e-02
1.150308281953007938e+00,1.456780264085964609e-02,1.072487918680219865e+00,2.431460584661465987e-02
1.153974337610398138e+00,1.771193270723223079e-02,1.073987668721879674e+00,2.536264920207218637e-02
1.157973671054824072e+00,1.875997606268975729e-02,1.075820696550574995e+00,3.175571367036311016e-02
1.161973004499250006e+00,1.875997606268975729e-02,1.077820363272787851e+00,3.489984373673570006e-02
1.165972337943675941e+00,2.494343185988917924e-02,1.079653391101482951e+00,4.118810386948087293e-02
1.169971671388101875e+00,3.227973534809187861e-02,1.081486418930178273e+00,4.234095156048415382e-02
1.173471088151974540e+00,3.427101772346118069e-02,1.083319446758873594e+00,4.967725504868684971e-02
1.177303782702882939e+00,3.846319114529129363e-02,1.084819196800533181e+00,5.502227616152024353e-02
1.181469755040826408e+00,4.475145127803646650e-02,1.086818863522746259e+00,5.816640622789283344e-02
