# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-8.786469118724175983e-04,1.000000000000000000e+00,4.431655278198932913e-04
1.001749085705199604e+00,-1.757293823744835197e-03,1.002837326607818325e+00,2.215827639099466565e-03
1.003339163619017427e+00,-8.786469118724175983e-04,1.006462799495586369e+00,-5.317986333838719279e-04
1.005088249324216809e+00,-0.000000000000000000e+00,1.009930643127364469e+00,4.431655278198932913e-04
1.006837335029416414e+00,-0.000000000000000000e+00,1.013398486759142569e+00,1.329496583459679766e-03
1.008586420734616018e+00,-0.000000000000000000e+00,1.016866330390920670e+00,4.431655278198932913e-04
1.010017490857052058e+00,-0.000000000000000000e+00,1.020176544766708826e+00,1.329496583459679766e-03
1.011766576562251663e+00,-0.000000000000000000e+00,1.023171500630517095e+00,2.215827639099466565e-03
1.013515662267451267e+00,-0.000000000000000000e+00,1.026639344262294973e+00,4.431655278198932913e-04
1.015264747972650650e+00,1.757293823744835197e-03,1.030264817150063017e+00,1.329496583459679766e-03
1.017013833677850254e+00,-0.000000000000000000e+00,1.033890290037831061e+00,1.329496583459679766e-03
1.018762919383049859e+00,-0.000000000000000000e+00,1.037515762925598883e+00,4.431655278198932913e-04
1.020193989505485899e+00,-0.000000000000000000e+00,1.040825977301387040e+00,1.329496583459679766e-03
1.021943075210685503e+00,-0.000000000000000000e+00,1.043820933165195308e+00,1.329496583459679766e-03
1.023692160915884886e+00,8.786469118724175983e-04,1.047446406052963352e+00,2.215827639099466565e-03
1.025441246621084490e+00,-0.000000000000000000e+00,1.051071878940731397e+00,1.329496583459679766e-03
1.027349340117665877e+00,1.757293823744835197e-03,1.054697351828499219e+00,3.988489750379039731e-03
1.029098425822865481e+00,8.786469118724175983e-04,1.058322824716267263e+00,2.215827639099466565e-03
1.030529495945301299e+00,3.514587647489670393e-03,1.061790668348045363e+00,3.102158694739253365e-03
1.032278581650500904e+00,5.271881471234505373e-03,1.064785624211853632e+00,4.874820806018826530e-03
1.034027667355700508e+00,3.514587647489670393e-03,1.068568726355611620e+00,4.874820806018826530e-03
1.035776753060900113e+00,6.062663691919681526e-03,1.072194199243379664e+00,5.761151861658613330e-03
1.037525838766099717e+00,5.271881471234505373e-03,1.075977301387137430e+00,4.874820806018826530e-03
1.039433932262680882e+00,6.062663691919681526e-03,1.079602774274905475e+00,5.761151861658613330e-03
1.040865002385116922e+00,6.941310603792098799e-03,1.083228247162673297e+00,7.533813972938186929e-03
1.042455080298934744e+00,6.941310603792098799e-03,1.086223203026481565e+00,7.533813972938186929e-03
1.044363173795516131e+00,1.309183898689902058e-02,1.090006305170239553e+00,1.205410235670109804e-02
1.046112259500715513e+00,1.221319207502660417e-02,1.093789407313997541e+00,1.294043341234088311e-02
1.047861345205915118e+00,1.397048589877143872e-02,1.097730138713745252e+00,1.382676446798067164e-02
