# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-2.130794108609984866e-04
1.003276735180220314e+00,1.162534669690186992e-03,1.001462701121404120e+00,-2.130794108609984866e-04
1.006702412868632601e+00,1.162534669690186992e-03,1.003087924589630919e+00,-2.130794108609984866e-04
1.010277033065236862e+00,-0.000000000000000000e+00,1.004875670404680621e+00,8.523176434439939464e-04
1.013851653261840902e+00,2.208815872411355220e-03,1.006663416219730101e+00,8.523176434439939464e-04
1.017277330950253189e+00,1.162534669690186992e-03,1.008451162034779802e+00,-2.130794108609984866e-04
1.020256181114089999e+00,-0.000000000000000000e+00,1.010076385503006602e+00,1.917714697748986678e-03
1.023532916294310313e+00,2.208815872411355220e-03,1.011539086624410722e+00,8.523176434439939464e-04
1.027256478999106326e+00,-0.000000000000000000e+00,1.013326832439460423e+00,2.983111752053979084e-03
1.030682156687518614e+00,1.162534669690186992e-03,1.014952055907687223e+00,1.917714697748986678e-03
1.034405719392314627e+00,2.208815872411355220e-03,1.016739801722736924e+00,1.917714697748986678e-03
1.037831397080726692e+00,1.162534669690186992e-03,1.018527547537786404e+00,2.983111752053979084e-03
1.040810247244563502e+00,2.208815872411355220e-03,1.020152771006013204e+00,2.983111752053979084e-03
1.044235924932975790e+00,2.208815872411355220e-03,1.021615472127417545e+00,2.983111752053979084e-03
1.047810545129579829e+00,3.371350542101541996e-03,1.023403217942467025e+00,4.048508806358971056e-03
1.051534107834375842e+00,3.371350542101541996e-03,1.025190963757516505e+00,6.179302914968956735e-03
1.055108728030980103e+00,3.371350542101541996e-03,1.026978709572566206e+00,2.983111752053979084e-03
1.058832290735775894e+00,3.371350542101541996e-03,1.028766455387615686e+00,4.048508806358971056e-03
1.061811140899612704e+00,3.371350542101541996e-03,1.030391678855842486e+00,6.179302914968956735e-03
1.065236818588024992e+00,3.371350542101541996e-03,1.031854379977246827e+00,4.048508806358971056e-03
1.068960381292821005e+00,3.371350542101541996e-03,1.033642125792296307e+00,7.244699969273949575e-03
1.072683943997616796e+00,3.371350542101541996e-03,1.035429871607346008e+00,5.113905860663963895e-03
1.076407506702412809e+00,3.371350542101541996e-03,1.037217617422395488e+00,4.048508806358971056e-03
1.080131069407208821e+00,4.533885211791728771e-03,1.039167885584267870e+00,7.244699969273949575e-03
1.083258862079237383e+00,6.858954551172103190e-03,1.040793109052494669e+00,5.113905860663963895e-03
1.086833482275841423e+00,8.021489220862289965e-03,1.042255810173898789e+00,6.179302914968956735e-03
1.090557044980637436e+00,1.034655856024266352e-02,1.044043555988948491e+00,8.416636729009441265e-03
1.094429550193625200e+00,8.021489220862289965e-03,1.045831301803997970e+00,8.416636729009441265e-03
1.098153112898421213e+00,1.150909322993285029e-02,1.047619047619047450e+00,8.416636729009441265e-03
1.102025618111408978e+00,1.267162789962303707e-02,1.049569315780919831e+00,1.054743083761942521e-02
1.105153410783437540e+00,1.267162789962303707e-02,1.051194539249146631e+00,1.161282789192441718e-02
1.108728030980041579e+00,1.953058245079514199e-02,1.052657240370550973e+00,1.587441610914438681e-02
1.112600536193029344e+00,1.720551311141476497e-02,1.054607508532423132e+00,1.374362200053440286e-02
1.116473041406017330e+00,2.069311712048532703e-02,1.056395254347472612e+00,1.587441610914438681e-02
1.120345546619005095e+00,1.720551311141476497e-02,1.058183000162522314e+00,1.693981316344938051e-02
1.124218051831992859e+00,2.185565179017551207e-02,1.060133268324394695e+00,1.917714697748986244e-02
1.127494787012213173e+00,2.185565179017551207e-02,1.061758491792621495e+00,2.130794108609984985e-02
1.131218349717009186e+00,3.115592914769700975e-02,1.063221192914025615e+00,2.130794108609984985e-02
1.135090854929996951e+00,3.452727968979854567e-02,1.065171461075897996e+00,2.663492635762481145e-02
1.139112302651176689e+00,4.033995303824948475e-02,1.067121729237770156e+00,2.770032341192980516e-02
1.142984807864164454e+00,4.266502237762985483e-02,1.068909475052819635e+00,3.419924544319025844e-02
1.147006255585343970e+00,4.952397692880195629e-02,1.070697220867869337e+00,3.739543660610523956e-02
1.150282990765564506e+00,5.766171961663326545e-02,1.072484966682918817e+00,4.282896158306070261e-02
1.154006553470360297e+00,6.219560482842500376e-02,1.073947667804323158e+00,4.495975569167068309e-02
1.158028001191540035e+00,6.684574350718575086e-02,1.075897935966195318e+00,5.252407477723612661e-02
1.162049448912719773e+00,7.614602086470724507e-02,1.077848204128067700e+00,5.998185415737108256e-02
1.166219839142091041e+00,8.416751008556952462e-02,1.079635949943116957e+00,6.211264826598105609e-02
