# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-1.048043355457528450e-03,1.000000000000000000e+00,1.048043355457528450e-03
1.002666222296283882e+00,-0.000000000000000000e+00,1.002332944509248591e+00,-0.000000000000000000e+00
1.005499083486085521e+00,-1.048043355457528450e-03,1.005165805699050008e+00,-0.000000000000000000e+00
1.008331944675887382e+00,-1.048043355457528450e-03,1.007998666888851869e+00,-0.000000000000000000e+00
1.010998166972171264e+00,1.048043355457528450e-03,1.010664889185135751e+00,2.096086710915056901e-03
1.013831028161973125e+00,-0.000000000000000000e+00,1.013497750374937389e+00,1.048043355457528450e-03
1.016663889351774541e+00,1.048043355457528450e-03,1.016330611564739250e+00,2.096086710915056901e-03
1.019330111648058645e+00,1.048043355457528450e-03,1.018996833861023132e+00,1.048043355457528450e-03
1.021496417263789258e+00,-0.000000000000000000e+00,1.021163139476753745e+00,2.096086710915056901e-03
1.024329278453591119e+00,1.048043355457528450e-03,1.023996000666555606e+00,2.096086710915056901e-03
1.027162139643392758e+00,-0.000000000000000000e+00,1.026828861856357245e+00,2.096086710915056901e-03
1.029995000833194396e+00,-0.000000000000000000e+00,1.029661723046158883e+00,2.096086710915056901e-03
1.032827862022996257e+00,1.048043355457528450e-03,1.032494584235960522e+00,2.096086710915056901e-03
1.035827362106315652e+00,-0.000000000000000000e+00,1.035494084319280139e+00,2.096086710915056901e-03
1.038660223296117291e+00,1.048043355457528450e-03,1.038326945509081778e+00,-0.000000000000000000e+00
1.040826528911848126e+00,-0.000000000000000000e+00,1.040826528911848126e+00,2.096086710915056901e-03
1.043659390101649542e+00,-0.000000000000000000e+00,1.043326112314614251e+00,3.144130066372585134e-03
1.046492251291451403e+00,1.048043355457528450e-03,1.046158973504415890e+00,2.096086710915056901e-03
1.049325112481253042e+00,-0.000000000000000000e+00,1.048991834694217529e+00,3.144130066372585134e-03
1.052324612564572659e+00,-0.000000000000000000e+00,1.051991334777536924e+00,2.096086710915056901e-03
1.055157473754374298e+00,1.048043355457528450e-03,1.054824195967338785e+00,3.144130066372585134e-03
1.058156973837693693e+00,-0.000000000000000000e+00,1.057823696050658180e+00,3.144130066372585134e-03
1.060989835027495332e+00,-0.000000000000000000e+00,1.060656557240459819e+00,4.192173421830113801e-03
1.063156140643225944e+00,-0.000000000000000000e+00,1.062822862856190653e+00,5.240216777287642902e-03
1.066155640726545561e+00,-0.000000000000000000e+00,1.065822362939510048e+00,7.336303488202699369e-03
1.069155140809864957e+00,1.048043355457528450e-03,1.068821863022829444e+00,4.192173421830113801e-03
1.072154640893184352e+00,-0.000000000000000000e+00,1.071654724212631082e+00,4.192173421830113801e-03
1.075154140976503747e+00,-0.000000000000000000e+00,1.074654224295950700e+00,5.240216777287642902e-03
1.077987002166305608e+00,-0.000000000000000000e+00,1.077653724379270095e+00,4.192173421830113801e-03
1.080986502249625003e+00,-0.000000000000000000e+00,1.080653224462589490e+00,6.288260132745170268e-03
1.083319446758873594e+00,-0.000000000000000000e+00,1.083319446758873594e+00,5.240216777287642902e-03
1.086152307948675233e+00,-0.000000000000000000e+00,1.085819030161639720e+00,6.288260132745170268e-03
1.089151808031994628e+00,-0.000000000000000000e+00,1.088818530244959115e+00,7.336303488202699369e-03
1.092151308115314023e+00,-0.000000000000000000e+00,1.091818030328278732e+00,5.240216777287642902e-03
1.095317447092151397e+00,-0.000000000000000000e+00,1.094817530411598128e+00,7.336303488202699369e-03
1.098316947175470792e+00,1.048043355457528450e-03,1.097817030494917523e+00,7.336303488202699369e-03
1.101316447258790188e+00,2.096086710915056901e-03,1.100983169471754675e+00,8.384346843660227602e-03
1.104315947342109583e+00,-0.000000000000000000e+00,1.103982669555074070e+00,8.384346843660227602e-03
1.106482252957840418e+00,2.096086710915056901e-03,1.106148975170804682e+00,9.537194534663508486e-03
1.109648391934677569e+00,1.048043355457528450e-03,1.109315114147642056e+00,1.372936795649362315e-02
1.112647892017996964e+00,3.144130066372585134e-03,1.112314614230961451e+00,1.582545466740867962e-02
1.115814030994834116e+00,2.096086710915056901e-03,1.115480753207798603e+00,1.687349802286620959e-02
1.118813531078153733e+00,5.240216777287642902e-03,1.118480253291117998e+00,2.012243242478454694e-02
1.121979670054990885e+00,6.288260132745170268e-03,1.121646392267955150e+00,2.117047578024207691e-02
1.124979170138310280e+00,5.240216777287642902e-03,1.124645892351274767e+00,2.326656249115713337e-02
1.127478753541076406e+00,7.231499152656946719e-03,1.127478753541076406e+00,2.536264920207218637e-02
1.130478253624395801e+00,7.231499152656946719e-03,1.130144975837360288e+00,2.850677926844477628e-02
1.133644392601232953e+00,8.279542508114474952e-03,1.133144475920679684e+00,3.489984373673570006e-02
1.136810531578070327e+00,8.279542508114474952e-03,1.136310614897517057e+00,4.118810386948087293e-02
1.139976670554907479e+00,1.037562921902953142e-02,1.139476753874354209e+00,4.548508162685673678e-02
1.143142809531744630e+00,1.456780264085964609e-02,1.142642892851191361e+00,5.292618945060518360e-02
1.146142309615064026e+00,1.561584599631717259e-02,1.145809031828028735e+00,5.711836287243530347e-02
1.149308448591901399e+00,1.561584599631717259e-02,1.148975170804865886e+00,6.665555740709880328e-02
1.151641393101149768e+00,1.875997606268975729e-02,1.151308115314114255e+00,6.875164411801386322e-02
1.154807532077986920e+00,1.771193270723223079e-02,1.154474254290951407e+00,8.143296871904996681e-02
1.158140309948341828e+00,1.980801941814728725e-02,1.157640393267788559e+00,9.097016325371347356e-02
1.161306448925179202e+00,2.494343185988917924e-02,1.160806532244625933e+00,1.005073577883769803e-01
1.164472587902016354e+00,2.808756192626176568e-02,1.164139310114980841e+00,1.110925956784980240e-01
1.167638726878853506e+00,3.332777870354940164e-02,1.167305449091817993e+00,1.206297902131615307e-01
