# Xlam,PX,Ylam,PY
1.000000000000000000e+00,-8.619589914390233436e-04,1.000000000000000000e+00,-8.250963960119460437e-05
1.001675275722462510e+00,9.577322127100257928e-04,1.002916869227029606e+00,-8.250963960119460437e-05
1.003350551444925243e+00,-1.819691204149049028e-03,1.006319883325230924e+00,7.425867564107514664e-04
1.005165433477593240e+00,0.000000000000000000e+00,1.009884945713822813e+00,-8.250963960119460437e-05
1.006840709200055750e+00,0.000000000000000000e+00,1.013450008102414479e+00,7.425867564107514664e-04
1.008655591232723747e+00,-1.819691204149049028e-03,1.016853022200615797e+00,7.425867564107514664e-04
1.010051654334775950e+00,9.577322127100257928e-04,1.020256036298817115e+00,7.425867564107514664e-04
1.011726930057238460e+00,9.577322127100257928e-04,1.023010857235456150e+00,1.567683152422697348e-03
1.013541812089906458e+00,0.000000000000000000e+00,1.026737967914438610e+00,1.567683152422697348e-03
1.015217087812369190e+00,9.577322127100257928e-04,1.030303030303030276e+00,4.042972340458535208e-03
1.017031969845036965e+00,2.873196638130077162e-03,1.033868092691621943e+00,3.217875944446589326e-03
1.018707245567499475e+00,9.577322127100257928e-04,1.037433155080213831e+00,4.042972340458535208e-03
1.020242914979756943e+00,1.915464425420051586e-03,1.040836169178415149e+00,4.868068736470481522e-03
1.021918190702219675e+00,1.915464425420051586e-03,1.043753038405444755e+00,4.042972340458535208e-03
1.023593466424682408e+00,1.915464425420051586e-03,1.047480149084427214e+00,5.693165132482427837e-03
1.025408348457350183e+00,1.915464425420051586e-03,1.051045211473018881e+00,4.042972340458535208e-03
1.027223230490018180e+00,1.915464425420051586e-03,1.054772322152001340e+00,4.868068736470481522e-03
1.028898506212480690e+00,1.915464425420051586e-03,1.058337384540593007e+00,5.693165132482427837e-03
1.030434175624738158e+00,2.873196638130077162e-03,1.061902446929184896e+00,4.868068736470481522e-03
1.032109451347200890e+00,7.661857701680206342e-03,1.064819316156214501e+00,5.693165132482427837e-03
1.033924333379868887e+00,8.619589914390232352e-03,1.068546426835196961e+00,6.600771168095567916e-03
1.035739215412536662e+00,4.788661063550129181e-03,1.072273537514179198e+00,7.425867564107514231e-03
1.037414491134999173e+00,8.619589914390232352e-03,1.076000648193161657e+00,1.072625314815529862e-02
1.039229373167667170e+00,9.577322127100258362e-03,1.079727758872143895e+00,9.901156752143352308e-03
1.040765042579924637e+00,8.619589914390232352e-03,1.083292821260735783e+00,1.155134954416724494e-02
1.042440318302387370e+00,1.053505433981028437e-02,1.086209690487765389e+00,1.320154233619113583e-02
1.044255200335055145e+00,1.235474554395933275e-02,1.090098849457138197e+00,1.320154233619113583e-02
1.046070082367722920e+00,1.331247775666936049e-02,1.093825960136120434e+00,1.658443755984011572e-02
1.047884964400390917e+00,1.714340660750946280e-02,1.097715119105493464e+00,1.575934116382816941e-02
1.049699846433058692e+00,1.427020996937938303e-02,1.101442229784475701e+00,1.823463035186400835e-02
1.051235515845316160e+00,2.001660324563953736e-02,1.105169340463458161e+00,1.988482314388789751e-02
1.052910791567778892e+00,1.810113882021948881e-02,1.108086209690487767e+00,2.153501593591179014e-02
1.054725673600446667e+00,2.193206767105959284e-02,1.112137416950251145e+00,2.318520872793568624e-02
1.056540555633114664e+00,2.480526430918966740e-02,1.115864527629233383e+00,2.656810395158466093e-02
1.058495043975987704e+00,2.854041993875876607e-02,1.119915734888996983e+00,3.242628836326948150e-02
1.060309926008655479e+00,3.141361657688884756e-02,1.123804893858369791e+00,3.407648115529337413e-02
1.061845595420912947e+00,3.237134878959887357e-02,1.127532004537352028e+00,3.902705953136505201e-02
1.063520871143375679e+00,3.620227764043897761e-02,1.130610922054772427e+00,4.075976196299013060e-02
1.065335753176043454e+00,4.089516548271809881e-02,1.134500081024145235e+00,4.323505115102597302e-02
1.067150635208711451e+00,4.568382654626823580e-02,1.138389239993518043e+00,4.818562952709764396e-02
1.068965517241379226e+00,5.037671438854735700e-02,1.142440447253281421e+00,5.404381393878246453e-02
1.070920005584252488e+00,4.951475539710833290e-02,1.146329606222654229e+00,5.907690195445533532e-02
1.072455674996509956e+00,5.803857209022756508e-02,1.150218765192027259e+00,6.567767312255090584e-02
1.074130950718972466e+00,6.186950094106766912e-02,1.153297682709447436e+00,7.236095393024766231e-02
1.075945832751640241e+00,6.752012099605680939e-02,1.157348889969210814e+00,7.821913834193248982e-02
1.077900321094513503e+00,7.230878205960694638e-02,1.161400097228974193e+00,8.490241914962923242e-02
1.079854809437386542e+00,7.987486654001614561e-02,1.165451304488737572e+00,9.241079635333795950e-02
1.081669691470054540e+00,8.657899202898633462e-02,1.169502511748501172e+00,9.983666391744545898e-02
1.083344967192517050e+00,9.031414765855544369e-02,1.173391670717873980e+00,1.081701375171661150e-01
1.085020242914979782e+00,9.701827314752561882e-02,1.176632636525684728e+00,1.132032255328389997e-01
1.086835124947647557e+00,1.036266254152247990e-01,1.180683843785448106e+00,1.256621811126193977e-01
1.088789613290520819e+00,1.140659065337640832e-01,1.184735051045211485e+00,1.348207511083519827e-01
1.090604495323188594e+00,1.207700320227342583e-01,1.188948306595365434e+00,1.457120235357096671e-01
1.092558983666061634e+00,1.312093131412735425e-01,1.192999513855128813e+00,1.573458827194781084e-01
1.094234259388524366e+00,1.378176654089727227e-01,1.197212769405282762e+00,1.689797419032465498e-01
1.095909535110987099e+00,1.445217908979428978e-01,1.200291686922702938e+00,1.781383118989791625e-01
1.097724417143654874e+00,1.530456075910621438e-01,1.204504942472856888e+00,1.923299699103846183e-01
1.099678905486527913e+00,1.625271564968913951e-01,1.208718198023010837e+00,2.031387326981411168e-01
1.101493787519195910e+00,1.739241698281406845e-01,1.212931453573164786e+00,2.189805835015704583e-01
1.103448275862068950e+00,1.844592241679509637e-01,1.216982660832928165e+00,2.306969523249401410e-01
1.105123551584531683e+00,1.920253086483601490e-01,1.221195916383082114e+00,2.490140923164053388e-01
