Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.310947,1.166783,0.003842,0.000976
1.310888,1.167759,0.003739,0.001110
1.313530,1.168006,0.003805,0.001114
1.315530,1.168387,0.003861,0.001076
1.318184,1.170482,0.003820,0.001173
1.319375,1.171390,0.003912,0.001250
1.320044,1.171556,0.003965,0.001372
1.323601,1.175838,0.004084,0.001300
1.327117,1.178136,0.004061,0.001459
1.327179,1.178164,0.004106,0.001540
1.329173,1.183522,0.004193,0.001545
1.330985,1.187974,0.004238,0.001748
1.332744,1.190482,0.004394,0.001832
1.334443,1.194319,0.004641,0.002376
1.335922,1.198801,0.004686,0.002619
1.337524,1.203193,0.004767,0.002861
1.338722,1.208424,0.004890,0.003028
1.340574,1.213922,0.005305,0.003643
1.342308,1.217617,0.005421,0.003890
1.343341,1.221137,0.005641,0.004014
1.344217,1.227176,0.005724,0.004148
1.347243,1.233121,0.005806,0.004352
1.348799,1.237073,0.005960,0.004442
1.348733,1.237038,0.006010,0.004567
1.361804,1.261195,0.006058,0.004693
1.365166,1.266434,0.006178,0.004739
1.368229,1.271024,0.006297,0.004785
1.371981,1.276481,0.006418,0.004798
1.374328,1.279877,0.006504,0.004892
1.378043,1.285134,0.006660,0.004952
1.381893,1.289829,0.006745,0.005168
1.386280,1.293977,0.006870,0.005314
1.386310,1.293963,0.006888,0.005374
1.386307,1.294014,0.006904,0.005470
1.397041,1.305714,0.007101,0.005653
1.398442,1.308656,0.007315,0.005871
1.398500,1.308700,0.007600,0.006140
1.421707,1.330511,0.007958,0.006458
1.424451,1.333761,0.008246,0.006815
1.424366,1.333314,0.008682,0.007049
1.446539,1.355577,0.009243,0.007369
1.451235,1.361900,0.009805,0.007680
1.455176,1.366288,0.010481,0.008129
1.459218,1.370191,0.011507,0.008752
1.466314,1.376217,0.012810,0.009555
1.471007,1.381988,0.014413,0.010629
1.477214,1.388336,0.014861,0.010884
1.479999,1.392483,0.015417,0.011275
1.487960,1.402740,0.016156,0.011730
1.493419,1.407941,0.016829,0.012101
1.500668,1.416226,0.017452,0.012544
1.504280,1.422844,0.018210,0.012941
