Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.398884,1.382882,0.002556,0.002983
1.397826,1.378848,0.002557,0.002956
1.397100,1.378409,0.002559,0.003003
1.395386,1.378027,0.002560,0.003104
1.394372,1.377799,0.002561,0.003131
1.393401,1.377290,0.002562,0.003207
1.392912,1.377005,0.002563,0.003273
1.391282,1.376386,0.002564,0.003330
1.391369,1.376003,0.002624,0.003424
1.390411,1.375227,0.002683,0.003518
1.390364,1.373846,0.002686,0.003567
1.390770,1.373038,0.002688,0.003571
1.385776,1.370082,0.002690,0.003710
1.385341,1.369497,0.002692,0.003759
1.384574,1.368334,0.002694,0.003808
1.383911,1.367885,0.002696,0.003949
1.383343,1.366786,0.002756,0.003997
1.382389,1.366230,0.002758,0.004046
1.381146,1.365026,0.002818,0.004050
1.380880,1.364841,0.002820,0.004099
1.380033,1.363675,0.002823,0.004102
1.378813,1.363783,0.002825,0.004106
1.379028,1.362258,0.002827,0.004109
1.377744,1.361640,0.002873,0.004113
1.376927,1.361028,0.002818,0.004116
1.378224,1.361336,0.002820,0.004120
1.378681,1.362897,0.002924,0.004123
1.379288,1.363619,0.003087,0.004236
1.379973,1.363855,0.003250,0.004286
1.380662,1.364089,0.003252,0.004289
1.381312,1.365409,0.003313,0.004293
1.382009,1.365873,0.003315,0.004343
1.383276,1.366090,0.003479,0.004346
1.383661,1.366276,0.003423,0.004349
1.383324,1.366999,0.003425,0.004353
1.383913,1.367230,0.003486,0.004356
1.384041,1.368403,0.003591,0.004360
1.384721,1.368234,0.003799,0.004363
1.385552,1.369362,0.003699,0.004367
1.386535,1.369566,0.003701,0.004370
1.387571,1.370459,0.003807,0.004421
1.388201,1.371415,0.003869,0.004472
1.387963,1.371632,0.003873,0.004414
1.388442,1.371711,0.003715,0.004370
1.388756,1.372425,0.003777,0.004374
1.389134,1.373094,0.003824,0.004330
1.390132,1.373770,0.003975,0.004445
1.390372,1.373991,0.003979,0.004496
1.390404,1.374269,0.003982,0.004499
1.392382,1.375957,0.004043,0.004503
1.393194,1.376862,0.004150,0.004554
1.393192,1.377834,0.004258,0.004716
1.393722,1.378247,0.004218,0.004767
1.394436,1.378609,0.004220,0.004771
1.394519,1.379709,0.004282,0.004822
1.394921,1.381503,0.004345,0.004890
1.395366,1.382497,0.004394,0.004894
1.395654,1.382812,0.004339,0.004898
1.395851,1.383310,0.004341,0.004901
1.396852,1.385506,0.004389,0.004953
1.398195,1.387160,0.004452,0.005164
1.398835,1.387370,0.004412,0.005216
1.399468,1.387979,0.004311,0.005221
1.400464,1.388643,0.004419,0.005225
1.401179,1.389380,0.004572,0.005340
1.401834,1.390073,0.004622,0.005457
1.402553,1.390745,0.004687,0.005414
1.402858,1.391817,0.004586,0.005370
1.403621,1.392579,0.004648,0.005422
1.403857,1.394993,0.004802,0.005491
1.404433,1.397156,0.004852,0.005592
1.404762,1.398664,0.004857,0.005709
1.405415,1.399707,0.004860,0.005665
1.405701,1.401074,0.005029,0.005717
1.406899,1.401714,0.005245,0.005835
1.406489,1.402852,0.005401,0.005840
1.407607,1.404502,0.005557,0.005732
1.408039,1.405857,0.005773,0.005688
1.408730,1.407456,0.005883,0.005740
1.409115,1.407119,0.005994,0.005794
1.409453,1.409150,0.006167,0.005849
1.409692,1.410704,0.006279,0.005903
1.410108,1.412022,0.006664,0.006069
1.410480,1.414625,0.007049,0.006236
1.411016,1.416027,0.007222,0.006339
1.412213,1.417786,0.007395,0.006297
1.413349,1.418449,0.007630,0.006351
1.413956,1.419678,0.007909,0.006404
1.415133,1.421749,0.008189,0.006572
1.416013,1.424233,0.008257,0.006627
1.416245,1.426091,0.008325,0.006681
1.417165,1.426987,0.008454,0.006899
1.417351,1.428799,0.008629,0.006952
1.418488,1.430867,0.008865,0.007219
1.418792,1.432146,0.008994,0.007372
1.419844,1.434812,0.009063,0.007379
1.420021,1.436800,0.009132,0.007582
1.419705,1.438020,0.009140,0.007637
1.420812,1.439029,0.009147,0.007743
1.421712,1.440048,0.009263,0.007849
1.422862,1.442067,0.009332,0.007954
1.423463,1.444004,0.009341,0.008010
1.424645,1.445956,0.009410,0.008378
1.425400,1.447923,0.009418,0.008583
1.427113,1.450198,0.009487,0.008788
1.427728,1.452588,0.009556,0.008994
1.428936,1.454973,0.009564,0.009150
1.429425,1.456670,0.009572,0.009520
1.429704,1.458354,0.009627,0.009628
1.431594,1.459989,0.009635,0.009735
1.432297,1.461986,0.009642,0.009941
1.433567,1.464993,0.009650,0.010000
1.434241,1.466645,0.009768,0.010206
1.435276,1.469595,0.009885,0.010314
1.435548,1.472053,0.009957,0.010422
1.436321,1.474799,0.009965,0.010580
1.436818,1.476180,0.009972,0.010738
1.437992,1.478116,0.010091,0.010747
1.438838,1.479868,0.010319,0.010857
1.440129,1.482039,0.010485,0.010866
1.441714,1.484760,0.010493,0.010875
1.443093,1.487750,0.010548,0.010884
1.444689,1.490547,0.010667,0.010943
1.445782,1.492405,0.010786,0.011003
1.446542,1.494931,0.010904,0.011012
1.447565,1.496512,0.010912,0.011021
1.448984,1.499133,0.011079,0.011080
1.449946,1.501398,0.011247,0.011241
1.450431,1.505006,0.011367,0.011352
