Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.398884,1.382882,0.003350,0.004262
1.398043,1.382382,0.003428,0.004245
1.396538,1.382303,0.003490,0.004233
1.397256,1.378907,0.003406,0.004285
1.394409,1.378206,0.003460,0.004272
1.393158,1.377824,0.003457,0.004261
1.392210,1.377371,0.003561,0.004302
1.391881,1.376955,0.003595,0.004291
1.392740,1.376928,0.003597,0.004250
1.391428,1.376706,0.003656,0.004301
1.391127,1.376208,0.003700,0.004352
1.390808,1.375267,0.003760,0.004311
1.390157,1.374553,0.003762,0.004316
1.389689,1.373147,0.003764,0.004321
1.389240,1.372536,0.003866,0.004371
1.388917,1.370715,0.003911,0.004376
1.388672,1.369596,0.003913,0.004381
1.387786,1.369294,0.003872,0.004432
1.387086,1.368387,0.003931,0.004437
1.385874,1.367621,0.003933,0.004488
1.384876,1.366792,0.003978,0.004493
1.385067,1.366440,0.003981,0.004498
1.384207,1.365255,0.004041,0.004503
1.383470,1.364239,0.003985,0.004507
1.383299,1.363469,0.003987,0.004466
1.383363,1.362876,0.004047,0.004534
1.382702,1.362156,0.004093,0.004586
1.382849,1.362845,0.004096,0.004590
1.383030,1.363870,0.004040,0.004595
1.383435,1.364360,0.003999,0.004601
1.384571,1.364977,0.004059,0.004653
1.385269,1.365931,0.004119,0.004768
1.385503,1.366425,0.004121,0.004773
1.386829,1.367484,0.004123,0.004778
1.386879,1.367948,0.004125,0.004894
1.387682,1.368744,0.004229,0.005057
1.388067,1.369892,0.004232,0.005174
1.388650,1.371039,0.004075,0.005226
1.388816,1.371451,0.004135,0.005342
1.389707,1.372397,0.004238,0.005457
1.390157,1.372795,0.004285,0.005559
1.390447,1.374520,0.004244,0.005565
1.390763,1.375163,0.004203,0.005570
1.391031,1.376044,0.004306,0.005622
1.391171,1.377113,0.004410,0.005740
1.392211,1.377066,0.004457,0.005905
1.393355,1.378090,0.004503,0.005848
1.394841,1.379721,0.004549,0.005806
1.394950,1.379873,0.004653,0.005811
1.395680,1.380749,0.004816,0.005819
1.395467,1.380434,0.004878,0.005826
1.396374,1.381895,0.004924,0.005785
