Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.213850,1.262655,0.003412,0.003165
1.213997,1.263672,0.003370,0.003200
1.217291,1.265827,0.003482,0.003265
1.218454,1.267695,0.003475,0.003287
1.220207,1.270075,0.003499,0.003377
1.221387,1.273568,0.003549,0.003388
1.223409,1.275184,0.003592,0.003425
1.224875,1.275998,0.003630,0.003491
1.226268,1.278045,0.003684,0.003557
1.227021,1.281978,0.003787,0.003648
1.228584,1.284645,0.003891,0.003717
1.229158,1.287759,0.003970,0.003760
1.230019,1.291928,0.004050,0.003855
1.231786,1.294012,0.004187,0.003950
1.232794,1.296889,0.004219,0.004020
1.234219,1.303220,0.004309,0.004150
1.234898,1.306559,0.004413,0.004220
1.236257,1.312740,0.004479,0.004326
1.237032,1.319081,0.004617,0.004516
1.237977,1.323335,0.004732,0.004615
1.238954,1.329441,0.004872,0.004772
1.239884,1.336066,0.004963,0.004940
1.241370,1.343257,0.005079,0.005101
1.243752,1.349587,0.005269,0.005294
1.244910,1.355969,0.005411,0.005488
1.245163,1.360670,0.005553,0.005651
1.246555,1.366483,0.005670,0.005872
1.249165,1.374387,0.005838,0.006011
1.249446,1.375708,0.005949,0.006185
1.252926,1.386833,0.006092,0.006349
1.254232,1.393545,0.006228,0.006491
1.255796,1.396362,0.006473,0.006692
1.258607,1.403575,0.006610,0.006861
1.259302,1.404904,0.006773,0.007035
1.262434,1.416126,0.006961,0.007242
1.265332,1.422234,0.007151,0.007423
1.267814,1.428065,0.007392,0.007598
1.269915,1.433318,0.007667,0.007810
1.272060,1.441938,0.007893,0.008050
1.274958,1.449034,0.008145,0.008300
1.277323,1.454780,0.008501,0.008615
1.280157,1.462082,0.008883,0.008931
1.282781,1.469579,0.009240,0.009285
1.282774,1.471301,0.009659,0.009669
1.287644,1.481888,0.010208,0.010090
1.291122,1.488147,0.010760,0.010606
1.293192,1.496761,0.011400,0.011153
1.296361,1.503626,0.012198,0.011776
1.298934,1.510098,0.013162,0.012302
1.302759,1.515737,0.014208,0.013092
1.304494,1.525010,0.015476,0.014120
1.306781,1.529723,0.017053,0.015351
1.310883,1.537258,0.019030,0.016894
1.314229,1.546571,0.021504,0.018744
1.317177,1.552102,0.022294,0.019324
1.318676,1.557641,0.023084,0.019917
1.323005,1.564414,0.024004,0.020606
1.325871,1.573584,0.025055,0.021367
1.329164,1.579864,0.026223,0.022179
1.332131,1.586900,0.027474,0.023166
1.336270,1.596146,0.028938,0.024151
