Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.213850,1.262655,0.002700,0.003316
1.214744,1.261790,0.002779,0.003331
1.217487,1.263355,0.002807,0.003345
1.218328,1.267491,0.002930,0.003357
1.220629,1.268107,0.003004,0.003367
1.222431,1.269842,0.003009,0.003404
1.223294,1.273601,0.003094,0.003411
1.222926,1.274634,0.003168,0.003442
1.223622,1.275623,0.003249,0.003475
1.224014,1.275589,0.003330,0.003538
1.227957,1.282132,0.003437,0.003571
1.230798,1.284658,0.003567,0.003637
1.232775,1.288576,0.003699,0.003646
1.234123,1.290762,0.003806,0.003736
1.234205,1.290823,0.003840,0.003770
1.237256,1.299187,0.003924,0.003803
1.240251,1.304052,0.003984,0.003870
1.242330,1.306809,0.004067,0.003878
1.243716,1.310904,0.004103,0.003945
1.243335,1.310890,0.004164,0.004012
1.248645,1.320616,0.004172,0.003997
1.250980,1.324639,0.004268,0.004123
1.253699,1.330616,0.004305,0.004225
1.256168,1.335117,0.004391,0.004327
1.259188,1.339760,0.004512,0.004454
1.261118,1.343428,0.004635,0.004582
1.264903,1.349037,0.004758,0.004711
1.267206,1.353565,0.004908,0.004898
1.268962,1.358610,0.005058,0.005064
1.273621,1.364730,0.005208,0.005227
1.277107,1.369639,0.005333,0.005416
1.278743,1.374832,0.005510,0.005547
1.283927,1.378853,0.005715,0.005737
1.285901,1.384021,0.005841,0.005929
1.286445,1.383929,0.006074,0.006062
1.294566,1.395669,0.006410,0.006313
1.297805,1.401277,0.006637,0.006448
1.301538,1.404714,0.006987,0.006609
1.306453,1.409730,0.007338,0.006745
1.306446,1.409155,0.007629,0.006881
1.313670,1.419340,0.007949,0.006993
1.319437,1.426291,0.008243,0.007193
1.322739,1.431430,0.008647,0.007359
1.325370,1.435625,0.009051,0.007527
1.325338,1.435593,0.009574,0.007791
1.334987,1.444853,0.010126,0.008092
1.339262,1.451118,0.010790,0.008420
1.345681,1.456666,0.011493,0.008784
1.350048,1.461728,0.012304,0.009178
1.350026,1.461783,0.013040,0.009695
1.358872,1.471014,0.013887,0.010154
1.364018,1.475780,0.014914,0.010741
1.368398,1.480127,0.016223,0.011429
1.374630,1.486117,0.017887,0.012343
1.379354,1.492578,0.018447,0.012691
1.383669,1.493191,0.019028,0.013091
1.387846,1.499188,0.019738,0.013403
1.393686,1.505993,0.020391,0.013817
1.397258,1.508347,0.021171,0.014220
1.397237,1.508171,0.021969,0.014650
1.410226,1.520883,0.022861,0.015067
