Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003872,0.001318
1.000216,1.000581,0.003885,0.001426
1.002867,1.000577,0.003997,0.001283
1.004998,0.999382,0.003938,0.001331
1.007751,0.999045,0.003988,0.001371
1.010755,1.000302,0.004070,0.001354
1.012922,0.999857,0.004105,0.001469
1.015220,0.999575,0.004103,0.001449
1.018597,0.999533,0.004226,0.001452
1.020537,0.998762,0.004777,0.001943
1.023277,0.998918,0.004828,0.002178
1.025980,0.999527,0.004946,0.002305
1.029114,1.000263,0.005068,0.002619
1.030902,1.000737,0.005373,0.002813
1.033433,1.001384,0.005459,0.003007
1.035616,1.003493,0.005583,0.003245
1.037788,1.004459,0.005741,0.003329
1.041019,1.007059,0.005897,0.003568
1.041744,1.007503,0.006092,0.003764
1.042679,1.009518,0.006183,0.003926
1.047247,1.013006,0.006236,0.004122
1.049960,1.015973,0.006292,0.004164
1.052367,1.018742,0.006381,0.004293
1.055765,1.022852,0.006473,0.004490
1.059509,1.025349,0.006564,0.004609
1.060026,1.025245,0.006728,0.004650
1.060323,1.025830,0.006784,0.004692
1.069895,1.033748,0.006808,0.004700
1.073787,1.037146,0.006835,0.004708
1.076740,1.039708,0.006966,0.004716
1.080484,1.041972,0.007151,0.004724
1.080443,1.041979,0.007411,0.004812
1.086458,1.046780,0.007708,0.004820
1.090251,1.050167,0.007972,0.004909
1.091511,1.050682,0.008273,0.004917
1.099008,1.055801,0.008685,0.004925
1.102359,1.058728,0.009251,0.005061
1.104533,1.060208,0.009907,0.005349
1.109626,1.063730,0.010607,0.005567
1.114369,1.067358,0.011423,0.005904
1.119257,1.069550,0.012528,0.006241
1.123427,1.072533,0.013826,0.006707
1.127516,1.076806,0.015374,0.007386
1.133282,1.078055,0.017295,0.008232
1.138533,1.081550,0.019949,0.009280
1.143926,1.084444,0.023258,0.010626
1.177906,1.101981,0.027566,0.012473
1.184236,1.105910,0.033069,0.014868
1.190969,1.108526,0.034612,0.015494
1.197495,1.111295,0.036389,0.016311
1.197703,1.111578,0.038411,0.017263
1.206901,1.116483,0.040539,0.018212
1.213427,1.119365,0.043011,0.019175
1.215252,1.120035,0.045835,0.020409
1.224792,1.125771,0.049213,0.021730
