Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003842,0.000976
0.999955,1.000836,0.003739,0.001110
1.001970,1.001048,0.003805,0.001114
1.003496,1.001374,0.003861,0.001076
1.005521,1.003170,0.003820,0.001173
1.006429,1.003948,0.003912,0.001250
1.006940,1.004091,0.003965,0.001372
1.009653,1.007760,0.004084,0.001300
1.012335,1.009729,0.004061,0.001459
1.012382,1.009754,0.004106,0.001540
1.013903,1.014346,0.004193,0.001545
1.015285,1.018161,0.004238,0.001748
1.016627,1.020311,0.004394,0.001832
1.017923,1.023600,0.004641,0.002376
1.019052,1.027441,0.004686,0.002619
1.020273,1.031205,0.004767,0.002861
1.021187,1.035689,0.004890,0.003028
1.022600,1.040400,0.005305,0.003643
1.023923,1.043568,0.005421,0.003890
1.024711,1.046584,0.005641,0.004014
1.025379,1.051760,0.005724,0.004148
1.027687,1.056855,0.005806,0.004352
1.028874,1.060242,0.005960,0.004442
1.028824,1.060212,0.006010,0.004567
1.038794,1.080916,0.006058,0.004693
1.041359,1.085407,0.006178,0.004739
1.043696,1.089340,0.006297,0.004785
1.046558,1.094017,0.006418,0.004798
1.048348,1.096928,0.006504,0.004892
1.051182,1.101433,0.006660,0.004952
1.054118,1.105457,0.006745,0.005168
1.057465,1.109012,0.006870,0.005314
1.057488,1.109000,0.006888,0.005374
1.057485,1.109043,0.006904,0.005470
1.065673,1.119071,0.007101,0.005653
1.066742,1.121593,0.007315,0.005871
1.066786,1.121631,0.007600,0.006140
1.084488,1.140324,0.007958,0.006458
1.086582,1.143109,0.008246,0.006815
1.086517,1.142727,0.008682,0.007049
1.103430,1.161807,0.009243,0.007369
1.107013,1.167226,0.009805,0.007680
1.110019,1.170987,0.010481,0.008129
1.113102,1.174332,0.011507,0.008752
1.118515,1.179496,0.012810,0.009555
1.122095,1.184442,0.014413,0.010629
1.126830,1.189883,0.014861,0.010884
1.128955,1.193438,0.015417,0.011275
1.135027,1.202229,0.016156,0.011730
1.139191,1.206685,0.016829,0.012101
1.144721,1.213787,0.017452,0.012544
1.147476,1.219459,0.018210,0.012941
