Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002092,0.001539
0.999816,1.000520,0.002111,0.001557
0.999975,1.000558,0.002126,0.001636
1.002173,1.000502,0.002138,0.001642
1.002839,1.000462,0.002217,0.001647
1.003226,1.000494,0.002285,0.001701
1.003795,1.000174,0.002239,0.001702
1.004257,1.000127,0.002297,0.001745
1.005224,0.999455,0.002299,0.001789
1.005889,0.999344,0.002302,0.001833
1.007118,0.998670,0.002442,0.001919
1.008669,0.998587,0.002500,0.002005
1.009809,0.998169,0.002502,0.002006
1.010663,0.997531,0.002505,0.002050
1.011320,0.997153,0.002507,0.002137
1.011978,0.996767,0.002648,0.002352
1.012392,0.996516,0.002651,0.002439
1.013514,0.996224,0.002709,0.002483
1.014164,0.996104,0.002711,0.002527
1.014757,0.995836,0.002715,0.002614
1.016002,0.995969,0.002718,0.002701
1.016954,0.995934,0.002762,0.002745
1.017392,0.995838,0.002766,0.002833
1.018139,0.995534,0.002824,0.002877
1.018355,0.994788,0.002827,0.002879
1.018813,0.994591,0.002789,0.003010
1.019763,0.994684,0.002736,0.003054
1.019722,0.994568,0.002739,0.003099
1.019880,0.994667,0.002741,0.003187
1.020022,0.995406,0.002801,0.003102
1.020921,0.995766,0.002805,0.003061
1.021488,0.996556,0.002807,0.003105
1.021986,0.996699,0.002754,0.003150
1.021725,0.996724,0.002856,0.003239
1.022838,0.997170,0.002803,0.003370
1.024100,0.997431,0.002749,0.003416
1.024387,0.997588,0.002752,0.003547
1.024961,0.997704,0.002755,0.003549
1.025332,0.997632,0.002702,0.003595
1.025497,0.998458,0.002705,0.003727
1.026428,0.999029,0.002651,0.003686
1.026882,0.999230,0.002711,0.003731
1.027140,0.999621,0.002814,0.003733
1.028386,0.999694,0.002874,0.003691
1.029445,1.000129,0.002820,0.003823
1.030089,1.000211,0.002724,0.003868
1.031267,1.000485,0.002726,0.003827
1.032287,1.000725,0.002787,0.003829
1.032635,1.000848,0.002690,0.003787
1.032953,1.001255,0.002693,0.003746
1.033789,1.001416,0.002695,0.003705
1.035058,1.002182,0.002698,0.003664
1.035562,1.002419,0.002745,0.003710
1.036007,1.003497,0.002748,0.003756
1.036221,1.003620,0.002750,0.003714
1.036947,1.004013,0.002811,0.003717
1.037612,1.003955,0.002815,0.003719
1.038308,1.004351,0.002717,0.003764
1.038902,1.004548,0.002662,0.003766
1.039829,1.005123,0.002665,0.003812
1.041506,1.005415,0.002726,0.003858
1.042241,1.005992,0.002831,0.003904
