Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.162280,1.153468,0.002906,0.002627
1.162388,1.152428,0.002976,0.002743
1.163367,1.155841,0.003077,0.002837
1.164004,1.158378,0.003066,0.002862
1.166034,1.160771,0.003057,0.002883
1.167704,1.162222,0.003050,0.002948
1.168506,1.165706,0.003118,0.003004
1.168983,1.167564,0.003178,0.003083
1.170292,1.171891,0.003223,0.003231
1.171786,1.174409,0.003356,0.003379
1.173054,1.176447,0.003490,0.003460
1.174002,1.178757,0.003594,0.003610
1.176245,1.181354,0.003660,0.003759
1.176751,1.184719,0.003735,0.003911
1.177939,1.186629,0.003780,0.003993
1.178819,1.188198,0.003877,0.004036
1.180075,1.192437,0.003973,0.004080
1.180937,1.193932,0.004040,0.004165
1.181669,1.197502,0.004207,0.004289
1.182565,1.198291,0.004374,0.004518
1.184010,1.200661,0.004602,0.004604
1.185112,1.203922,0.004700,0.004795
1.185880,1.207547,0.004829,0.004956
1.187127,1.211892,0.004987,0.005118
1.188749,1.214614,0.005117,0.005280
1.188853,1.214737,0.005247,0.005486
1.191454,1.222388,0.005346,0.005726
1.192567,1.225207,0.005508,0.006008
1.195678,1.228828,0.005730,0.006282
1.197174,1.234443,0.006025,0.006597
1.199610,1.238273,0.006229,0.006914
1.201262,1.241400,0.006495,0.007426
1.203628,1.245987,0.006824,0.007867
1.206865,1.251413,0.007092,0.008418
1.208752,1.255502,0.007423,0.009097
1.210627,1.261725,0.007756,0.009804
1.213504,1.265552,0.008254,0.010531
1.215189,1.270138,0.008785,0.011260
1.217854,1.275631,0.009411,0.012180
1.220512,1.281091,0.010132,0.013104
1.221196,1.283587,0.010992,0.014267
1.226161,1.292510,0.011978,0.015593
1.228804,1.298959,0.013009,0.017160
1.230781,1.302080,0.014274,0.019026
1.234670,1.307939,0.015690,0.021216
1.236415,1.313320,0.017373,0.023811
1.240633,1.320016,0.019293,0.026743
1.243544,1.326744,0.021515,0.030275
1.246731,1.333097,0.024067,0.034201
1.248766,1.338567,0.027062,0.038681
1.253154,1.344609,0.030490,0.043981
1.255640,1.352007,0.034417,0.050082
1.259449,1.358970,0.038951,0.057341
1.262216,1.365007,0.044073,0.065375
1.266430,1.371208,0.046022,0.068579
1.266890,1.373548,0.048076,0.071949
1.272006,1.385457,0.050350,0.075582
1.274323,1.391140,0.052892,0.079545
1.277260,1.396678,0.055545,0.083799
1.280427,1.405119,0.058464,0.088457
1.282263,1.407882,0.061613,0.093517
