Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.378229,1.397725,0.001661,0.000493
1.377789,1.397611,0.001671,0.000538
1.375099,1.397554,0.001679,0.000574
1.372872,1.396947,0.001729,0.000604
1.370434,1.396704,0.001678,0.000584
1.370081,1.394556,0.001635,0.000608
1.369090,1.394391,0.001678,0.000667
1.368194,1.394440,0.001684,0.000647
1.367841,1.393943,0.001686,0.000611
1.368092,1.393818,0.001688,0.000611
1.369255,1.394030,0.001732,0.000611
1.370319,1.394304,0.001734,0.000648
1.371517,1.394619,0.001736,0.000648
1.373623,1.394583,0.001738,0.000648
1.374305,1.395051,0.001740,0.000649
1.375313,1.395183,0.001742,0.000686
1.376986,1.395649,0.001744,0.000722
1.379068,1.395791,0.001746,0.000686
1.379878,1.397087,0.001716,0.000687
1.380473,1.397189,0.001760,0.000724
1.381060,1.397104,0.001805,0.000724
1.381741,1.398187,0.001775,0.000688
1.382409,1.398735,0.001777,0.000652
1.385213,1.398752,0.001811,0.000652
1.387003,1.398784,0.001846,0.000761
1.389634,1.398921,0.001881,0.000871
1.390151,1.398910,0.001916,0.000908
1.390589,1.398897,0.001918,0.000981
1.391396,1.399014,0.001920,0.001018
1.392089,1.398881,0.001954,0.001018
1.392754,1.398978,0.001989,0.000983
1.394276,1.399048,0.002024,0.001020
1.396944,1.398654,0.002026,0.001093
1.398938,1.397556,0.002028,0.001094
1.400300,1.397225,0.002063,0.001168
1.401042,1.396691,0.002142,0.001205
1.402072,1.396333,0.002221,0.001315
1.402761,1.397586,0.002223,0.001499
1.403809,1.399324,0.002193,0.001645
1.405640,1.399221,0.002240,0.001683
1.406863,1.399588,0.002286,0.001647
1.407402,1.399733,0.002333,0.001648
1.408088,1.399630,0.002335,0.001686
1.408964,1.399830,0.002415,0.001686
1.410236,1.400127,0.002462,0.001761
1.411372,1.400093,0.002543,0.001835
1.412054,1.399974,0.002590,0.001836
1.412927,1.400556,0.002592,0.001911
1.413922,1.399064,0.002673,0.001985
1.414541,1.400147,0.002798,0.002023
1.415422,1.400799,0.002880,0.002135
1.416813,1.400806,0.002805,0.002062
1.417510,1.400990,0.002840,0.002063
1.417965,1.401217,0.002921,0.002102
1.419514,1.401307,0.003003,0.002140
1.420649,1.402032,0.003006,0.002289
1.421506,1.401690,0.002931,0.002253
1.422654,1.402055,0.002967,0.002291
1.424629,1.403508,0.003004,0.002366
1.425457,1.404164,0.003087,0.002441
1.427698,1.404537,0.003056,0.002517
1.429053,1.404858,0.002980,0.002629
1.429450,1.405250,0.003017,0.002705
1.429869,1.405027,0.003054,0.002781
1.430451,1.405390,0.003059,0.002820
1.431565,1.405731,0.002984,0.002859
1.433221,1.405483,0.003020,0.003058
1.433769,1.407584,0.003149,0.003134
1.434493,1.408307,0.003266,0.003173
1.434923,1.408696,0.003351,0.003249
1.437251,1.409210,0.003389,0.003251
1.438523,1.410033,0.003505,0.003402
1.440295,1.409549,0.003554,0.003478
1.441238,1.410710,0.003684,0.003554
1.442529,1.412465,0.003769,0.003593
1.443144,1.412820,0.003888,0.003632
1.443770,1.413944,0.004178,0.003597
1.444976,1.414355,0.004389,0.003599
1.446709,1.414850,0.004566,0.003638
