Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.191025,1.265327,0.001071,0.001162
1.190093,1.263078,0.001117,0.001148
1.190564,1.263103,0.001039,0.001138
1.192373,1.264756,0.000929,0.001129
1.192787,1.265523,0.000976,0.001296
1.193101,1.266137,0.001067,0.001397
1.193503,1.266755,0.001146,0.001409
1.194611,1.267563,0.001136,0.001350
1.195159,1.268834,0.001370,0.001249
1.195581,1.270971,0.001449,0.001215
1.195960,1.273342,0.001451,0.001217
1.195975,1.274024,0.001452,0.001289
1.197023,1.275305,0.001499,0.001360
1.197438,1.276342,0.001655,0.001290
1.198242,1.277220,0.001735,0.001396
1.198924,1.278982,0.001782,0.001502
1.199790,1.280839,0.001862,0.001574
1.200415,1.281729,0.001986,0.001610
1.201610,1.282945,0.002177,0.001647
1.201925,1.283653,0.002223,0.001579
1.202619,1.284222,0.002260,0.001547
1.203576,1.286433,0.002296,0.001620
1.204029,1.287542,0.002410,0.001620
1.204917,1.288712,0.002335,0.001515
1.206247,1.290378,0.002371,0.001551
1.206785,1.292113,0.002452,0.001553
1.207572,1.293578,0.002534,0.001449
1.208042,1.294888,0.002650,0.001451
1.209325,1.296632,0.002687,0.001523
1.209584,1.297596,0.002690,0.001596
1.211271,1.299022,0.002726,0.001562
1.211962,1.300899,0.002729,0.001457
1.212186,1.302547,0.002766,0.001387
1.213492,1.303423,0.002769,0.001353
1.214254,1.305604,0.002806,0.001284
1.215258,1.306530,0.002809,0.001214
1.215757,1.307644,0.002812,0.001037
1.216369,1.308821,0.002815,0.001073
1.217179,1.308980,0.002818,0.001254
1.218231,1.310312,0.002821,0.001328
1.218692,1.311859,0.002824,0.001329
1.219414,1.312712,0.002827,0.001294
1.220244,1.313738,0.002750,0.001224
1.220986,1.315260,0.002753,0.001334
1.221862,1.316082,0.002756,0.001300
1.223117,1.317352,0.002806,0.001412
1.224168,1.318174,0.002809,0.001522
1.224498,1.319676,0.002812,0.001632
1.225447,1.320357,0.002862,0.001815
1.226125,1.322063,0.002865,0.001963
1.226471,1.323473,0.002868,0.002001
1.227485,1.324213,0.002871,0.002111
1.228724,1.325474,0.002874,0.002148
1.230073,1.326981,0.002924,0.002188
1.230753,1.328057,0.002974,0.002227
1.232033,1.329055,0.002977,0.002376
1.231731,1.328904,0.002980,0.002524
1.232479,1.329822,0.003030,0.002710
1.233326,1.331390,0.003162,0.002786
1.233917,1.333150,0.003248,0.002937
1.234792,1.334016,0.003205,0.002977
1.235570,1.335339,0.003208,0.003091
1.237226,1.335984,0.003294,0.003205
1.237858,1.337104,0.003333,0.003172
1.239399,1.338252,0.003467,0.003213
1.240601,1.339866,0.003470,0.003364
1.241341,1.341403,0.003473,0.003515
1.241872,1.342737,0.003559,0.003666
1.242807,1.343770,0.003646,0.003707
1.243681,1.344558,0.003650,0.003785
1.246024,1.345232,0.003654,0.003789
1.246909,1.346323,0.003704,0.003867
1.247334,1.347150,0.003792,0.003908
1.248490,1.348539,0.003845,0.003913
1.248727,1.350484,0.003850,0.003880
1.249642,1.351361,0.003853,0.003884
1.251189,1.352550,0.003904,0.003889
1.252163,1.353569,0.003956,0.003893
1.254134,1.354502,0.004057,0.003934
1.255193,1.355670,0.004014,0.003976
1.256147,1.356294,0.004066,0.004019
1.257575,1.357842,0.004154,0.004061
1.258992,1.359421,0.004207,0.004142
1.260379,1.360695,0.004297,0.004146
1.261981,1.362617,0.004301,0.004151
1.263486,1.363633,0.004437,0.004155
1.264677,1.364863,0.004611,0.004197
1.266602,1.367030,0.004701,0.004329
1.267979,1.368008,0.004659,0.004371
1.269116,1.369889,0.004663,0.004376
1.271117,1.370648,0.004886,0.004419
1.272904,1.371769,0.005109,0.004500
1.273992,1.373446,0.005286,0.004632
1.275206,1.374229,0.005329,0.004713
1.276637,1.376500,0.005517,0.004680
1.277772,1.378163,0.005693,0.004685
1.280130,1.379260,0.005967,0.004780
1.281930,1.381304,0.006194,0.004875
1.283343,1.382136,0.006336,0.004919
1.284643,1.383591,0.006648,0.004923
1.287176,1.385320,0.006875,0.004967
1.289483,1.386137,0.007018,0.005062
1.290344,1.389047,0.007161,0.005108
1.291614,1.390244,0.007389,0.005113
1.294368,1.392640,0.007666,0.005156
1.295381,1.394316,0.007809,0.005252
1.296647,1.396645,0.007903,0.005349
1.298267,1.397901,0.007961,0.005394
1.301575,1.398922,0.008105,0.005400
1.302618,1.400494,0.008200,0.005574
1.303877,1.402026,0.008381,0.005748
1.304442,1.403800,0.008515,0.005873
1.306051,1.405217,0.008612,0.005998
1.308735,1.406934,0.008621,0.006251
1.310120,1.408513,0.008668,0.006544
1.311641,1.410436,0.008765,0.006799
1.313122,1.412407,0.008949,0.007002
1.315377,1.413988,0.009135,0.007168
1.317814,1.415239,0.009271,0.007542
1.319129,1.416770,0.009545,0.007837
1.320509,1.418698,0.009730,0.008042
1.321974,1.421187,0.009954,0.008208
1.323702,1.423256,0.010228,0.008374
1.327110,1.424922,0.010591,0.008631
1.328723,1.427457,0.010904,0.008837
1.329779,1.429493,0.011142,0.009084
1.331780,1.430741,0.011242,0.009292
1.334101,1.432335,0.011469,0.009381
1.335130,1.433483,0.011834,0.009430
1.336969,1.433594,0.012163,0.009559
1.338525,1.436838,0.012441,0.009782
